"census_id","HR_code","census_type"
"48061336",4832,"DA"
"48061339",4832,"DA"
"48061370",4832,"DA"
"48061460",4832,"DA"
"48060505",4832,"DA"
"48061649",4832,"DA"
"48061338",4832,"DA"
"48061249",4832,"DA"
"48061337",4832,"DA"
"48060497",4832,"DA"
"48061250",4832,"DA"
"48061587",4832,"DA"
"48060496",4832,"DA"
"48061367",4832,"DA"
"48060506",4832,"DA"
"48061247",4832,"DA"
"48061462",4832,"DA"
"48061636",4832,"DA"
"48060495",4832,"DA"
"48060492",4832,"DA"
"48060494",4832,"DA"
"48060493",4832,"DA"
"48061365",4832,"DA"
"48061240",4832,"DA"
"48061248",4832,"DA"
"48061377",4832,"DA"
"48061374",4832,"DA"
"48061364",4832,"DA"
"48061372",4832,"DA"
"48061362",4832,"DA"
"48061340",4832,"DA"
"48061376",4832,"DA"
"48061341",4832,"DA"
"48061373",4832,"DA"
"48061380",4832,"DA"
"48061378",4832,"DA"
"48061342",4832,"DA"
"48061368",4832,"DA"
"48062082",4832,"DA"
"48061244",4832,"DA"
"48061379",4832,"DA"
"48061246",4832,"DA"
"48061375",4832,"DA"
"48061344",4832,"DA"
"48061243",4832,"DA"
"48061245",4832,"DA"
"48061345",4832,"DA"
"48062070",4832,"DA"
"48061360",4832,"DA"
"48061385",4832,"DA"
"48061356",4832,"DA"
"48062073",4832,"DA"
"48061791",4832,"DA"
"48060357",4832,"DA"
"48061793",4832,"DA"
"48061792",4832,"DA"
"48060356",4832,"DA"
"48061605",4832,"DA"
"48061788",4832,"DA"
"48061604",4832,"DA"
"48060355",4832,"DA"
"48061787",4832,"DA"
"48061629",4832,"DA"
"48061781",4832,"DA"
"48061790",4832,"DA"
"48061890",4832,"DA"
"48061889",4832,"DA"
"48060188",4832,"DA"
"48060190",4832,"DA"
"48060321",4832,"DA"
"48060286",4832,"DA"
"48061569",4832,"DA"
"48060189",4832,"DA"
"48060403",4832,"DA"
"48060191",4832,"DA"
"48060397",4832,"DA"
"48060404",4832,"DA"
"48060079",4832,"DA"
"48060290",4832,"DA"
"48060398",4832,"DA"
"48060325",4832,"DA"
"48060186",4832,"DA"
"48060085",4832,"DA"
"48060320",4832,"DA"
"48060318",4832,"DA"
"48060316",4832,"DA"
"48060185",4832,"DA"
"48060315",4832,"DA"
"48062122",4832,"DA"
"48060086",4832,"DA"
"48060312",4832,"DA"
"48060310",4832,"DA"
"48060408",4832,"DA"
"48060087",4832,"DA"
"48062120",4832,"DA"
"48060311",4832,"DA"
"48060142",4832,"DA"
"48060134",4832,"DA"
"48060104",4832,"DA"
"48060158",4832,"DA"
"48060133",4832,"DA"
"48060105",4832,"DA"
"48060106",4832,"DA"
"48061522",4832,"DA"
"48061523",4832,"DA"
"48060872",4832,"DA"
"48060871",4832,"DA"
"48060161",4832,"DA"
"48060126",4832,"DA"
"48060140",4832,"DA"
"48060849",4832,"DA"
"48060716",4832,"DA"
"48060885",4832,"DA"
"48061865",4832,"DA"
"48060851",4832,"DA"
"48060155",4832,"DA"
"48060125",4832,"DA"
"48060856",4832,"DA"
"48061645",4832,"DA"
"48060838",4832,"DA"
"48060149",4832,"DA"
"48060861",4832,"DA"
"48060837",4832,"DA"
"48061884",4832,"DA"
"48060858",4832,"DA"
"48060897",4832,"DA"
"48060682",4832,"DA"
"48060839",4832,"DA"
"48060841",4832,"DA"
"48060934",4832,"DA"
"48060673",4832,"DA"
"48060580",4832,"DA"
"48060760",4832,"DA"
"48060647",4832,"DA"
"48060638",4832,"DA"
"48060650",4832,"DA"
"48060666",4832,"DA"
"48060688",4832,"DA"
"48060671",4832,"DA"
"48060891",4832,"DA"
"48060700",4832,"DA"
"48062128",4832,"DA"
"48060686",4832,"DA"
"48060578",4832,"DA"
"48060926",4832,"DA"
"48061617",4832,"DA"
"48061357",4832,"DA"
"48061354",4832,"DA"
"48062065",4832,"DA"
"48062066",4832,"DA"
"48061359",4832,"DA"
"48061353",4832,"DA"
"48061351",4832,"DA"
"48061618",4832,"DA"
"48061347",4832,"DA"
"48061350",4832,"DA"
"48061348",4832,"DA"
"48062084",4832,"DA"
"48061387",4832,"DA"
"48062064",4832,"DA"
"48061830",4832,"DA"
"48061829",4832,"DA"
"48061832",4832,"DA"
"48062089",4832,"DA"
"48061833",4832,"DA"
"48061823",4832,"DA"
"48061834",4832,"DA"
"48061824",4832,"DA"
"48061827",4832,"DA"
"48061825",4832,"DA"
"48061839",4832,"DA"
"48061826",4832,"DA"
"48061828",4832,"DA"
"48061840",4832,"DA"
"48061841",4832,"DA"
"48061843",4832,"DA"
"48061759",4832,"DA"
"48061819",4832,"DA"
"48061817",4832,"DA"
"48061818",4832,"DA"
"48061820",4832,"DA"
"48061899",4832,"DA"
"48061816",4832,"DA"
"48061845",4832,"DA"
"48061846",4832,"DA"
"48061815",4832,"DA"
"48061663",4832,"DA"
"48061813",4832,"DA"
"48061848",4832,"DA"
"48061794",4832,"DA"
"48061789",4832,"DA"
"48061665",4832,"DA"
"48061807",4832,"DA"
"48061595",4832,"DA"
"48061559",4832,"DA"
"48061608",4832,"DA"
"48061664",4832,"DA"
"48061606",4832,"DA"
"48061767",4832,"DA"
"48060349",4832,"DA"
"48061561",4832,"DA"
"48060370",4832,"DA"
"48061628",4832,"DA"
"48061560",4832,"DA"
"48060340",4832,"DA"
"48061784",4832,"DA"
"48061641",4832,"DA"
"48061765",4832,"DA"
"48061768",4832,"DA"
"48061659",4832,"DA"
"48060341",4832,"DA"
"48060230",4832,"DA"
"48060336",4832,"DA"
"48060358",4832,"DA"
"48061661",4832,"DA"
"48060216",4832,"DA"
"48061594",4832,"DA"
"48060217",4832,"DA"
"48061769",4832,"DA"
"48061770",4832,"DA"
"48061624",4832,"DA"
"48060252",4832,"DA"
"48061518",4832,"DA"
"48060246",4832,"DA"
"48060229",4832,"DA"
"48061558",4832,"DA"
"48060254",4832,"DA"
"48061567",4832,"DA"
"48060373",4832,"DA"
"48061516",4832,"DA"
"48061625",4832,"DA"
"48060215",4832,"DA"
"48061564",4832,"DA"
"48061601",4832,"DA"
"48061600",4832,"DA"
"48060379",4832,"DA"
"48060214",4832,"DA"
"48061574",4832,"DA"
"48060212",4832,"DA"
"48060242",4832,"DA"
"48061850",4832,"DA"
"48060205",4832,"DA"
"48060232",4832,"DA"
"48060234",4832,"DA"
"48060244",4832,"DA"
"48060057",4832,"DA"
"48060211",4832,"DA"
"48061622",4832,"DA"
"48061780",4832,"DA"
"48060210",4832,"DA"
"48060237",4832,"DA"
"48060374",4832,"DA"
"48061513",4832,"DA"
"48060209",4832,"DA"
"48060056",4832,"DA"
"48061557",4832,"DA"
"48060334",4832,"DA"
"48060375",4832,"DA"
"48060265",4832,"DA"
"48060377",4832,"DA"
"48060301",4832,"DA"
"48060058",4832,"DA"
"48061671",4832,"DA"
"48060256",4832,"DA"
"48061640",4832,"DA"
"48060378",4832,"DA"
"48060381",4832,"DA"
"48061602",4832,"DA"
"48060299",4832,"DA"
"48061621",4832,"DA"
"48061603",4832,"DA"
"48060380",4832,"DA"
"48060264",4832,"DA"
"48060207",4832,"DA"
"48060208",4832,"DA"
"48060300",4832,"DA"
"48060238",4832,"DA"
"48060269",4832,"DA"
"48060390",4832,"DA"
"48060391",4832,"DA"
"48060271",4832,"DA"
"48060382",4832,"DA"
"48060061",4832,"DA"
"48060220",4832,"DA"
"48060298",4832,"DA"
"48060324",4832,"DA"
"48060322",4832,"DA"
"48060080",4832,"DA"
"48060401",4832,"DA"
"48060308",4832,"DA"
"48061570",4832,"DA"
"48060307",4832,"DA"
"48062119",4832,"DA"
"48060399",4832,"DA"
"48060184",4832,"DA"
"48060389",4832,"DA"
"48060268",4832,"DA"
"48060261",4832,"DA"
"48060206",4832,"DA"
"48060302",4832,"DA"
"48060331",4832,"DA"
"48060062",4832,"DA"
"48060384",4832,"DA"
"48061506",4832,"DA"
"48060388",4832,"DA"
"48060270",4832,"DA"
"48061508",4832,"DA"
"48060063",4832,"DA"
"48060303",4832,"DA"
"48060385",4832,"DA"
"48060273",4832,"DA"
"48061504",4832,"DA"
"48060064",4832,"DA"
"48061851",4832,"DA"
"48061568",4832,"DA"
"48060275",4832,"DA"
"48060198",4832,"DA"
"48060304",4832,"DA"
"48060387",4832,"DA"
"48060204",4832,"DA"
"48060274",4832,"DA"
"48061573",4832,"DA"
"48060203",4832,"DA"
"48060276",4832,"DA"
"48060065",4832,"DA"
"48060272",4832,"DA"
"48060201",4832,"DA"
"48061501",4832,"DA"
"48060066",4832,"DA"
"48061891",4832,"DA"
"48060200",4832,"DA"
"48060277",4832,"DA"
"48060328",4832,"DA"
"48060202",4832,"DA"
"48061849",4832,"DA"
"48060282",4832,"DA"
"48061502",4832,"DA"
"48061503",4832,"DA"
"48060293",4832,"DA"
"48060199",4832,"DA"
