"","census_id","CLSC_code","census_type"
"9901","4620207.00","06432","CT"
"9908","4620208.00","06432","CT"
"9926","4620210.00","06432","CT"
"9932","4620211.00","06432","CT"
"9937","4620212.00","06432","CT"
"9944","4620213.00","06432","CT"
"9951","4620214.00","06432","CT"
"9956","4620215.00","06432","CT"
"9960","4620216.00","06432","CT"
"9964","4620217.00","06432","CT"
"9972","4620218.00","06432","CT"
"9980","4620219.00","06432","CT"
"9984","4620220.00","06221","CT"
"9999","4620221.00","06221","CT"
"10014","4620222.00","06221","CT"
"10023","4620223.01","06221","CT"
"10032","4620223.02","06221","CT"
"10040","4620224.00","06221","CT"
"10056","4620225.00","06431","CT"
"10059","4620226.00","06431","CT"
"10065","4620227.00","06431","CT"
"10068","4620228.00","06431","CT"
"10072","4620229.00","06431","CT"
"10073","4620230.00","06431","CT"
"10077","4620231.00","06431","CT"
"10082","4620232.00","06431","CT"
"10089","4620233.00","06431","CT"
"10093","4620234.00","06431","CT"
"10098","4620235.00","06431","CT"
"10102","4620236.00","06431","CT"
"10107","4620237.00","06431","CT"
"10114","4620238.00","06431","CT"
"10119","4620239.00","06431","CT"
"10128","4620240.00","06431","CT"
"10134","4620241.00","06431","CT"
"10140","4620242.00","06431","CT"
"10151","4620243.00","06431","CT"
"10159","4620244.00","06431","CT"
"10163","4620245.00","06431","CT"
"10178","4620249.00","06431","CT"
"10191","4620250.00","06511","CT"
"10200","4620251.01","06511","CT"
"10207","4620251.02","06511","CT"
"10213","4620252.00","06511","CT"
"10223","4620253.00","06511","CT"
"10228","4620254.00","06511","CT"
"10241","4620256.00","06511","CT"
"10248","4620257.00","06511","CT"
"10256","4620258.00","06511","CT"
"10268","4620259.00","06511","CT"
"10283","4620260.00","06511","CT"
"10287","4620261.00","06511","CT"
"10292","4620262.00","06511","CT"
"10302","4620263.00","06511","CT"
"10309","4620264.01","06421","CT"
"10324","4620264.02","06421","CT"
"10336","4620265.00","06421","CT"
"10345","4620266.00","06421","CT"
"10352","4620267.00","06421","CT"
"10365","4620268.01","06411","CT"
"10375","4620268.02","06411","CT"
"10380","4620268.03","06411","CT"
"10382","4620269.00","06421","CT"
"10389","4620270.00","06421","CT"
"10396","4620271.00","06421","CT"
"10402","4620272.00","06421","CT"
"10409","4620273.00","06421","CT"
"10419","4620274.00","06421","CT"
"10429","4620275.00","06421","CT"
"10437","4620276.00","06421","CT"
"10447","4620277.00","06421","CT"
"10455","4620278.00","06421","CT"
"10463","4620279.00","06421","CT"
"10471","4620280.00","06421","CT"
"10481","4620281.00","06421","CT"
"10503","4620283.01","06411","CT"
"10510","4620283.02","06411","CT"
"10516","4620284.00","06411","CT"
"10522","4620285.00","06411","CT"
"10534","4620286.00","06411","CT"
"10545","4620287.01","06411","CT"
"10555","4620287.02","06411","CT"
"10565","4620288.00","06411","CT"
"10570","4620290.01","06521","CT"
"10575","4620290.02","06521","CT"
"10587","4620290.03","06521","CT"
"10594","4620290.04","06521","CT"
"10609","4620290.05","06521","CT"
"10619","4620290.06","06521","CT"
"10631","4620290.07","06521","CT"
"10636","4620290.08","06521","CT"
"10644","4620290.09","06521","CT"
"10654","4620291.01","06521","CT"
"10659","4620291.03","06521","CT"
"10665","4620291.04","06521","CT"
"10672","4620300.00","06313","CT"
"10680","4620301.00","06313","CT"
"10691","4620302.00","06313","CT"
"10697","4620303.00","06313","CT"
"10702","4620304.00","06313","CT"
"10706","4620305.00","06313","CT"
"10713","4620306.00","06313","CT"
"10719","4620307.00","06313","CT"
"10726","4620308.00","06313","CT"
"10734","4620309.00","06313","CT"
"10737","4620310.00","06313","CT"
"10743","4620311.00","06313","CT"
"10750","4620312.00","06313","CT"
"10757","4620313.00","06313","CT"
"10765","4620314.00","06313","CT"
"10770","4620315.00","06313","CT"
"10775","4620316.00","06313","CT"
"10779","4620317.02","06313","CT"
"10786","4620317.03","06313","CT"
"10791","4620317.04","06313","CT"
"10796","4620320.00","06122","CT"
"10809","4620321.00","06122","CT"
"10814","4620322.02","06122","CT"
"10821","4620322.03","06122","CT"
"10832","4620322.04","06122","CT"
"10838","4620323.00","06122","CT"
"10844","4620324.01","06122","CT"
"10853","4620324.02","06122","CT"
"10858","4620325.01","06122","CT"
"10866","4620325.02","06122","CT"
"10876","4620325.03","06122","CT"
"10883","4620325.05","06122","CT"
"10892","4620325.06","06122","CT"
"10900","4620326.01","06122","CT"
"10908","4620326.02","06122","CT"
"10915","4620326.03","06122","CT"
"10924","4620327.00","06122","CT"
"10934","4620328.00","06122","CT"
"10937","4620329.00","06122","CT"
"10944","4620330.00","06121","CT"
"11018","4620360.00","06222","CT"
"11026","4620361.00","06222","CT"
"11031","4620362.00","06222","CT"
"11037","4620363.00","06222","CT"
"11050","4620364.00","06222","CT"
"11058","4620365.00","06222","CT"
"11063","4620366.00","06222","CT"
"11068","4620367.00","06222","CT"
"11162","4620390.00","06121","CT"
"11166","4620391.00","06121","CT"
"11170","4620392.00","06121","CT"
"11172","4620393.00","06121","CT"
"11182","4620394.00","06121","CT"
"11189","4620395.01","06121","CT"
"11195","4620395.02","06121","CT"
"11205","4620395.03","06121","CT"
"11211","4620396.00","06121","CT"
"11222","4620397.00","06121","CT"
"11279","4620410.01","06412","CT"
"11288","4620410.02","06412","CT"
"11295","4620410.03","06412","CT"
"11298","4620412.00","06412","CT"
"11308","4620413.01","06412","CT"
"11316","4620413.02","06412","CT"
"11321","4620415.03","06412","CT"
"11328","4620415.04","06412","CT"
"11338","4620415.05","06412","CT"
"11346","4620415.06","06412","CT"
"11352","4620416.01","06411","CT"
"11363","4620416.02","06412","CT"
"11368","4620417.01","06412","CT"
"11375","4620417.02","06412","CT"
"11380","4620418.00","06412","CT"
"11391","4620419.00","06412","CT"
"11400","4620420.00","06412","CT"
"11410","4620421.01","06412","CT"
"11416","4620421.02","06412","CT"
"11626","4620511.01","06112","CT"
"11631","4620511.02","06112","CT"
"11647","4620512.02","06112","CT"
"11655","4620512.03","06112","CT"
"11657","4620512.04","06112","CT"
"11669","4620513.01","06112","CT"
"11679","4620513.02","06112","CT"
"11691","4620514.01","06112","CT"
"11707","4620514.02","06112","CT"
"11721","4620515.01","06112","CT"
"11727","4620515.02","06112","CT"
"11735","4620515.03","06112","CT"
"11741","4620515.04","06112","CT"
"11852","4620530.00","06112","CT"
"11867","4620540.00","06112","CT"
"11873","4620550.02","06112","CT"
"11877","4620550.03","06112","CT"
"11887","4620550.04","06112","CT"
"11908","4620580.01","06523","CT"
"11915","4620580.02","06523","CT"
"11920","4620580.03","06523","CT"
"11929","4620581.01","06523","CT"
"11939","4620581.02","06523","CT"
"11946","4620582.01","06523","CT"
"11958","4620582.02","06523","CT"
"11970","4620583.00","06523","CT"
"11977","4620584.00","06523","CT"
"11993","4620585.01","06523","CT"
"11998","4620585.02","06523","CT"
"12004","4620590.01","06522","CT"
"12015","4620590.02","06522","CT"
"12022","4620591.01","06522","CT"
"12030","4620591.02","06522","CT"
"12037","4620592.00","06522","CT"
"12050","4620593.01","06522","CT"
"12053","4620593.02","06522","CT"
"12064","4620594.01","06522","CT"
"12071","4620594.02","06522","CT"
"12082","4620600.01","06512","CT"
"12092","4620600.02","06512","CT"
"12099","4620600.03","06512","CT"
"12109","4620601.01","06512","CT"
"12118","4620601.02","06512","CT"
"12126","4620602.01","06512","CT"
"12132","4620602.02","06512","CT"
"12137","4620603.01","06512","CT"
"12145","4620603.02","06512","CT"
"12152","4620603.03","06512","CT"
"12160","4620604.01","06512","CT"
"12170","4620604.02","06512","CT"
"12178","4620604.03","06512","CT"
"12186","4620604.04","06512","CT"
"12194","4620604.05","06512","CT"
"12200","4620605.01","06512","CT"
"12206","4620605.02","06512","CT"
"12210","4620605.03","06512","CT"
"12222","4620605.04","06512","CT"
"12231","4620605.05","06512","CT"
"12235","4620610.01","06422","CT"
"12247","4620610.02","06422","CT"
"12256","4620610.03","06422","CT"
"12266","4620610.04","06422","CT"
"12273","4620610.05","06422","CT"
"12282","4620610.06","06422","CT"
"12288","4620610.07","06422","CT"
"12295","4620611.01","06422","CT"
"12302","4620611.02","06422","CT"
"12312","4620612.00","06422","CT"
"12323","4620613.00","06422","CT"
"12339","4620614.00","06422","CT"
"12345","4620615.00","06422","CT"
"12354","4620616.00","06422","CT"
"12364","4620617.01","06422","CT"
"12374","4620617.02","06422","CT"
"12381","4620618.00","06422","CT"
"123891","4620619.00","06422","CT"
"12399","4620625.01","13112","CT"
"12409","4620625.02","13112","CT"
"12420","4620626.00","13112","CT"
"12426","4620627.00","13112","CT"
"12438","4620628.01","13112","CT"
"12447","4620628.02","13112","CT"
"12453","4620629.00","13112","CT"
"12460","4620630.01","13112","CT"
"12468","4620630.02","13112","CT"
"12488","4620632.01","13113","CT"
"12501","4620632.02","13113","CT"
"12511","4620632.03","13113","CT"
"12525","4620632.04","13113","CT"
"12543","4620633.00","13113","CT"
"12553","4620634.00","13113","CT"
"12558","4620635.00","13113","CT"
"12567","4620636.00","13113","CT"
"12579","4620637.01","13113","CT"
"125911","4620637.02","13113","CT"
"12596","4620638.01","13113","CT"
"12605","4620638.02","13113","CT"
"12609","4620638.03","13113","CT"
"12617","4620638.04","13113","CT"
"12628","4620639.00","13113","CT"
"12634","4620640.00","13113","CT"
"12640","4620641.01","13113","CT"
"12656","4620641.02","13113","CT"
"12677","4620643.01","13111","CT"
"12683","4620643.02","13114","CT"
"12687","4620643.03","13114","CT"
"12698","4620644.00","13114","CT"
"12700","4620645.00","13114","CT"
"12708","4620646.01","13114","CT"
"12714","4620646.02","13114","CT"
"12720","4620646.03","13114","CT"
"12726","4620647.01","13114","CT"
"12729","4620647.02","13114","CT"
"12739","4620648.00","13114","CT"
"12749","4620649.01","13114","CT"
"12753","4620649.02","13114","CT"
"127641","4620650.01","13114","CT"
"12773","4620650.02","13114","CT"
"12780","4620650.03","13114","CT"
"12790","4620651.01","13114","CT"
"12814","4620652.01","13114","CT"
"12827","4620652.04","13114","CT"
"128361","4620652.06","13114","CT"
"12842","4620652.07","13114","CT"
"12849","4620652.08","13114","CT"
"12858","4620652.09","13114","CT"
"12865","4620653.00","13114","CT"
"12867","4620654.00","13111","CT"
"12869","4620655.01","13111","CT"
"12877","4620655.02","13111","CT"
"12890","4620656.01","13111","CT"
"12900","4620656.03","13111","CT"
"12908","4620656.04","13111","CT"
"12915","4620657.01","13111","CT"
"12921","4620657.02","13111","CT"
"12932","4620657.03","13111","CT"
"12939","4620658.01","13111","CT"
"12948","4620658.02","13111","CT"
"12954","4620658.03","13111","CT"
"12965","4620659.04","13111","CT"
"12972","4620659.05","13111","CT"
"12983","4620659.06","13111","CT"
"12990","4620659.08","13111","CT"
"13001","4620659.09","13111","CT"
"13005","4620659.10","13111","CT"
"13010","4620659.11","13111","CT"
"13020","4620660.01","13111","CT"
"13029","4620660.02","13111","CT"
"13039","4620660.03","13111","CT"
"13049","4620661.01","13111","CT"
"13074","4620661.04","13111","CT"
"13081","4620662.00","13112","CT"
"14009","4620734.03","15151","CT"
"14013","4620734.04","15151","CT"
"14023","4620734.05","15161","CT"
"14030","4620735.01","15161","CT"
"14038","4620735.02","15161","CT"
"14860","4620856.00","16112","CT"
"14870","4620857.01","16112","CT"
"14879","4620857.02","16112","CT"
"14888","4620857.06","16112","CT"
"14900","4620857.07","16112","CT"
"14914","4620857.08","16112","CT"
"14921","4620857.09","16112","CT"
"14927","4620857.10","16112","CT"
"14935","4620857.11","16112","CT"
"14942","4620857.12","16112","CT"
"14951","4620858.01","16112","CT"
"14963","4620858.02","16112","CT"
"14974","4620858.04","16112","CT"
"149841","4620858.05","16112","CT"
"149961","4620860.01","16111","CT"
"15011","4620860.02","16111","CT"
"15021","4620861.00","16111","CT"
"15080","4620865.00","16111","CT"
"15087","4620866.00","16111","CT"
"150951","4620867.00","16112","CT"
"15109","4620868.01","16112","CT"
"15123","4620868.02","16112","CT"
"15135","4620869.00","16211","CT"
"15145","4620870.01","16211","CT"
"15152","4620870.02","16211","CT"
"15158","4620871.01","16211","CT"
"15167","4620871.02","16211","CT"
"15174","4620872.00","16211","CT"
"15186","4620873.01","16211","CT"
"15195","4620873.02","16211","CT"
"15207","4620874.00","16212","CT"
"15217","4620875.00","16212","CT"
"15226","4620876.01","16212","CT"
"15234","4620876.04","16212","CT"
"15246","4620876.05","16212","CT"
"15261","4620876.06","16212","CT"
"15271","4620876.07","16212","CT"
"15273","4620877.01","16212","CT"
"15282","4620877.02","16212","CT"
"15294","4620878.00","16212","CT"
"15303","4620879.01","16211","CT"
"15311","4620879.02","16211","CT"
"15323","4620880.00","16211","CT"
"15331","4620881.01","16211","CT"
"15338","4620881.02","16211","CT"
"15345","4620882.00","16211","CT"
"15352","4620883.00","16211","CT"
"15357","4620884.01","16211","CT"
"15359","4620884.02","16211","CT"
"15376","4620885.00","16212","CT"
"15383","4620886.01","16212","CT"
"15391","4620886.02","16212","CT"
"15396","4620886.03","16212","CT"
"15745","5050500.00","07142","CT"
"15749","5050501.00","07142","CT"
"15753","5050502.00","07142","CT"
"15757","5050503.00","07142","CT"
"15762","5050504.01","07142","CT"
"15773","5050504.03","07142","CT"
"15777","5050504.04","07142","CT"
"15784","5050504.05","07142","CT"
"15789","5050505.00","07142","CT"
"15796","5050506.00","07142","CT"
"15807","5050507.00","07142","CT"
"15817","5050508.00","07142","CT"
"15822","5050509.00","07142","CT"
"15828","5050510.01","07142","CT"
"15839","5050510.02","07142","CT"
"15844","5050511.01","07142","CT"
"15858","5050511.02","07142","CT"
"15872","5050600.00","07143","CT"
"15880","5050601.01","07143","CT"
"15889","5050601.02","07143","CT"
"15894","5050601.03","07143","CT"
"15903","5050602.01","07143","CT"
"15911","5050602.02","07143","CT"
"15915","5050602.03","07143","CT"
"15926","5050610.01","07143","CT"
"15930","5050610.02","07143","CT"
"15934","5050611.00","07143","CT"
"15944","5050612.01","07143","CT"
"15949","5050612.02","07143","CT"
"15951","5050613.01","07143","CT"
"159591","5050613.03","07143","CT"
"15966","5050613.04","07143","CT"
"15973","5050613.05","07143","CT"
"15986","5050620.01","07143","CT"
"15992","5050620.03","07143","CT"
"159981","5050620.04","07143","CT"
"16003","5050630.01","07143","CT"
"16012","5050630.02","07143","CT"
"160201","5050631.00","07143","CT"
"16062","5050700.04","07131","CT"
"16074","5050710.01","07151","CT"
"16083","5050710.02","07151","CT"
"16090","5050711.00","07151","CT"
"16101","5050712.00","07151","CT"
"16112","5050800.00","07141","CT"
"16115","5050810.01","07141","CT"
"16122","5050810.02","07141","CT"
"16129","5050811.01","07141","CT"
"16137","5050811.02","07141","CT"
"16146","5050820.00","07141","CT"
"16158","5050821.01","07141","CT"
"16165","5050821.02","07141","CT"
"161941","5050822.03","07141","CT"
"16199","5050822.04","07141","CT"
"162081","5050840.00","07143","CT"
"16221","5050841.03","07143","CT"
"162331","5050841.04","07143","CT"
"1100","24020035","11132","DA"
"2","24020036","11141","DA"
"3","24020037","11141","DA"
"4","24020038","11141","DA"
"5","24020039","11141","DA"
"6","24020040","11141","DA"
"7","24020069","11132","DA"
"8","24230337","03132","DA"
"9","24230338","03132","DA"
"10","24230339","03132","DA"
"11","24230349","03132","DA"
"12","24230350","03132","DA"
"13","24230430","03131","DA"
"14","24230493","03122","DA"
"15","24230494","03122","DA"
"16","24230495","03122","DA"
"17","24230558","03123","DA"
"18","24230561","03121","DA"
"19","24230562","03121","DA"
"20","24230563","03121","DA"
"21","24230564","03121","DA"
"22","24230566","03121","DA"
"23","24230567","03121","DA"
"24","24230568","03121","DA"
"25","24230569","03121","DA"
"26","24230570","03121","DA"
"27","24230644","03122","DA"
"28","24230645","03122","DA"
"29","24230646","03122","DA"
"30","24230647","03122","DA"
"31","24230648","03122","DA"
"321","24230649","03122","DA"
"33","24230650","03122","DA"
"341","24230651","03122","DA"
"35","24230652","03122","DA"
"36","24230661","03122","DA"
"37","24230662","03122","DA"
"38","24230663","03122","DA"
"39","24230665","03122","DA"
"40","24230666","03131","DA"
"411","24230667","03131","DA"
"42","24230690","03131","DA"
"43","24230693","03131","DA"
"44","24230694","03131","DA"
"45","24230695","03131","DA"
"46","24230696","03131","DA"
"47","24230698","03131","DA"
"48","24230701","03131","DA"
"49","24230704","03131","DA"
"50","24230721","03122","DA"
"51","24230726","03122","DA"
"52","24230727","03122","DA"
"53","24230728","03122","DA"
"54","24230729","03122","DA"
"55","24230730","03122","DA"
"561","24230743","03122","DA"
"57","24230744","03122","DA"
"58","24230745","03122","DA"
"59","24230746","03122","DA"
"60","24230768","03126","DA"
"61","24230783","03132","DA"
"62","24230784","03132","DA"
"631","24231034","03126","DA"
"641","24231080","03123","DA"
"65","24231081","03123","DA"
"66","24231108","03122","DA"
"67","24231111","03126","DA"
"68","24231112","03125","DA"
"69","24231113","03123","DA"
"70","24231115","03123","DA"
"71","24250250","12113","DA"
"72","24250260","12112","DA"
"73","24250261","12112","DA"
"74","24250263","12113","DA"
"75","24250264","12113","DA"
"76","24250306","12112","DA"
"77","24250307","12112","DA"
"78","24250316","12113","DA"
"79","24650036","13112","DA"
"80","24650037","13112","DA"
"81","24650040","13111","DA"
"82","24650041","13111","DA"
"83","24650060","13111","DA"
"84","24650153","13114","DA"
"85","24650154","13114","DA"
"86","24650155","13114","DA"
"87","24650156","13114","DA"
"881","24650158","13114","DA"
"89","24650159","13114","DA"
"90","24650160","13114","DA"
"911","24650161","13114","DA"
"92","24650162","13114","DA"
"931","24650163","13114","DA"
"94","24650256","13112","DA"
"95","24650258","13112","DA"
"96","24650485","13114","DA"
"97","24650486","13114","DA"
"981","24650487","13114","DA"
"99","24650488","13114","DA"
"100","24650489","13114","DA"
"101","24650490","13114","DA"
"102","24650600","13111","DA"
"1031","24650640","13111","DA"
"104","24650641","13114","DA"
"105","24650642","13114","DA"
"106","24650643","13114","DA"
"1071","24650644","13114","DA"
"108","24650645","13114","DA"
"109","24650653","13111","DA"
"1101","24650654","13111","DA"
"111","24650655","13111","DA"
"1121","24650676","13112","DA"
"113","24650677","13112","DA"
"114","24650678","13112","DA"
"115","24650679","13112","DA"
"1161","24650680","13111","DA"
"1171","24660660","06223","DA"
"1181","24660661","06223","DA"
"1191","24660662","06223","DA"
"1201","24660666","06223","DA"
"121","24660667","06223","DA"
"122","24660668","06223","DA"
"123","24660669","06223","DA"
"124","24660670","06223","DA"
"125","24660671","06223","DA"
"126","24660672","06223","DA"
"127","24660673","06223","DA"
"128","24660676","06223","DA"
"129","24660677","06224","DA"
"130","24660678","06224","DA"
"131","24660679","06224","DA"
"132","24660680","06224","DA"
"133","24660681","06224","DA"
"134","24660682","06224","DA"
"135","24660683","06224","DA"
"1361","24660684","06224","DA"
"137","24660685","06224","DA"
"138","24660686","06224","DA"
"139","24660687","06223","DA"
"140","24660688","06224","DA"
"141","24660689","06224","DA"
"142","24660690","06224","DA"
"143","24660691","06224","DA"
"144","24660692","06224","DA"
"1451","24660693","06224","DA"
"146","24661319","06224","DA"
"147","24661320","06224","DA"
"148","24661332","06224","DA"
"149","24661333","06224","DA"
"1501","24661334","06224","DA"
"151","24661468","06432","DA"
"152","24661469","06432","DA"
"153","24661470","06432","DA"
"154","24661471","06432","DA"
"1551","24661472","06431","DA"
"156","24661473","06431","DA"
"157","24661474","06431","DA"
"158","24661475","06431","DA"
"159","24661476","06431","DA"
"160","24661640","06432","DA"
"161","24661641","06432","DA"
"162","24661651","06432","DA"
"163","24661652","06432","DA"
"164","24661653","06432","DA"
"165","24661777","06533","DA"
"166","24661778","06533","DA"
"167","24661967","06432","DA"
"168","24662050","06533","DA"
"169","24662051","06531","DA"
"170","24662101","06432","DA"
"171","24662513","06411","DA"
"172","24662515","06411","DA"
"173","24662516","06421","DA"
"174","24662543","06411","DA"
"175","24662544","06411","DA"
"176","24662545","06411","DA"
"177","24662562","06411","DA"
"178","24662563","06411","DA"
"179","24662565","06421","DA"
"180","24662566","06421","DA"
"181","24663273","06223","DA"
"182","24663275","06224","DA"
"183","24663297","06411","DA"
"184","24740029","15151","DA"
"185","24740036","15151","DA"
"186","24740037","15161","DA"
"187","24740038","15161","DA"
"188","24740039","15161","DA"
"189","24740040","15161","DA"
"190","24740041","15161","DA"
"191","24740042","15151","DA"
"192","24740043","15151","DA"
"193","24740044","15151","DA"
"194","24740045","15151","DA"
"195","24740046","15151","DA"
"196","24740047","15151","DA"
"197","24740048","15151","DA"
"198","24740049","15151","DA"
"199","24820055","07151","DA"
"2001","24820056","07131","DA"
"201","24820057","07131","DA"
"202","24820058","07131","DA"
"203","24820059","07131","DA"
"204","24820060","07131","DA"
"205","24820061","07131","DA"
"206","24820072","07131","DA"
"207","24940323","02151","DA"
"208","24940324","02151","DA"
"209","24940369","02141","DA"
"210","24940386","02151","DA"
"211","24940387","02151","DA"
"212","24940424","02141","DA"
"213","24940425","02141","DA"
"214","24970084","09141","DA"
"215","24970085","09141","DA"
"216","24970086","09141","DA"
"217","24970087","09141","DA"
"218","24970088","09141","DA"
"219","24970089","09141","DA"
"220","24970090","09141","DA"
"221","24970091","09141","DA"
"222","24970092","09141","DA"
"223","24970093","09141","DA"
"224","24970094","09141","DA"
"225","24970095","09141","DA"
"226","24970096","09141","DA"
"227","24970097","09141","DA"
"228","24970098","09141","DA"
"229","24970100","09141","DA"
"230","24970101","09141","DA"
"231","24970102","09141","DA"
"232","24970103","09141","DA"
"233","24970104","09141","DA"
"234","24970105","09141","DA"
"235","24970106","09141","DA"
"236","24970107","09141","DA"
"237","24970108","09141","DA"
"238","24970109","09141","DA"
"239","24970110","09141","DA"
"240","24970111","09141","DA"
"241","24970112","09141","DA"
"242","24970113","09141","DA"
"243","24970114","09141","DA"
"244","24970115","09141","DA"
"245","24970116","09141","DA"
"246","24970117","09141","DA"
"247","24970118","09141","DA"
"248","24970119","09141","DA"
"249","24970120","09141","DA"
"250","24970121","09141","DA"
"251","24970122","09141","DA"
"252","24970123","09141","DA"
"2531","24970124","09141","DA"
"254","24970125","09131","DA"
"255","24970126","09131","DA"
"256","24970141","09141","DA"
"257","24970144","09141","DA"
"258","24990190","10013","DA"
"259","24990233","18011","DA"
"260","24990234","18011","DA"
