"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33","COL34","COL35","COL36","COL37","COL38","COL39","COL40","COL41","COL42","COL43","COL44","COL45","COL46","COL47","COL48","COL49","COL50","COL51","COL52","COL53","COL54","COL55","COL56","COL57","COL58","COL59","COL60","COL61","COL62","COL63","COL64","COL65","COL66","COL67","COL68","COL69","COL70","COL71","COL72","COL73","COL74","COL75","COL76","COL77","COL78","COL79","COL80","COL81","COL82","COL83"
"24",4016760.00,682540.00,227965.00,240230.00,214340.00,2664630.00,219070.00,252600.00,248030.00,256435.00,274595.00,254100.00,260405.00,309065.00,314190.00,276140.00,669585.00,236400.00,176905.00,116015.00,78390.00,61885.00,43795.00,15150.00,2685.00,255.00,40.90,4147605.00,650720.00,216970.00,228940.00,204815.00,2671280.00,210755.00,247500.00,247385.00,259070.00,275945.00,252425.00,259020.00,310370.00,322285.00,286535.00,825605.00,251780.00,196690.00,140890.00,109445.00,126800.00,76840.00,38015.00,10350.00,1600.00,42.90,8066560.00,372450.00,4032640.00,3586405.00,75065.00,731340.00,129325.00,6634280.00,1323065.00,1426985.00,3884235.00,6634280.00,4255495.00,3949330.00,306170.00,2378780.00,3672440.00,2739405.00,133760.00,503290.00,205355.00,54625.00,36010.00,9.20,8.30,8164365.00,1333255.00,5335910.00,1495190.00
