"COL0","COL1","COL2","COL3","COL4"
"24090054",410.00,65.00,235.00,110.00
"24090055",385.00,45.00,230.00,105.00
"24090056",485.00,80.00,290.00,115.00
"24090057",520.00,80.00,315.00,130.00
"24090058",310.00,35.00,160.00,115.00
"24090059",530.00,110.00,310.00,115.00
"24090060",440.00,95.00,295.00,55.00
"24090061",420.00,80.00,285.00,50.00
"24090062",460.00,60.00,310.00,85.00
"24090063",550.00,120.00,330.00,90.00
"24090064",620.00,105.00,375.00,140.00
"24090065",505.00,95.00,300.00,110.00
"24090066",240.00,25.00,150.00,70.00
"24090067",435.00,70.00,270.00,95.00
"24090068",280.00,35.00,200.00,40.00
"24090069",475.00,90.00,305.00,85.00
"24090070",475.00,85.00,305.00,85.00
"24090071",,,,
"24090072",,,,
"24090073",480.00,75.00,310.00,95.00
"24090074",415.00,90.00,260.00,60.00
"24090075",470.00,65.00,270.00,135.00
"24090076",525.00,60.00,310.00,160.00
"24090077",475.00,55.00,325.00,90.00
"2410",56650.00,8145.00,36020.00,12490.00
"24100074",640.00,100.00,455.00,80.00
"24100075",585.00,90.00,395.00,95.00
"24100076",640.00,170.00,420.00,50.00
"24100077",630.00,120.00,420.00,85.00
"24100078",580.00,90.00,375.00,120.00
"24100079",940.00,205.00,595.00,140.00
"24100080",605.00,55.00,345.00,215.00
"24100081",585.00,90.00,340.00,155.00
"24100082",660.00,90.00,415.00,160.00
"24100083",3490.00,535.00,2340.00,610.00
"24100084",590.00,70.00,385.00,135.00
"24100085",535.00,55.00,330.00,150.00
"24100086",500.00,30.00,335.00,130.00
"24100087",750.00,120.00,515.00,110.00
"24100088",1220.00,70.00,590.00,555.00
"24100089",680.00,20.00,285.00,375.00
"24100090",665.00,30.00,480.00,155.00
"24100091",470.00,25.00,275.00,175.00
"24100092",870.00,10.00,255.00,605.00
"24100093",650.00,25.00,390.00,240.00
"24100094",525.00,30.00,345.00,150.00
"24100095",465.00,70.00,300.00,95.00
"24100096",525.00,80.00,330.00,115.00
"24100097",1515.00,350.00,960.00,200.00
"24100098",465.00,70.00,265.00,125.00
"24100099",515.00,65.00,350.00,105.00
"24100100",455.00,45.00,335.00,70.00
"24100101",635.00,100.00,390.00,145.00
"24100102",555.00,65.00,355.00,140.00
"24100106",650.00,90.00,430.00,125.00
"24100107",1020.00,225.00,645.00,150.00
"24100108",715.00,110.00,480.00,125.00
"24100109",455.00,60.00,275.00,120.00
"24100110",440.00,60.00,300.00,80.00
"24100111",460.00,45.00,330.00,85.00
"24100112",500.00,50.00,360.00,95.00
"24100113",565.00,35.00,435.00,95.00
"24100114",675.00,30.00,450.00,195.00
"24100115",1020.00,155.00,710.00,160.00
"24100116",565.00,60.00,320.00,180.00
"24100117",475.00,65.00,345.00,60.00
"24100118",505.00,70.00,315.00,120.00
"24100119",440.00,55.00,275.00,115.00
"24100120",465.00,60.00,295.00,110.00
"24100121",830.00,90.00,435.00,305.00
"24100122",750.00,110.00,440.00,200.00
"24100123",775.00,135.00,475.00,160.00
"24100124",490.00,65.00,300.00,120.00
"24100125",440.00,80.00,290.00,70.00
"24100126",475.00,90.00,325.00,60.00
"24100127",510.00,90.00,335.00,80.00
"24100128",720.00,110.00,480.00,130.00
"24100129",710.00,80.00,340.00,290.00
"24100130",575.00,90.00,350.00,135.00
"24100131",480.00,90.00,280.00,105.00
"24100132",620.00,95.00,360.00,165.00
"24100133",575.00,120.00,360.00,100.00
"24100134",725.00,130.00,490.00,105.00
"24100135",445.00,80.00,300.00,60.00
"24100136",375.00,50.00,260.00,60.00
"24100137",640.00,100.00,440.00,100.00
"24100138",575.00,100.00,400.00,80.00
"24100139",620.00,120.00,435.00,70.00
"24100140",930.00,195.00,600.00,130.00
"24100141",535.00,115.00,375.00,45.00
"24100142",560.00,95.00,365.00,100.00
"24100143",895.00,165.00,570.00,160.00
"24100144",870.00,165.00,620.00,85.00
"24100145",850.00,170.00,570.00,110.00
"24100146",455.00,75.00,270.00,110.00
"24100147",880.00,165.00,595.00,115.00
"24100148",425.00,75.00,275.00,80.00
"24100149",355.00,40.00,240.00,75.00
"24100150",535.00,90.00,360.00,90.00
"24100151",220.00,20.00,140.00,65.00
"24100152",340.00,30.00,215.00,100.00
"24100153",,,,
"24100154",365.00,50.00,240.00,80.00
"24100155",525.00,90.00,340.00,95.00
"24100156",395.00,60.00,240.00,95.00
"24100157",420.00,70.00,265.00,90.00
"24100158",495.00,60.00,285.00,155.00
"24100159",435.00,45.00,280.00,115.00
"24100160",560.00,60.00,350.00,145.00
"24100161",420.00,40.00,255.00,130.00
"24100162",625.00,90.00,395.00,150.00
"24100163",,,,
"24100164",290.00,25.00,170.00,100.00
"24100167",1300.00,215.00,870.00,215.00
"24100168",710.00,75.00,480.00,160.00
"2411",8695.00,1070.00,4960.00,2660.00
"24110021",425.00,55.00,240.00,130.00
"24110022",640.00,65.00,395.00,175.00
"24110023",,,,
"24110024",210.00,25.00,115.00,70.00
"24110025",55.00,0.00,25.00,25.00
"24110026",450.00,65.00,270.00,110.00
"24110027",305.00,45.00,185.00,75.00
"24110028",335.00,70.00,195.00,70.00
"24110029",350.00,50.00,200.00,105.00
"24110030",460.00,70.00,270.00,120.00
"24110031",385.00,60.00,225.00,100.00
"24110032",340.00,40.00,230.00,75.00
"24110033",430.00,45.00,275.00,115.00
"24110034",455.00,65.00,260.00,135.00
"24110035",465.00,40.00,235.00,190.00
"24110036",415.00,30.00,230.00,150.00
"24110037",530.00,60.00,280.00,190.00
"24110038",565.00,70.00,230.00,265.00
"24110039",385.00,35.00,205.00,150.00
"24110040",360.00,45.00,205.00,115.00
"24110041",380.00,35.00,215.00,135.00
"24110042",285.00,30.00,175.00,80.00
"24110043",460.00,80.00,280.00,100.00
"2412",33955.00,5285.00,21195.00,7475.00
"24120050",390.00,40.00,220.00,130.00
"24120051",515.00,95.00,325.00,95.00
"24120052",390.00,55.00,235.00,100.00
"24120053",500.00,105.00,315.00,85.00
"24120054",310.00,40.00,185.00,85.00
"24120055",245.00,40.00,165.00,40.00
"24120056",325.00,55.00,195.00,75.00
"24120057",705.00,185.00,435.00,80.00
"24120058",460.00,85.00,310.00,65.00
"24120059",395.00,55.00,285.00,55.00
"24120060",395.00,60.00,295.00,40.00
"24120061",355.00,45.00,240.00,65.00
"24120062",1100.00,170.00,720.00,210.00
"24120063",895.00,195.00,610.00,90.00
"24120064",455.00,75.00,335.00,45.00
"24120065",370.00,75.00,230.00,70.00
"24120066",355.00,75.00,215.00,70.00
"24120067",400.00,65.00,280.00,55.00
"24120068",385.00,40.00,285.00,55.00
"24120069",390.00,55.00,260.00,80.00
"24120070",415.00,85.00,270.00,55.00
"24120071",665.00,135.00,425.00,105.00
"24120072",470.00,65.00,305.00,105.00
"24120073",455.00,45.00,335.00,75.00
"24120074",475.00,30.00,300.00,150.00
"24120075",515.00,40.00,305.00,170.00
"24120076",465.00,40.00,300.00,120.00
"24120077",585.00,35.00,245.00,300.00
"24120078",580.00,65.00,285.00,235.00
"24120079",475.00,35.00,330.00,105.00
"24120080",610.00,60.00,400.00,145.00
"24120081",480.00,55.00,310.00,115.00
"24120082",415.00,60.00,220.00,135.00
"24120083",1470.00,380.00,950.00,140.00
"24120084",455.00,65.00,295.00,95.00
"24120085",410.00,40.00,245.00,125.00
"24120086",910.00,25.00,395.00,490.00
"24120087",1175.00,65.00,530.00,575.00
"24120088",740.00,90.00,420.00,230.00
"24120089",500.00,50.00,355.00,100.00
"24120090",335.00,50.00,230.00,60.00
"24120091",280.00,30.00,185.00,65.00
"24120092",335.00,35.00,210.00,85.00
"24120093",795.00,180.00,525.00,85.00
"24120094",670.00,145.00,460.00,70.00
"24120095",845.00,190.00,575.00,85.00
"24120096",500.00,100.00,280.00,120.00
"24120097",455.00,80.00,290.00,85.00
"24120098",470.00,100.00,300.00,75.00
"24120099",555.00,100.00,370.00,85.00
"24120100",645.00,100.00,415.00,135.00
"24120101",505.00,45.00,290.00,165.00
"24120102",555.00,110.00,355.00,85.00
"24120106",395.00,70.00,240.00,85.00
"24120107",645.00,100.00,420.00,135.00
"24120108",420.00,65.00,270.00,85.00
"24120109",705.00,120.00,450.00,130.00
"24120110",,,,
"24120111",730.00,175.00,450.00,105.00
"24120112",505.00,115.00,285.00,100.00
"24120113",510.00,70.00,310.00,130.00
"24120117",430.00,60.00,260.00,110.00
"24120118",455.00,60.00,290.00,100.00
"24120119",590.00,110.00,375.00,105.00
"2413",19575.00,2655.00,11970.00,4945.00
"24130039",515.00,70.00,330.00,110.00
"24130040",360.00,30.00,220.00,110.00
"24130041",355.00,35.00,190.00,135.00
