"COL0","COL1","COL2","COL3","COL4"
"4620049.00",1310.00,90.00,1020.00,205.00
"4620050.00",1310.00,160.00,925.00,225.00
"4620051.00",1465.00,95.00,1215.00,150.00
"4620052.00",1960.00,160.00,1480.00,325.00
"4620053.00",1090.00,20.00,795.00,270.00
"4620054.00",1405.00,45.00,1205.00,150.00
"4620055.01",4760.00,320.00,3735.00,705.00
"4620055.02",825.00,40.00,520.00,265.00
"4620056.00",1555.00,90.00,985.00,480.00
"4620057.00",1620.00,80.00,1085.00,455.00
"4620058.00",1125.00,55.00,825.00,245.00
"4620059.00",1380.00,60.00,1105.00,220.00
"4620060.00",1245.00,165.00,705.00,370.00
"4620061.00",700.00,30.00,615.00,55.00
"4620062.00",2490.00,115.00,2200.00,175.00
"4620063.00",1135.00,65.00,985.00,85.00
"4620064.00",1760.00,90.00,1545.00,130.00
"4620065.01",6880.00,430.00,5965.00,485.00
"4620065.02",3640.00,215.00,3060.00,365.00
"4620066.01",2940.00,255.00,2415.00,270.00
"4620066.02",2210.00,140.00,1655.00,415.00
"4620067.00",1815.00,335.00,1315.00,165.00
"4620068.00",2050.00,490.00,1395.00,170.00
"4620069.01",3960.00,425.00,3115.00,415.00
"4620069.02",1470.00,130.00,1285.00,50.00
"4620070.01",2000.00,140.00,1760.00,100.00
"4620070.02",3330.00,140.00,3140.00,55.00
"4620071.00",,,,
"4620072.00",3585.00,645.00,2555.00,390.00
"4620073.00",1850.00,185.00,1350.00,310.00
"4620074.00",3610.00,595.00,2730.00,280.00
"4620075.00",2800.00,400.00,2105.00,295.00
"4620076.00",2990.00,325.00,2320.00,345.00
"4620077.00",2970.00,435.00,2140.00,395.00
"4620078.00",4015.00,545.00,2750.00,720.00
"4620079.00",4605.00,545.00,3550.00,510.00
"4620080.00",780.00,50.00,685.00,45.00
"4620081.00",3500.00,280.00,3035.00,180.00
"4620082.00",2225.00,335.00,1710.00,180.00
"4620083.00",3340.00,445.00,2595.00,295.00
"4620084.00",2600.00,305.00,1735.00,565.00
"4620085.00",750.00,105.00,575.00,70.00
"4620086.00",4065.00,475.00,2825.00,770.00
"4620087.00",3405.00,650.00,2485.00,270.00
"4620088.00",3540.00,470.00,2340.00,730.00
"4620089.00",4890.00,675.00,3465.00,755.00
"4620090.00",4595.00,740.00,3150.00,710.00
"4620091.00",,,,
"4620092.00",6125.00,880.00,4075.00,1170.00
"4620093.00",3240.00,450.00,2405.00,385.00
"4620094.01",6100.00,945.00,4395.00,760.00
"4620094.02",,,,
"4620095.00",2110.00,175.00,1690.00,245.00
"4620096.00",2275.00,345.00,1695.00,230.00
"4620097.01",6285.00,950.00,4655.00,680.00
"4620097.02",3830.00,540.00,2780.00,515.00
"4620098.00",5335.00,940.00,3455.00,940.00
"4620099.00",5625.00,1010.00,3495.00,1125.00
"4620100.01",4060.00,745.00,2695.00,620.00
"4620100.02",3470.00,725.00,2300.00,450.00
"4620101.01",4015.00,665.00,2455.00,895.00
"4620101.02",3805.00,685.00,2550.00,570.00
"4620102.00",4210.00,685.00,2870.00,665.00
"4620103.00",2410.00,375.00,1655.00,380.00
"4620104.00",2820.00,520.00,1820.00,485.00
"4620105.00",3340.00,600.00,2215.00,530.00
"4620106.00",2115.00,290.00,1355.00,475.00
"4620107.00",1545.00,185.00,1205.00,155.00
"4620108.00",4105.00,565.00,2570.00,975.00
"4620109.00",2120.00,265.00,1580.00,285.00
"4620110.00",3835.00,565.00,2915.00,350.00
"4620111.00",6540.00,1065.00,4375.00,1100.00
"4620112.01",5350.00,1300.00,3560.00,485.00
"4620112.02",4090.00,630.00,2700.00,760.00
"4620113.00",5100.00,870.00,3635.00,590.00
"4620114.00",1990.00,295.00,1365.00,330.00
"4620115.01",2005.00,290.00,1375.00,340.00
"4620115.02",5870.00,555.00,4095.00,1215.00
"4620116.00",6650.00,940.00,4600.00,1110.00
"4620117.00",4355.00,695.00,3005.00,660.00
"4620118.00",4410.00,850.00,3115.00,445.00
"4620119.00",6335.00,1270.00,4480.00,590.00
"4620120.01",5690.00,880.00,4345.00,465.00
"4620120.02",1030.00,155.00,530.00,350.00
"4620121.00",1770.00,350.00,1090.00,330.00
"4620122.00",6595.00,1170.00,4685.00,735.00
"4620123.00",6245.00,860.00,4745.00,650.00
"4620124.00",5730.00,1155.00,4120.00,455.00
"4620125.00",6270.00,1240.00,3470.00,1555.00
"4620126.00",2535.00,200.00,2125.00,210.00
"4620127.01",5555.00,480.00,4325.00,750.00
"4620127.02",,,,
"4620128.00",3495.00,300.00,2220.00,975.00
"4620129.01",3835.00,235.00,2555.00,1045.00
"4620129.02",3440.00,155.00,2540.00,745.00
"4620130.00",2945.00,60.00,2695.00,185.00
"4620131.00",3140.00,155.00,2575.00,405.00
"4620132.00",4865.00,190.00,3725.00,950.00
"4620133.00",2505.00,185.00,2085.00,235.00
"4620134.00",1055.00,80.00,830.00,145.00
"4620135.00",1760.00,185.00,1295.00,275.00
"4620136.00",2775.00,235.00,2325.00,220.00
"4620137.00",1165.00,50.00,955.00,160.00
"4620138.00",1995.00,150.00,1590.00,255.00
"4620139.00",3175.00,370.00,2580.00,225.00
"4620140.00",1420.00,190.00,1070.00,160.00
"4620141.00",1620.00,245.00,1255.00,125.00
"4620142.00",1660.00,230.00,1215.00,210.00
"4620143.00",2420.00,170.00,1600.00,645.00
"4620144.00",3510.00,360.00,2690.00,460.00
"4620145.00",,,,
"4620146.00",2390.00,270.00,1945.00,170.00
"4620147.00",2745.00,345.00,2185.00,220.00
"4620148.00",1305.00,145.00,855.00,305.00
"4620149.00",3160.00,310.00,2485.00,365.00
"4620150.00",2470.00,270.00,1945.00,260.00
"4620151.00",2215.00,270.00,1690.00,255.00
"4620152.00",1520.00,170.00,1235.00,110.00
"4620153.00",785.00,95.00,620.00,65.00
"4620154.00",1140.00,195.00,885.00,65.00
"4620155.00",1750.00,205.00,1415.00,135.00
"4620156.00",1925.00,235.00,1540.00,150.00
"4620157.00",2135.00,245.00,1720.00,170.00
"4620158.00",2025.00,240.00,1560.00,215.00
"4620159.00",1940.00,290.00,1525.00,130.00
"4620160.00",1745.00,180.00,1350.00,220.00
"4620161.00",1935.00,270.00,1510.00,155.00
"4620162.00",1575.00,125.00,1335.00,115.00
"4620163.00",3095.00,350.00,2430.00,315.00
