"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24"
"4500014.00",980.00,835.00,400.00,435.00,15.00,130.00,120.00,15.00,2725.00,2720.00,605.00,2115.00,10.00,2725.00,2655.00,65.00,0.00,1005.00,960.00,45.00,0.00,1005.00,895.00,105.00
"4500015.00",1730.00,1460.00,680.00,780.00,15.00,250.00,230.00,20.00,4795.00,4770.00,1185.00,3585.00,25.00,4795.00,4700.00,90.00,10.00,1740.00,1690.00,45.00,0.00,1735.00,1600.00,140.00
"4500016.00",1850.00,1390.00,680.00,710.00,25.00,435.00,385.00,45.00,4770.00,4760.00,1040.00,3720.00,10.00,4770.00,4695.00,70.00,0.00,1850.00,1685.00,170.00,0.00,1820.00,1595.00,225.00
"4500100.00",3955.00,2685.00,1340.00,1340.00,30.00,1240.00,1175.00,70.00,8980.00,8865.00,1925.00,6940.00,115.00,8980.00,8530.00,415.00,40.00,3955.00,3115.00,835.00,0.00,3920.00,3275.00,645.00
"4500200.00",1140.00,920.00,370.00,550.00,10.00,210.00,190.00,15.00,3080.00,3060.00,795.00,2265.00,20.00,3080.00,3010.00,60.00,0.00,1140.00,1020.00,125.00,0.00,1100.00,1025.00,75.00
"4500201.00",1155.00,830.00,405.00,430.00,15.00,305.00,275.00,35.00,2885.00,2875.00,615.00,2260.00,10.00,2885.00,2845.00,40.00,0.00,1150.00,980.00,170.00,0.00,1075.00,925.00,145.00
"4500202.00",1575.00,1125.00,550.00,575.00,15.00,430.00,400.00,35.00,3795.00,3790.00,855.00,2930.00,10.00,3795.00,3720.00,75.00,0.00,1575.00,1250.00,325.00,0.00,1500.00,1180.00,325.00
"4620000.00",1727310.00,1065060.00,399965.00,665095.00,18145.00,644110.00,570290.00,73820.00,4009795.00,3696250.00,772360.00,2923885.00,313545.00,4009795.00,3002625.00,936305.00,70865.00,1727310.00,961760.00,765545.00,0.00,1723925.00,1300505.00,423420.00
"4620001.00",1325.00,660.00,285.00,375.00,10.00,660.00,590.00,70.00,2695.00,2615.00,480.00,2130.00,85.00,2695.00,2285.00,405.00,10.00,1340.00,640.00,700.00,0.00,1335.00,945.00,390.00
"4620002.00",1760.00,870.00,330.00,540.00,15.00,875.00,800.00,75.00,3340.00,3235.00,530.00,2705.00,100.00,3335.00,2880.00,435.00,20.00,1770.00,720.00,1050.00,0.00,1770.00,1205.00,560.00
"4620003.00",2935.00,1655.00,610.00,1050.00,25.00,1255.00,1120.00,140.00,6250.00,5815.00,1085.00,4735.00,430.00,6245.00,4780.00,1430.00,40.00,2935.00,1170.00,1770.00,0.00,2935.00,2140.00,800.00
"4620004.00",1605.00,800.00,335.00,465.00,15.00,795.00,710.00,85.00,3140.00,2980.00,395.00,2580.00,160.00,3140.00,2700.00,400.00,40.00,1600.00,595.00,1010.00,0.00,1600.00,1190.00,415.00
"4620005.00",1595.00,775.00,360.00,415.00,10.00,810.00,740.00,70.00,3035.00,2885.00,410.00,2470.00,150.00,3030.00,2620.00,395.00,20.00,1575.00,570.00,1005.00,0.00,1575.00,1055.00,515.00
"4620006.00",1995.00,1165.00,345.00,825.00,15.00,815.00,695.00,120.00,4280.00,3935.00,835.00,3100.00,345.00,4280.00,3400.00,840.00,35.00,1965.00,525.00,1440.00,0.00,1960.00,1360.00,605.00
"4620007.00",2805.00,1495.00,625.00,870.00,15.00,1300.00,1165.00,135.00,5655.00,5225.00,810.00,4410.00,425.00,5650.00,4445.00,1175.00,30.00,2810.00,1445.00,1360.00,0.00,2810.00,2165.00,640.00
"4620008.00",1465.00,800.00,330.00,475.00,10.00,660.00,605.00,50.00,3150.00,3030.00,565.00,2465.00,120.00,3150.00,2745.00,395.00,10.00,1490.00,785.00,710.00,0.00,1495.00,1215.00,275.00
"4620009.00",1640.00,875.00,355.00,520.00,10.00,755.00,625.00,125.00,3495.00,3240.00,515.00,2725.00,255.00,3495.00,2840.00,585.00,75.00,1670.00,695.00,980.00,0.00,1665.00,1275.00,395.00
"4620010.00",700.00,350.00,145.00,205.00,5.00,345.00,290.00,55.00,1480.00,1345.00,275.00,1075.00,130.00,1475.00,1195.00,285.00,0.00,695.00,255.00,440.00,0.00,700.00,495.00,200.00
"4620011.00",2825.00,1495.00,595.00,900.00,15.00,1310.00,1215.00,100.00,5780.00,5320.00,960.00,4360.00,465.00,5780.00,4230.00,1495.00,55.00,2825.00,1425.00,1400.00,0.00,2825.00,2245.00,580.00
"4620012.01",1315.00,600.00,240.00,360.00,10.00,705.00,625.00,75.00,2500.00,2335.00,375.00,1960.00,170.00,2505.00,1775.00,705.00,20.00,1310.00,130.00,1175.00,0.00,1310.00,890.00,420.00
"4620012.02",2015.00,940.00,355.00,585.00,10.00,1065.00,955.00,110.00,3870.00,3230.00,515.00,2705.00,640.00,3875.00,2455.00,1345.00,75.00,2025.00,230.00,1790.00,0.00,2015.00,1385.00,625.00
"4620013.00",2700.00,1140.00,565.00,575.00,10.00,1555.00,1395.00,165.00,4870.00,4540.00,590.00,3955.00,330.00,4870.00,3995.00,820.00,50.00,2760.00,1055.00,1705.00,0.00,2755.00,1890.00,865.00
"4620014.01",4090.00,1690.00,795.00,890.00,10.00,2385.00,2065.00,325.00,7415.00,6515.00,1020.00,5490.00,895.00,7410.00,5295.00,1840.00,270.00,4090.00,1630.00,2460.00,0.00,4090.00,2915.00,1170.00
"4620014.02",,,,,,,,,,,,,,,,,,,,,,,,
"4620015.00",2205.00,920.00,410.00,510.00,5.00,1280.00,1095.00,180.00,3890.00,3635.00,635.00,3005.00,250.00,3890.00,3270.00,545.00,65.00,2205.00,665.00,1545.00,0.00,2205.00,1465.00,740.00
"4620016.00",1175.00,480.00,215.00,265.00,5.00,690.00,565.00,120.00,2200.00,2100.00,320.00,1780.00,100.00,2200.00,1955.00,230.00,15.00,1150.00,280.00,865.00,0.00,1145.00,720.00,430.00
"4620017.00",1190.00,470.00,205.00,260.00,5.00,710.00,620.00,95.00,2010.00,1910.00,245.00,1660.00,105.00,2010.00,1775.00,225.00,10.00,1155.00,355.00,795.00,0.00,1150.00,760.00,395.00
"4620018.00",1140.00,405.00,185.00,225.00,5.00,725.00,620.00,105.00,1955.00,1820.00,285.00,1535.00,135.00,1955.00,1695.00,220.00,40.00,1120.00,220.00,900.00,0.00,1110.00,740.00,375.00
"4620019.00",1295.00,485.00,220.00,260.00,5.00,805.00,675.00,130.00,2435.00,2300.00,350.00,1955.00,135.00,2435.00,2115.00,300.00,20.00,1350.00,325.00,1025.00,0.00,1350.00,950.00,400.00
"4620021.00",1435.00,590.00,245.00,345.00,5.00,835.00,605.00,225.00,2865.00,2700.00,445.00,2255.00,165.00,2865.00,2470.00,320.00,75.00,1455.00,200.00,1260.00,0.00,1450.00,935.00,510.00
"4620022.00",800.00,320.00,150.00,170.00,5.00,470.00,360.00,115.00,1350.00,1265.00,130.00,1140.00,80.00,1345.00,1140.00,170.00,30.00,755.00,190.00,570.00,0.00,755.00,560.00,200.00
"4620023.00",685.00,275.00,140.00,135.00,0.00,410.00,325.00,85.00,1370.00,1230.00,195.00,1030.00,145.00,1370.00,1130.00,225.00,20.00,685.00,140.00,540.00,0.00,680.00,475.00,200.00
"4620024.00",1445.00,570.00,270.00,300.00,0.00,875.00,700.00,180.00,2660.00,2435.00,270.00,2165.00,225.00,2660.00,2125.00,465.00,70.00,1465.00,270.00,1195.00,0.00,1455.00,1030.00,430.00
"4620025.00",1510.00,645.00,305.00,335.00,5.00,860.00,680.00,180.00,2755.00,2515.00,320.00,2190.00,240.00,2755.00,2260.00,450.00,45.00,1455.00,335.00,1120.00,0.00,1455.00,1045.00,410.00
"4620026.00",1495.00,570.00,300.00,270.00,5.00,925.00,780.00,145.00,2480.00,2350.00,260.00,2090.00,130.00,2480.00,2160.00,300.00,20.00,1505.00,460.00,1045.00,0.00,1510.00,1015.00,495.00
"4620027.00",920.00,350.00,180.00,170.00,5.00,570.00,465.00,110.00,1720.00,1610.00,240.00,1370.00,110.00,1720.00,1485.00,180.00,55.00,935.00,185.00,750.00,0.00,935.00,615.00,320.00
"4620028.00",1150.00,415.00,230.00,185.00,10.00,730.00,575.00,150.00,2145.00,1970.00,275.00,1695.00,175.00,2145.00,1830.00,235.00,80.00,1185.00,240.00,945.00,0.00,1185.00,750.00,435.00
"4620029.00",2005.00,715.00,355.00,360.00,10.00,1280.00,1035.00,245.00,3465.00,3115.00,390.00,2730.00,350.00,3465.00,2800.00,510.00,160.00,1980.00,410.00,1570.00,0.00,1980.00,1355.00,625.00
"4620030.00",1795.00,625.00,325.00,305.00,5.00,1165.00,970.00,195.00,2990.00,2550.00,205.00,2345.00,440.00,2990.00,2115.00,735.00,145.00,1815.00,390.00,1430.00,0.00,1815.00,1085.00,730.00
"4620031.00",1515.00,500.00,270.00,230.00,5.00,1010.00,855.00,145.00,2620.00,2145.00,290.00,1855.00,475.00,2625.00,1825.00,620.00,180.00,1515.00,390.00,1125.00,0.00,1515.00,990.00,520.00
"4620032.00",965.00,315.00,175.00,135.00,0.00,655.00,550.00,105.00,1520.00,1290.00,130.00,1160.00,235.00,1525.00,1100.00,320.00,105.00,955.00,195.00,760.00,0.00,955.00,575.00,375.00
"4620033.00",970.00,360.00,200.00,165.00,5.00,600.00,470.00,135.00,1725.00,1505.00,155.00,1350.00,220.00,1725.00,1305.00,330.00,95.00,965.00,215.00,755.00,0.00,965.00,610.00,355.00
"4620034.00",1355.00,520.00,240.00,280.00,20.00,810.00,655.00,155.00,2645.00,2270.00,295.00,1970.00,375.00,2640.00,1860.00,695.00,90.00,1370.00,395.00,975.00,0.00,1365.00,985.00,380.00
"4620035.00",1125.00,450.00,230.00,225.00,0.00,675.00,530.00,145.00,1965.00,1690.00,230.00,1465.00,270.00,1960.00,1515.00,290.00,155.00,1105.00,150.00,955.00,0.00,1105.00,800.00,305.00
"4620036.00",1195.00,415.00,220.00,200.00,5.00,770.00,660.00,115.00,2035.00,1765.00,200.00,1565.00,270.00,2035.00,1495.00,405.00,135.00,1205.00,290.00,915.00,0.00,1200.00,760.00,445.00
"4620037.00",2120.00,635.00,340.00,295.00,0.00,1475.00,1285.00,195.00,3225.00,2850.00,210.00,2635.00,375.00,3220.00,2370.00,685.00,165.00,2105.00,445.00,1660.00,0.00,2095.00,1280.00,810.00
"4620038.00",980.00,385.00,170.00,215.00,5.00,590.00,460.00,130.00,2030.00,1785.00,360.00,1425.00,245.00,2030.00,1465.00,475.00,90.00,995.00,245.00,755.00,0.00,1000.00,740.00,255.00
"4620039.00",1185.00,375.00,210.00,170.00,0.00,805.00,640.00,165.00,2040.00,1695.00,165.00,1530.00,340.00,2040.00,1425.00,490.00,130.00,1205.00,430.00,775.00,0.00,1205.00,790.00,420.00
"4620040.00",,,,,,,,,,,,,,,,,,,,,,,,
"4620041.00",995.00,290.00,205.00,90.00,5.00,700.00,530.00,165.00,1650.00,1285.00,105.00,1180.00,360.00,1645.00,1075.00,400.00,170.00,980.00,150.00,835.00,0.00,980.00,605.00,380.00
"4620042.00",605.00,180.00,150.00,30.00,0.00,420.00,340.00,80.00,920.00,705.00,25.00,675.00,215.00,920.00,590.00,210.00,120.00,575.00,170.00,400.00,0.00,575.00,360.00,210.00
"4620043.00",565.00,165.00,110.00,50.00,5.00,395.00,330.00,65.00,850.00,705.00,55.00,655.00,145.00,855.00,580.00,190.00,85.00,550.00,180.00,370.00,0.00,545.00,330.00,215.00
"4620044.00",1190.00,390.00,250.00,140.00,5.00,795.00,625.00,170.00,2035.00,1725.00,175.00,1550.00,310.00,2035.00,1405.00,460.00,175.00,1195.00,315.00,880.00,0.00,1190.00,815.00,380.00
"4620045.00",900.00,235.00,175.00,60.00,0.00,665.00,540.00,120.00,1385.00,1195.00,85.00,1105.00,195.00,1385.00,1000.00,285.00,95.00,895.00,145.00,750.00,0.00,895.00,505.00,390.00
"4620046.00",1200.00,390.00,215.00,180.00,5.00,810.00,665.00,140.00,2005.00,1665.00,185.00,1485.00,335.00,2000.00,1390.00,440.00,170.00,1220.00,380.00,840.00,0.00,1220.00,860.00,360.00
"4620047.00",385.00,165.00,85.00,80.00,0.00,225.00,155.00,70.00,770.00,630.00,115.00,515.00,140.00,770.00,490.00,220.00,55.00,370.00,75.00,295.00,0.00,370.00,230.00,135.00
"4620048.00",1220.00,445.00,245.00,200.00,5.00,770.00,585.00,185.00,2180.00,1800.00,165.00,1635.00,380.00,2185.00,1550.00,525.00,110.00,1240.00,295.00,945.00,0.00,1240.00,825.00,415.00
"4620049.00",815.00,235.00,145.00,90.00,0.00,580.00,485.00,100.00,1355.00,1160.00,115.00,1045.00,200.00,1355.00,985.00,235.00,135.00,860.00,210.00,655.00,0.00,860.00,530.00,330.00
"4620050.00",695.00,250.00,115.00,140.00,5.00,440.00,380.00,60.00,1170.00,905.00,175.00,730.00,265.00,1170.00,660.00,385.00,125.00,665.00,115.00,550.00,0.00,665.00,425.00,245.00
"4620051.00",820.00,245.00,160.00,85.00,0.00,580.00,455.00,120.00,1375.00,1010.00,95.00,915.00,370.00,1380.00,790.00,380.00,205.00,850.00,185.00,660.00,0.00,845.00,495.00,355.00
"4620052.00",1105.00,320.00,165.00,155.00,0.00,780.00,615.00,170.00,1845.00,1440.00,160.00,1280.00,405.00,1840.00,1120.00,475.00,250.00,1075.00,100.00,970.00,0.00,1065.00,690.00,370.00
"4620053.00",745.00,180.00,150.00,30.00,0.00,565.00,500.00,65.00,1095.00,855.00,20.00,835.00,235.00,1095.00,595.00,385.00,120.00,770.00,255.00,515.00,0.00,770.00,410.00,365.00
"4620054.00",685.00,225.00,170.00,55.00,0.00,460.00,405.00,50.00,1085.00,790.00,35.00,755.00,295.00,1080.00,575.00,335.00,170.00,725.00,335.00,395.00,0.00,725.00,480.00,245.00
"4620055.01",2825.00,1225.00,810.00,410.00,5.00,1595.00,1490.00,110.00,4485.00,4025.00,305.00,3720.00,460.00,4485.00,2980.00,1305.00,200.00,2795.00,1450.00,1345.00,0.00,2790.00,2005.00,785.00
"4620055.02",460.00,275.00,200.00,80.00,0.00,180.00,175.00,10.00,745.00,680.00,55.00,630.00,60.00,745.00,495.00,220.00,25.00,400.00,325.00,80.00,0.00,395.00,290.00,105.00
"4620056.00",940.00,350.00,225.00,125.00,5.00,585.00,535.00,50.00,1500.00,1200.00,85.00,1115.00,300.00,1500.00,555.00,795.00,150.00,915.00,150.00,765.00,0.00,905.00,430.00,480.00
"4620057.00",730.00,230.00,140.00,90.00,10.00,495.00,440.00,50.00,1115.00,760.00,65.00,695.00,355.00,1115.00,445.00,535.00,130.00,700.00,250.00,455.00,0.00,695.00,375.00,315.00
"4620058.00",755.00,200.00,130.00,65.00,0.00,550.00,495.00,60.00,1035.00,740.00,40.00,700.00,295.00,1035.00,450.00,480.00,110.00,735.00,155.00,580.00,0.00,735.00,435.00,305.00
"4620059.00",835.00,285.00,205.00,80.00,0.00,545.00,450.00,95.00,1435.00,1135.00,55.00,1080.00,300.00,1435.00,820.00,415.00,200.00,870.00,385.00,485.00,0.00,855.00,545.00,315.00
"4620060.00",585.00,250.00,45.00,200.00,10.00,325.00,315.00,15.00,1290.00,1235.00,240.00,1000.00,55.00,1290.00,685.00,605.00,0.00,595.00,10.00,590.00,0.00,600.00,530.00,65.00
"4620061.00",400.00,125.00,85.00,40.00,0.00,270.00,200.00,65.00,715.00,580.00,50.00,530.00,135.00,715.00,400.00,245.00,75.00,425.00,220.00,205.00,0.00,420.00,275.00,150.00
"4620062.00",1510.00,495.00,310.00,185.00,5.00,1010.00,890.00,125.00,2550.00,1760.00,100.00,1665.00,785.00,2550.00,1135.00,965.00,450.00,1535.00,670.00,870.00,0.00,1485.00,785.00,695.00
"4620063.00",695.00,180.00,90.00,90.00,5.00,515.00,455.00,65.00,930.00,520.00,50.00,475.00,405.00,930.00,305.00,390.00,230.00,645.00,270.00,375.00,0.00,635.00,245.00,390.00
"4620064.00",1020.00,310.00,165.00,145.00,0.00,710.00,560.00,155.00,1845.00,1005.00,110.00,895.00,850.00,1850.00,565.00,795.00,485.00,1070.00,205.00,865.00,0.00,1040.00,355.00,685.00
"4620065.01",4220.00,960.00,515.00,445.00,5.00,3260.00,2510.00,745.00,6915.00,2925.00,295.00,2630.00,3990.00,6915.00,1560.00,2725.00,2630.00,4250.00,170.00,4080.00,0.00,4185.00,1380.00,2800.00
"4620065.02",2185.00,595.00,340.00,255.00,10.00,1585.00,1245.00,345.00,3570.00,1865.00,140.00,1720.00,1710.00,3570.00,1140.00,1390.00,1045.00,2160.00,240.00,1920.00,0.00,2125.00,735.00,1390.00
"4620066.01",1580.00,550.00,280.00,265.00,5.00,1030.00,725.00,300.00,2975.00,1460.00,185.00,1280.00,1515.00,2975.00,835.00,1085.00,1060.00,1605.00,325.00,1280.00,0.00,1585.00,615.00,970.00
"4620066.02",1515.00,300.00,165.00,135.00,0.00,1220.00,1115.00,100.00,2155.00,1400.00,125.00,1275.00,755.00,2155.00,855.00,865.00,430.00,1495.00,155.00,1345.00,0.00,1490.00,625.00,860.00
"4620067.00",810.00,415.00,150.00,270.00,5.00,390.00,320.00,70.00,1850.00,1615.00,385.00,1225.00,240.00,1850.00,1095.00,690.00,70.00,800.00,260.00,540.00,0.00,800.00,620.00,175.00
"4620068.00",670.00,390.00,40.00,350.00,15.00,265.00,250.00,15.00,1960.00,1815.00,680.00,1135.00,150.00,1960.00,1065.00,880.00,15.00,685.00,45.00,645.00,0.00,680.00,590.00,90.00
"4620069.01",1975.00,965.00,530.00,435.00,10.00,1000.00,845.00,150.00,3705.00,2900.00,395.00,2505.00,800.00,3700.00,1865.00,1415.00,425.00,1970.00,1160.00,815.00,0.00,1965.00,1270.00,690.00
"4620069.02",910.00,355.00,230.00,125.00,0.00,555.00,505.00,50.00,1450.00,1290.00,135.00,1160.00,160.00,1450.00,990.00,425.00,35.00,915.00,525.00,390.00,0.00,910.00,670.00,240.00
"4620070.01",1290.00,495.00,355.00,150.00,0.00,790.00,750.00,40.00,2010.00,1725.00,115.00,1610.00,285.00,2015.00,1340.00,530.00,140.00,1290.00,745.00,545.00,0.00,1290.00,895.00,390.00
"4620070.02",2035.00,645.00,500.00,145.00,5.00,1390.00,1260.00,130.00,3015.00,2550.00,165.00,2390.00,465.00,3015.00,2020.00,805.00,190.00,2050.00,1055.00,995.00,0.00,2045.00,1400.00,640.00
"4620071.00",,,,,,,,,,,,,,,,,,,,,,,,
"4620072.00",1790.00,855.00,275.00,585.00,10.00,925.00,830.00,95.00,3600.00,3300.00,690.00,2610.00,300.00,3600.00,2715.00,855.00,35.00,1795.00,605.00,1195.00,0.00,1795.00,1405.00,395.00
"4620073.00",1115.00,420.00,215.00,205.00,0.00,690.00,645.00,45.00,1765.00,1585.00,155.00,1440.00,175.00,1760.00,1335.00,375.00,55.00,1110.00,370.00,745.00,0.00,1110.00,685.00,425.00
"4620074.00",1695.00,905.00,335.00,565.00,15.00,780.00,635.00,145.00,3670.00,3355.00,690.00,2670.00,310.00,3670.00,2915.00,665.00,90.00,1735.00,625.00,1110.00,0.00,1740.00,1250.00,485.00
"4620075.00",1425.00,645.00,255.00,390.00,10.00,775.00,645.00,130.00,2720.00,2485.00,470.00,2015.00,235.00,2720.00,2105.00,545.00,70.00,1380.00,310.00,1075.00,0.00,1380.00,980.00,395.00
"4620076.00",1575.00,700.00,340.00,360.00,10.00,870.00,780.00,95.00,2800.00,2570.00,300.00,2275.00,230.00,2795.00,2115.00,570.00,110.00,1580.00,515.00,1065.00,0.00,1580.00,1195.00,385.00
"4620077.00",1375.00,670.00,265.00,410.00,20.00,685.00,620.00,65.00,2735.00,2410.00,450.00,1960.00,325.00,2740.00,1665.00,995.00,80.00,1340.00,495.00,845.00,0.00,1325.00,1075.00,255.00
"4620078.00",2045.00,995.00,500.00,500.00,15.00,1035.00,935.00,100.00,3850.00,3550.00,580.00,2975.00,300.00,3850.00,2390.00,1325.00,135.00,2045.00,940.00,1105.00,0.00,2035.00,1605.00,435.00
"4620079.00",2565.00,1050.00,585.00,460.00,10.00,1510.00,1305.00,200.00,4555.00,4150.00,615.00,3535.00,405.00,4555.00,3510.00,960.00,90.00,2545.00,810.00,1735.00,0.00,2545.00,1945.00,600.00
"4620080.00",395.00,155.00,95.00,60.00,0.00,240.00,140.00,105.00,835.00,705.00,65.00,635.00,140.00,835.00,590.00,185.00,60.00,410.00,125.00,285.00,0.00,410.00,260.00,155.00
"4620081.00",2115.00,730.00,465.00,265.00,10.00,1375.00,1165.00,210.00,3480.00,3125.00,265.00,2865.00,355.00,3480.00,2650.00,680.00,150.00,2115.00,770.00,1345.00,0.00,2105.00,1425.00,685.00
"4620082.00",1100.00,480.00,190.00,295.00,5.00,610.00,450.00,155.00,2220.00,2020.00,445.00,1570.00,200.00,2220.00,1700.00,470.00,55.00,1120.00,180.00,940.00,0.00,1115.00,815.00,300.00
"4620083.00",1770.00,820.00,410.00,410.00,10.00,940.00,780.00,160.00,3365.00,3120.00,450.00,2665.00,250.00,3370.00,2700.00,570.00,95.00,1830.00,485.00,1345.00,0.00,1825.00,1255.00,575.00
"4620084.00",1335.00,525.00,230.00,300.00,10.00,800.00,680.00,120.00,2415.00,2190.00,375.00,1820.00,220.00,2415.00,1800.00,565.00,50.00,1295.00,325.00,965.00,0.00,1290.00,820.00,465.00
"4620085.00",340.00,185.00,70.00,115.00,5.00,155.00,130.00,25.00,665.00,645.00,100.00,545.00,25.00,665.00,530.00,130.00,10.00,320.00,115.00,205.00,0.00,320.00,225.00,100.00
"4620086.00",2095.00,1005.00,460.00,540.00,5.00,1085.00,950.00,135.00,4020.00,3705.00,515.00,3190.00,315.00,4020.00,3175.00,760.00,90.00,2130.00,725.00,1405.00,0.00,2125.00,1595.00,535.00
"4620087.00",1580.00,865.00,290.00,570.00,20.00,700.00,610.00,95.00,3505.00,3170.00,755.00,2420.00,335.00,3510.00,2520.00,945.00,45.00,1580.00,550.00,1025.00,0.00,1580.00,1140.00,435.00
"4620088.00",1850.00,840.00,375.00,460.00,10.00,1005.00,875.00,125.00,3435.00,3185.00,505.00,2680.00,250.00,3440.00,2800.00,545.00,90.00,1820.00,525.00,1290.00,0.00,1810.00,1245.00,570.00
"4620089.00",2410.00,1210.00,495.00,715.00,10.00,1190.00,1015.00,175.00,5035.00,4410.00,765.00,3640.00,630.00,5035.00,3465.00,1390.00,185.00,2445.00,870.00,1575.00,0.00,2445.00,1695.00,745.00
"4620090.00",2145.00,1145.00,425.00,720.00,25.00,975.00,860.00,115.00,4440.00,3695.00,670.00,3025.00,740.00,4435.00,2710.00,1555.00,175.00,2115.00,785.00,1330.00,0.00,2115.00,1440.00,680.00
"4620091.00",,,,,,,,,,,,,,,,,,,,,,,,
"4620092.00",2795.00,1485.00,550.00,935.00,35.00,1280.00,1135.00,140.00,5920.00,5335.00,995.00,4340.00,590.00,5920.00,4140.00,1645.00,135.00,2795.00,1005.00,1795.00,0.00,2795.00,1970.00,825.00
"4620093.00",1535.00,785.00,300.00,485.00,15.00,740.00,625.00,110.00,3070.00,2800.00,455.00,2350.00,265.00,3070.00,2350.00,680.00,40.00,1540.00,525.00,1020.00,0.00,1540.00,1035.00,505.00
"4620094.01",2960.00,1390.00,430.00,955.00,15.00,1555.00,1255.00,295.00,5960.00,4825.00,935.00,3890.00,1140.00,5960.00,3125.00,2535.00,295.00,2920.00,500.00,2415.00,0.00,2915.00,1825.00,1090.00
"4620094.02",,,,,,,,,,,,,,,,,,,,,,,,
"4620095.00",1065.00,395.00,190.00,210.00,5.00,665.00,495.00,175.00,1910.00,1575.00,130.00,1445.00,330.00,1910.00,1250.00,475.00,180.00,1045.00,180.00,865.00,0.00,1040.00,670.00,370.00
"4620096.00",1085.00,540.00,195.00,340.00,5.00,545.00,430.00,115.00,2355.00,2120.00,360.00,1760.00,235.00,2355.00,1725.00,580.00,50.00,1130.00,480.00,645.00,0.00,1130.00,810.00,315.00
"4620097.01",3300.00,1455.00,505.00,950.00,15.00,1835.00,1620.00,210.00,6265.00,4800.00,860.00,3940.00,1465.00,6265.00,2915.00,3075.00,275.00,3300.00,560.00,2730.00,0.00,3285.00,1930.00,1355.00
"4620097.02",1965.00,820.00,290.00,530.00,5.00,1135.00,1005.00,135.00,3665.00,2350.00,330.00,2020.00,1315.00,3665.00,1545.00,1800.00,320.00,1955.00,275.00,1680.00,0.00,1950.00,995.00,955.00
"4620098.00",2245.00,1420.00,435.00,990.00,20.00,810.00,745.00,65.00,5315.00,4870.00,1025.00,3845.00,445.00,5315.00,3195.00,2020.00,105.00,2245.00,1345.00,900.00,0.00,2245.00,1655.00,585.00
"4620099.00",2625.00,1395.00,420.00,970.00,15.00,1215.00,1105.00,105.00,5640.00,4935.00,1070.00,3860.00,710.00,5640.00,3350.00,2110.00,180.00,2630.00,1135.00,1500.00,0.00,2630.00,1870.00,760.00
"4620100.01",1845.00,1040.00,315.00,730.00,15.00,790.00,695.00,95.00,4040.00,3260.00,690.00,2570.00,780.00,4040.00,2060.00,1750.00,225.00,1865.00,585.00,1275.00,0.00,1865.00,1235.00,630.00
"4620100.02",1425.00,930.00,230.00,695.00,10.00,485.00,430.00,55.00,3530.00,2905.00,760.00,2145.00,625.00,3530.00,1735.00,1725.00,65.00,1455.00,495.00,960.00,0.00,1450.00,935.00,515.00
"4620101.01",1825.00,980.00,295.00,680.00,25.00,820.00,735.00,80.00,3955.00,3155.00,645.00,2510.00,800.00,3955.00,1655.00,2160.00,135.00,1790.00,685.00,1110.00,0.00,1790.00,1220.00,570.00
"4620101.02",1550.00,925.00,205.00,720.00,20.00,605.00,515.00,85.00,3685.00,2870.00,720.00,2150.00,815.00,3685.00,1610.00,1955.00,120.00,1535.00,335.00,1205.00,0.00,1530.00,1025.00,510.00
"4620102.00",1980.00,1120.00,405.00,715.00,5.00,860.00,770.00,90.00,4205.00,3675.00,690.00,2985.00,530.00,4205.00,2865.00,1210.00,130.00,1990.00,860.00,1130.00,0.00,1985.00,1460.00,525.00
"4620103.00",1100.00,620.00,245.00,380.00,5.00,475.00,405.00,70.00,2410.00,2230.00,425.00,1805.00,190.00,2415.00,1810.00,535.00,70.00,1095.00,615.00,485.00,0.00,1095.00,840.00,255.00
"4620104.00",1125.00,730.00,250.00,485.00,5.00,395.00,330.00,60.00,2885.00,2650.00,605.00,2050.00,235.00,2890.00,2105.00,730.00,60.00,1175.00,795.00,375.00,0.00,1170.00,970.00,205.00
"4620105.00",1550.00,895.00,335.00,560.00,5.00,655.00,560.00,90.00,3245.00,2830.00,585.00,2245.00,410.00,3245.00,2145.00,945.00,155.00,1505.00,755.00,755.00,0.00,1500.00,1110.00,385.00
"4620106.00",915.00,480.00,195.00,290.00,0.00,425.00,375.00,55.00,1830.00,1590.00,295.00,1290.00,240.00,1830.00,1185.00,575.00,65.00,895.00,375.00,520.00,0.00,900.00,575.00,320.00
"4620107.00",800.00,310.00,120.00,190.00,5.00,490.00,410.00,80.00,1610.00,1230.00,260.00,970.00,380.00,1610.00,855.00,690.00,65.00,830.00,155.00,675.00,0.00,825.00,470.00,355.00
"4620108.00",1625.00,960.00,355.00,605.00,10.00,660.00,535.00,125.00,3680.00,3195.00,605.00,2595.00,480.00,3675.00,2490.00,995.00,190.00,1640.00,790.00,850.00,0.00,1635.00,1160.00,470.00
"4620109.00",1055.00,495.00,220.00,275.00,10.00,550.00,440.00,110.00,2105.00,1740.00,255.00,1490.00,360.00,2100.00,1145.00,795.00,165.00,1075.00,230.00,850.00,0.00,1075.00,690.00,390.00
