"COL0","COL1","COL2"
"4620646.01",28.60,31.70
"4620646.02",16.90,22.10
"4620646.03",18.60,25.40
"4620647.01",10.30,21.40
"4620647.02",15.10,19.50
"4620648.00",11.30,13.00
"4620649.01",10.60,15.30
"4620649.02",11.80,15.40
"4620650.01",11.50,13.40
"4620650.02",17.80,20.40
"4620650.04",9.80,10.40
"4620650.05",10.20,10.60
"4620651.01",7.40,7.80
"4620651.02",3.70,3.50
"4620652.01",5.20,4.90
"4620652.04",5.10,5.40
"4620652.06",4.60,4.70
"4620652.07",3.30,3.10
"4620652.08",4.30,4.70
"4620652.09",5.00,4.60
"4620653.00",2.10,2.80
"4620654.00",4.70,5.90
"4620655.01",10.60,10.40
"4620655.02",7.90,7.70
"4620656.01",6.00,5.40
"4620656.03",5.10,5.30
"4620656.04",2.80,2.90
"4620657.01",6.90,7.20
"4620657.02",5.30,7.70
"4620657.03",3.90,4.40
"4620658.01",5.50,6.70
"4620658.02",3.30,3.70
"4620658.03",4.30,4.00
"4620659.04",1.90,1.90
"4620659.05",3.60,4.60
"4620659.06",6.20,5.80
"4620659.08",3.30,2.50
"4620659.09",1.80,1.20
"4620659.1",1.60,1.70
"4620659.11",9.50,9.70
"4620660.01",2.20,2.40
"4620660.02",6.00,6.80
"4620660.03",3.70,2.90
"4620661.01",5.50,6.70
"4620661.03",3.60,2.80
"4620661.04",4.20,5.10
"4620662.00",3.10,1.50
"4620675.00",11.10,11.80
"4620676.01",7.50,7.80
"4620676.02",3.40,3.10
"4620676.03",3.30,2.20
"4620676.04",3.50,2.40
"4620677.01",8.00,8.90
"4620677.02",10.30,14.10
"4620677.05",2.70,1.50
"4620677.06",2.90,2.30
"4620677.07",6.20,7.50
"4620677.08",3.00,2.60
"4620677.09",4.60,4.80
"4620677.1",4.40,4.00
"4620681.00",2.10,3.10
"4620682.02",8.00,8.50
"4620682.03",4.50,4.20
"4620682.04",5.90,6.30
"4620682.05",3.80,3.50
"4620682.06",2.80,2.70
"4620683.00",10.80,12.60
"4620684.03",2.70,2.50
"4620684.05",4.20,4.60
"4620684.08",3.30,4.00
"4620684.09",3.20,2.70
"4620684.1",4.50,3.50
"4620684.11",5.60,5.60
"4620685.02",5.30,7.10
"4620685.03",5.80,3.80
"4620685.04",2.30,2.30
"4620685.05",6.40,5.00
"4620685.07",2.80,2.30
"4620685.08",4.10,3.40
"4620686.01",4.10,2.80
"4620686.02",6.30,7.50
"4620686.03",5.40,4.90
"4620687.01",5.10,5.20
"4620687.03",3.70,2.90
"4620687.04",4.70,5.40
"4620687.06",5.50,6.60
"4620687.07",3.70,4.80
"4620687.09",3.30,2.30
"4620687.1",4.00,3.50
"4620688.02",2.80,1.70
"4620688.03",3.10,2.90
"4620688.04",3.20,3.20
"4620689.01",5.80,5.70
"4620689.02",5.20,5.20
"4620689.03",7.50,8.40
"4620689.04",5.40,5.10
"4620690.00",3.50,4.40
"4620691.00",3.90,4.20
"4620692.00",2.70,2.50
"4620693.00",5.50,4.20
"4620694.00",1.80,1.40
"4620700.01",17.70,22.80
"4620700.03",11.60,8.60
"4620700.04",13.50,17.20
"4620701.01",4.60,3.30
"4620701.02",8.40,8.80
"4620702.01",2.60,1.80
"4620702.02",3.60,5.00
"4620703.02",5.10,2.90
"4620703.03",4.40,4.70
"4620703.04",3.20,2.80
"4620704.01",13.10,14.60
"4620704.04",2.20,1.70
"4620704.05",4.10,4.70
"4620704.06",6.70,6.90
"4620704.08",6.70,5.60
"4620704.09",5.00,5.50
"4620705.01",1.90,2.10
"4620705.02",10.20,9.20
"4620706.00",18.60,17.10
"4620707.00",22.00,17.90
"4620708.01",14.50,18.80
"4620708.02",9.40,10.40
"4620709.01",4.50,4.20
"4620709.02",6.60,6.60
"4620710.03",4.80,4.50
"4620710.05",2.30,2.10
"4620710.06",3.80,3.80
"4620710.07",4.50,5.20
"4620710.08",9.00,10.80
"4620710.09",2.80,3.20
"4620710.1",2.00,1.10
"4620710.11",4.60,4.10
"4620725.03",7.20,9.00
"4620725.04",5.00,3.00
"4620725.06",5.90,4.50
"4620725.07",2.80,2.60
"4620725.09",2.10,1.90
"4620725.1",3.60,2.40
"4620726.01",10.10,11.40
"4620726.03",13.50,13.80
"4620726.04",2.10,1.30
"4620727.01",15.50,17.60
"4620727.02",14.60,8.20
"4620728.01",5.70,6.90
"4620728.02",6.90,8.40
"4620728.03",6.80,7.80
"4620729.00",12.90,10.60
"4620730.01",2.80,2.30
"4620730.02",6.70,7.10
"4620731.00",10.00,8.80
"4620732.01",3.60,3.60
"4620732.03",,
"4620732.04",4.50,3.20
"4620733.01",3.60,1.80
"4620733.02",5.60,3.60
"4620734.03",1.90,1.70
"4620734.04",2.30,2.00
"4620734.05",2.90,2.70
"4620734.06",3.50,3.40
"4620734.07",2.20,1.80
"4620735.01",5.90,6.00
"4620735.02",6.70,6.90
"4620740.01",5.00,3.90
"4620740.03",3.80,3.20
"4620740.04",2.80,2.40
"4620750.01",4.90,4.50
"4620750.02",2.80,2.20
"4620750.04",6.80,7.60
"4620750.06",11.00,10.00
"4620750.07",6.00,6.20
"4620751.01",5.40,4.20
"4620751.02",3.50,3.90
"4620755.01",7.20,7.10
"4620755.02",3.90,3.10
"4620756.02",2.60,0.00
"4620756.03",2.90,2.60
"4620756.04",5.60,4.90
"4620756.05",7.50,9.40
"4620757.00",4.50,5.60
"4620758.03",2.50,2.90
"4620758.04",2.40,3.40
"4620758.05",1.40,0.80
"4620758.06",2.00,1.70
"4620760.00",2.50,2.20
"4620775.00",4.10,3.50
"4620776.00",4.20,5.10
"4620777.01",6.90,9.30
"4620777.02",9.10,9.40
"4620780.00",12.60,14.50
"4620781.00",17.30,24.80
"4620782.00",13.00,14.60
"4620783.00",11.90,15.60
"4620784.00",23.60,23.80
"4620785.00",15.20,19.90
"4620786.00",7.10,6.60
"4620787.00",4.50,4.90
"4620788.00",9.40,11.80
"4620789.00",4.80,4.40
"4620790.00",5.20,4.60
"4620791.00",3.60,3.70
"4620792.00",2.50,1.80
"4620800.01",5.70,6.50
"4620800.02",8.00,8.20
"4620801.00",7.20,8.10
"4620802.00",6.30,5.90
"4620804.01",5.70,6.80
"4620804.02",3.70,4.90
"4620805.00",5.00,6.10
"4620806.01",10.20,15.40
"4620806.02",4.10,5.40
"4620807.01",1.90,1.90
"4620807.02",3.60,4.00
"4620825.02",8.30,7.00
"4620825.03",17.20,25.50
"4620825.04",10.20,13.00
"4620825.05",11.90,15.50
"4620825.06",8.20,7.60
"4620825.07",5.80,5.60
"4620825.08",6.50,7.50
"4620826.02",5.60,6.90
"4620826.05",7.10,9.70
"4620826.06",15.30,23.00
"4620826.07",6.70,10.00
"4620826.08",4.60,5.60
"4620826.09",7.30,8.50
"4620826.1",7.80,8.00
"4620826.11",12.20,17.60
"4620826.13",4.40,5.40
"4620826.14",7.00,8.30
"4620827.02",12.80,13.70
"4620827.03",3.20,2.80
"4620827.04",3.50,2.80
"4620828.03",3.30,2.20
"4620828.04",4.00,3.90
"4620828.05",2.70,2.70
"4620828.06",2.60,2.30
"4620829.00",4.90,4.10
"4620830.01",6.20,4.80
"4620830.03",4.80,5.00
"4620830.04",3.30,2.80
"4620831.03",7.10,7.60
"4620831.04",5.20,6.50
"4620831.05",2.40,2.20
"4620831.07",2.00,0.80
"4620831.08",2.70,2.50
"4620831.09",3.10,2.90
"4620832.00",,
"4620833.00",3.20,3.10
"4620834.00",2.70,3.80
"4620850.01",3.10,3.50
"4620850.03",8.90,8.90
"4620850.04",1.60,1.10
"4620850.05",4.30,6.30
"4620851.00",9.60,11.00
"4620852.01",2.60,1.90
"4620852.02",5.30,3.20
"4620853.02",3.90,2.80
"4620853.03",3.70,3.70
"4620853.04",1.60,1.00
"4620854.01",2.20,1.80
"4620854.02",2.20,1.30
"4620855.01",3.00,3.10
"4620855.03",6.50,4.70
"4620855.04",1.80,1.00
"4620856.00",6.70,3.90
"4620857.01",7.50,6.20
"4620857.02",8.00,8.90
"4620857.06",7.30,6.40
"4620857.07",4.30,4.20
"4620857.08",8.40,10.50
"4620857.09",2.70,3.00
"4620857.1",3.30,2.70
"4620857.11",5.00,2.80
"4620857.12",5.00,6.00
"4620858.01",5.20,6.80
"4620858.02",9.10,11.90
"4620858.04",3.30,2.90
"4620858.05",3.80,3.70
"4620859.00",11.40,12.30
"4620860.01",6.50,7.80
"4620860.02",13.20,17.20
"4620861.00",16.50,13.90
"4620862.00",8.60,11.70
"4620863.01",5.40,3.80
"4620863.02",9.70,5.80
"4620864.00",4.30,2.70
"4620865.00",22.90,24.50
"4620866.00",22.70,20.00
"4620867.00",17.40,16.90
"4620868.01",9.20,9.50
"4620868.02",15.00,16.20
"4620869.00",4.80,5.60
"4620870.01",15.80,22.70
"4620870.02",13.70,11.90
"4620871.01",17.00,16.50
"4620871.02",9.00,6.70
"4620872.00",19.30,22.00
"4620873.01",24.50,28.10
"4620873.02",20.70,21.60
"4620874.00",18.30,16.90
"4620875.00",19.90,21.10
"4620876.01",26.60,34.40
"4620876.04",4.00,5.70
"4620876.05",5.90,6.50
"4620876.06",15.20,20.00
"4620876.07",5.20,4.30
"4620877.01",3.80,3.50
"4620877.02",12.10,14.40
"4620878.00",22.40,21.50
"4620879.01",20.20,15.30
"4620879.02",13.30,8.30
"4620880.00",15.90,11.30
"4620881.01",17.70,16.40
"4620881.02",17.80,15.80
"4620882.00",19.50,18.10
"4620883.00",15.60,12.10
"4620884.01",22.10,29.10
"4620884.02",18.90,20.40
"4620885.00",13.50,15.70
"4620886.01",7.30,6.50
"4620886.02",4.90,5.80
"4620886.03",13.50,12.20
"4620887.03",1.80,0.70
"4620887.04",4.90,4.50
"4620887.05",3.70,4.30
"4620887.06",1.40,1.90
"4620887.07",,
"4620888.01",2.70,3.00
"4620888.02",1.40,0.40
"4620888.03",2.00,1.20
"4620889.01",12.30,9.20
"4620889.02",3.30,3.80
"4620889.03",3.60,2.90
"4620900.00",4.80,5.60
"4620901.01",5.70,6.90
"4620901.02",2.70,2.20
"4620901.03",1.30,1.10
"4620902.00",3.00,2.80
"4620903.01",4.00,3.00
"4620903.04",3.50,3.50
"4620903.05",2.80,2.40
"4620903.08",3.60,2.30
"4620903.09",2.90,2.30
"4620903.1",2.50,1.80
"4620903.11",1.50,1.70
"4620903.12",2.20,2.40
"4620903.13",1.70,1.80
"4620903.14",2.60,1.20
"4620904.02",3.30,3.20
"4620904.03",1.20,0.40
"4620904.04",1.00,1.40
"4620904.05",2.10,2.20
"4620904.06",0.60,1.00
"4620926.01",7.20,7.70
"4620926.02",4.30,5.50
"4620929.01",3.10,3.70
"4620929.02",1.60,1.20
"4620930.02",2.80,2.60
"4620930.03",2.10,0.90
"4620930.04",3.00,1.50
"4621000.00",5.30,4.40
"4621001.00",4.70,5.10
"4621002.00",2.70,2.60
"4621003.00",1.80,1.80
"4621004.00",2.20,1.80
"4621005.00",2.50,1.90
"4621006.00",5.30,4.90
"4622001.00",3.20,3.10
"4622002.00",1.20,0.00
"4622003.00",,
"4622004.00",13.30,13.30
"4622005.00",12.10,14.00
"4622006.00",,
"4622007.00",27.40,23.10
"4622008.00",20.60,24.40
"4622009.00",4.90,3.90
"4622010.00",,
"4622011.00",22.60,28.30
"4622012.00",9.70,11.80
"4622013.00",4.50,5.90
"4622014.00",4.10,3.70
"4622015.00",15.20,20.40
"4622100.00",1.80,2.10
"4622101.00",2.90,0.00
"4622102.00",1.40,0.00
"4622103.00",1.80,1.60
"4622200.00",2.20,2.60
"4622201.00",2.30,2.50
"4622202.00",2.70,2.50
"4622203.00",2.70,2.40
"4622204.00",1.20,0.00
"4622205.00",3.40,3.20
"4622206.00",1.30,0.00
"4622207.00",1.10,2.80
"4622300.00",5.40,5.90
"4622301.00",15.10,13.80
"4622302.00",3.90,4.30
"4622303.00",,
"4622304.00",3.20,2.40
"4622400.00",3.70,2.90
"4622401.00",3.10,3.80
"4622402.00",2.20,1.40
"5050000.00",10.00,10.80
"5050001.01",33.00,40.40
"5050001.04",15.10,13.90
"5050001.05",12.30,19.40
"5050001.06",15.50,25.40
"5050001.07",16.50,26.20
"5050001.08",12.10,19.10
"5050002.01",5.10,5.40
"5050002.02",9.10,16.30
"5050002.04",6.50,18.90
"5050002.05",24.90,37.30
"5050002.06",7.10,9.90
"5050003.00",16.10,23.30
"5050004.00",25.70,23.40
"5050005.00",19.60,19.70
"5050006.00",5.10,3.60
"5050007.01",8.50,9.90
"5050007.02",39.40,49.60
"5050007.03",7.60,10.70
"5050008.00",11.90,16.60
"5050009.00",8.30,10.40
"5050010.00",31.30,43.30
"5050011.01",16.60,25.80
"5050011.03",32.70,45.20
"5050011.04",22.70,20.90
"5050012.00",31.90,44.30
"5050013.00",28.00,41.60
"5050014.00",46.80,54.60
"5050015.00",28.90,14.60
"5050016.00",6.60,5.90
"5050017.00",8.60,4.40
"5050018.00",8.30,6.00
"5050019.00",8.20,3.30
"5050020.01",27.50,30.00
"5050020.02",9.00,6.60
"5050021.00",18.80,26.60
"5050022.00",34.30,42.30
"5050023.01",13.90,10.20
"5050023.02",9.30,9.90
"5050024.00",12.50,7.60
"5050025.00",6.70,4.80
"5050026.00",16.70,23.10
"5050027.00",21.00,33.10
"5050028.00",16.80,27.00
"5050029.00",29.20,49.10
"5050030.00",20.50,28.70
"5050031.00",13.60,15.90
"5050032.01",13.00,10.40
"5050032.02",7.70,4.60
"5050033.01",8.10,7.00
"5050033.02",12.10,8.70
"5050034.00",4.10,4.60
"5050035.00",19.50,22.00
"5050036.00",6.60,3.20
"5050037.00",20.60,27.80
"5050038.00",27.00,34.70
"5050039.00",23.40,16.70
"5050040.00",19.80,21.20
"5050041.00",24.70,29.40
"5050042.00",34.80,37.50
"5050043.00",13.10,8.10
"5050044.00",4.00,2.70
"5050045.00",8.30,7.60
"5050046.00",23.60,26.80
"5050047.00",8.90,0.00
"5050048.00",16.30,35.20
"5050049.00",12.90,6.80
"5050050.00",,
"5050051.00",35.30,15.90
"5050052.00",19.60,9.30
"5050053.00",35.10,42.70
"5050054.00",23.30,40.90
"5050055.00",17.20,29.20
"5050056.00",30.20,36.20
"5050057.00",11.20,15.40
"5050058.00",8.70,7.20
"5050059.00",9.50,13.40
"5050060.00",22.40,31.20
"5050061.00",17.90,19.90
"5050062.01",15.80,24.40
"5050062.02",29.10,41.90
"5050100.00",33.70,47.40
"5050101.00",23.10,27.50
"5050102.00",25.10,28.60
"5050103.00",23.10,33.30
"5050104.00",19.00,23.00
"5050110.00",6.20,7.80
"5050120.01",2.70,0.00
"5050120.02",6.60,10.10
"5050120.03",8.30,12.80
"5050121.01",9.80,14.70
"5050121.02",17.40,23.90
"5050122.01",38.00,58.10
"5050122.02",11.90,17.50
"5050122.03",12.20,17.80
"5050123.01",26.30,42.90
"5050123.02",10.20,14.60
"5050124.01",7.20,9.70
"5050124.02",5.40,7.40
"5050124.03",3.10,3.60
"5050124.04",4.10,6.80
"5050125.01",5.50,7.90
"5050125.02",10.80,21.40
"5050125.03",4.20,6.70
"5050125.04",1.90,1.90
"5050125.05",3.60,5.30
"5050125.06",3.90,4.60
"5050125.07",6.90,11.40
"5050125.08",5.10,7.10
"5050125.09",7.40,12.00
"5050126.03",7.00,8.20
"5050126.04",4.00,5.60
"5050126.05",2.70,2.30
"5050126.06",3.60,3.40
"5050127.00",11.40,15.00
"5050130.01",4.30,3.80
"5050130.02",12.10,21.30
"5050131.01",13.30,14.90
"5050131.02",17.40,20.80
"5050132.00",21.80,29.70
"5050133.00",18.40,13.00
"5050134.00",9.30,8.70
"5050135.01",10.60,14.60
"5050135.02",5.80,5.40
"5050135.03",12.10,19.40
"5050136.01",5.40,8.60
"5050136.02",11.50,17.40
"5050137.02",8.90,13.60
"5050137.03",2.80,3.80
"5050137.04",5.20,5.70
"5050137.05",10.90,15.00
"5050138.00",24.10,36.70
"5050139.00",4.30,6.60
"5050140.01",,
"5050140.03",5.50,8.00
"5050140.04",2.70,3.70
"5050140.05",3.90,5.90
"5050140.06",3.00,3.40
"5050140.07",5.70,7.80
"5050141.04",2.90,3.60
"5050141.05",7.70,11.00
"5050141.08",4.20,4.60
"5050141.09",6.20,7.40
"5050141.1",4.30,5.00
"5050141.11",6.70,7.90
"5050141.12",8.00,9.10
"5050141.13",7.60,10.40
"5050141.14",3.50,3.50
"5050141.15",5.10,5.90
"5050151.03",1.60,1.30
"5050151.04",1.90,2.40
"5050151.05",1.40,1.50
"5050151.06",1.70,1.30
"5050151.07",2.80,2.60
"5050151.08",3.10,3.40
"5050151.09",1.70,0.90
"5050160.02",5.60,7.60
"5050160.03",4.10,4.60
"5050160.04",6.10,8.80
"5050160.05",3.00,2.60
"5050160.06",4.30,5.60
"5050160.07",3.30,4.50
"5050160.09",2.50,2.80
"5050160.1",3.60,4.00
"5050160.11",2.90,2.60
"5050161.03",3.50,4.10
"5050161.04",1.50,2.10
"5050161.05",1.80,1.90
"5050161.06",3.50,5.00
"5050162.01",3.70,5.40
"5050162.02",4.20,5.60
"5050170.01",4.30,6.60
"5050170.03",2.80,3.40
"5050170.04",3.10,4.30
"5050170.05",2.90,4.20
"5050170.08",2.10,2.70
"5050170.09",3.90,5.30
"5050170.1",4.50,5.30
"5050170.11",4.20,5.80
"5050170.12",3.20,4.00
"5050170.13",2.80,2.70
"5050171.03",2.70,2.30
"5050171.05",3.80,4.20
"5050171.06",3.00,3.70
"5050171.07",3.10,3.40
"5050171.09",5.40,6.80
"5050171.1",3.50,3.70
"5050180.01",3.10,3.40
"5050180.02",2.50,4.10
"5050181.01",2.00,1.50
"5050181.02",1.90,1.80
"5050182.00",1.70,1.80
"5050183.00",1.20,1.80
"5050184.00",2.20,2.60
"5050190.01",1.90,2.10
"5050190.02",1.80,1.70
"5050191.01",2.30,1.40
"5050191.02",2.00,1.90
"5050200.01",2.30,0.00
"5050200.02",3.00,3.30
"5050201.00",3.30,3.50
"5050300.00",1.90,1.70
"5050301.00",2.40,1.70
"5050302.00",2.70,3.40
"5050400.00",2.60,2.10
"5050500.00",17.90,21.40
"5050501.00",33.10,33.30
"5050502.00",26.10,16.70
"5050503.00",31.90,33.90
"5050504.01",14.10,16.10
"5050504.03",5.70,5.00
"5050504.04",8.70,10.70
"5050504.05",4.30,4.80
"5050505.00",18.60,17.80
"5050506.00",16.80,19.30
"5050507.00",33.80,38.00
"5050508.00",34.70,41.30
"5050509.00",20.00,21.80
"5050510.01",16.80,17.90
"5050510.02",17.60,16.70
"5050511.01",24.10,33.30
"5050511.02",5.70,6.00
"5050600.00",28.70,28.60
"5050601.01",20.90,23.40
"5050601.02",7.50,10.10
"5050601.03",16.60,21.40
"5050602.01",12.80,18.10
"5050602.02",15.20,16.50
"5050602.03",11.30,20.70
"5050610.01",24.70,27.80
"5050610.02",17.70,22.70
"5050611.00",13.40,19.50
"5050612.01",16.20,18.80
"5050612.02",5.40,6.10
"5050613.01",6.00,7.90
"5050613.03",5.70,6.50
"5050613.04",10.40,11.70
"5050613.05",4.20,4.50
"5050620.01",2.70,2.50
"5050620.03",4.40,3.10
"5050620.04",6.60,9.00
"5050630.01",5.80,6.80
"5050630.02",17.30,24.90
"5050631.00",4.90,4.80
"5050700.01",3.70,2.00
"5050700.03",3.00,1.90
"5050700.04",1.90,1.50
"5050710.01",4.90,5.30
"5050710.02",2.90,2.10
"5050711.00",3.30,3.50
"5050712.00",10.30,10.10
"5050800.00",14.30,18.00
"5050810.01",9.80,11.40
"5050810.02",16.40,19.30
"5050811.01",5.70,5.00
"5050811.02",10.20,9.00
"5050820.00",4.30,4.70
"5050821.01",4.20,4.70
"5050821.02",5.00,4.60
"5050822.02",1.90,1.80
"5050822.03",4.00,4.40
"5050822.05",6.80,7.40
"5050822.06",4.80,5.40
"5050840.00",7.20,9.00
"5050841.03",3.30,2.60
"5050841.04",3.90,5.00
"5050841.06",2.20,0.70
"5050841.07",2.50,1.90
"5050850.00",4.00,2.60
"5050900.00",6.90,0.00
"5050901.00",2.00,0.80
"5050902.00",5.00,0.00
"5050903.00",4.70,0.00
"5050904.00",8.50,6.70
"5050905.00",6.20,12.00
"5050906.00",7.00,8.80
"5050907.00",1.20,0.00
"5050908.00",2.30,0.00
