"COL0","COL1","COL2"
"24380040",4.90,0.00
"24380041",5.10,5.00
"24380042",4.40,0.00
"24380043",3.10,12.50
"24380044",3.20,0.00
"24380045",2.20,6.30
"24380046",3.10,5.60
"24380047",6.40,7.10
"24380048",2.90,0.00
"24380049",4.90,0.00
"24380050",5.20,0.00
"24380051",1.90,0.00
"24380052",4.70,5.60
"24380053",,
"24380055",6.30,4.50
"24380056",3.40,0.00
"24380057",0.80,0.00
"24380060",9.30,0.00
"24380061",5.70,0.00
"24380062",1.00,0.00
"24380063",3.00,2.40
"24380064",1.40,0.00
"24380065",,
"24380066",2.70,0.00
"24380067",8.30,10.00
"24380068",8.10,18.20
"24380069",6.90,11.80
"24380070",4.40,0.00
"24380071",1.30,0.00
"24380072",5.80,0.00
"24380073",3.20,0.00
"24380074",5.60,0.00
"24380075",3.80,0.00
"24380076",,
"24380077",1.10,0.00
"24380079",3.00,1.60
"2439",5.90,5.00
"24390086",5.20,0.00
"24390087",3.10,0.00
"24390088",5.40,6.30
"24390089",2.20,0.00
"24390090",4.90,4.50
"24390091",2.50,2.50
"24390093",19.80,16.70
"24390094",6.30,10.00
"24390095",4.30,5.90
"24390096",6.10,0.00
"24390097",12.60,21.70
"24390098",23.10,22.20
"24390099",16.70,7.70
"24390100",31.30,57.10
"24390101",26.30,12.50
"24390102",21.10,41.70
"24390103",22.00,0.00
"24390104",23.30,0.00
"24390105",16.00,12.50
"24390106",21.30,38.50
"24390107",9.50,0.00
"24390108",8.50,4.30
"24390109",5.10,9.50
"24390110",14.50,30.00
"24390111",21.70,30.00
"24390112",2.20,0.00
"24390113",7.50,5.60
"24390114",0.00,0.00
"24390115",10.80,25.00
"24390116",26.10,28.60
"24390117",9.80,0.00
"24390118",27.80,28.60
"24390119",9.70,13.30
"24390120",13.60,7.70
"24390121",19.30,26.90
"24390122",,
"24390123",8.60,11.80
"24390124",,
"24390125",13.40,10.00
"24390126",3.70,0.00
"24390127",6.50,4.50
"24390128",6.60,8.30
"24390129",5.80,0.00
"24390130",2.90,3.30
"24390131",1.80,0.00
"24390132",2.00,0.00
"24390133",1.90,0.00
"24390134",5.20,13.00
"24390135",1.00,0.00
"24390136",2.30,0.00
"24390137",3.80,16.70
"24390138",6.20,10.00
"24390139",8.50,8.70
"24390140",4.00,5.90
"24390141",3.50,5.30
"24390142",1.30,0.00
"24390143",8.50,6.30
"24390144",14.50,7.10
"24390145",5.60,2.70
"24390146",5.00,6.30
"24390147",2.50,2.30
"24390148",4.10,6.70
"24390149",1.40,0.00
"24390150",2.80,3.40
"24390151",3.90,3.00
"24390152",2.20,3.30
"24390153",3.70,6.70
"24390154",2.30,3.10
"24390155",9.70,19.20
"24390156",5.90,6.30
"24390157",1.90,3.40
"24390158",4.20,2.40
"24390159",2.90,0.00
"24390160",5.40,10.00
"24390161",5.30,8.30
"24390162",1.40,0.00
"24390163",1.20,0.00
"24390164",0.00,0.00
"24390165",3.40,6.30
"24390166",1.30,0.00
"24390167",1.40,0.00
"24390168",3.10,5.00
"24390169",2.40,3.10
"24390170",3.30,4.00
"24390171",0.00,0.00
"24390172",1.80,0.00
"24390173",4.20,5.00
"24390174",4.10,6.30
"24390175",2.40,0.00
"24390176",2.70,3.80
"24390177",2.00,0.00
"24390178",2.30,0.00
"24390179",2.40,0.00
"24390180",3.70,6.70
"24390181",0.80,0.00
"24390182",3.20,5.60
"24390183",4.80,6.30
"24390184",7.10,0.00
"24390185",10.10,13.30
"24390186",3.60,3.20
"24390187",6.50,9.10
"24390188",1.10,0.00
"24390189",1.40,0.00
"24390190",2.40,4.30
"24390191",2.40,9.50
"24390192",1.70,3.70
"24390193",2.10,0.00
"24390194",1.40,0.00
"24390195",3.60,0.00
"24390196",4.20,5.30
"24390197",5.90,4.20
"24390198",4.30,0.00
"24390199",4.10,3.00
"24390200",5.00,0.00
"24390201",2.60,0.00
"24390202",4.70,0.00
"24390203",7.60,20.00
"24390204",5.20,3.80
"24390205",2.30,0.00
"24390206",2.30,0.00
"24390207",4.00,6.30
"24390208",3.80,5.30
"24390209",1.60,7.10
"24390210",2.20,0.00
"24390211",6.10,0.00
"24390212",3.60,5.90
"24390213",2.40,6.30
"24390214",,
"24390215",4.30,3.40
"24390216",3.10,0.00
"24390217",14.90,16.70
"24390218",3.80,0.00
"24390219",6.10,0.00
"24390220",3.90,0.00
"24390221",2.10,2.90
"24390222",0.00,0.00
"2440",6.40,5.20
"24400023",4.80,4.30
"24400024",7.60,8.70
"24400025",3.90,0.00
"24400026",4.70,6.30
"24400027",5.40,0.00
"24400028",6.30,9.10
"24400029",20.00,25.00
"24400030",9.60,12.50
"24400031",11.50,17.60
"24400032",8.70,9.50
"24400033",12.00,6.30
"24400034",4.20,4.50
"24400035",10.10,7.70
"24400036",3.70,4.20
"24400037",2.90,7.70
"24400038",6.10,0.00
"24400039",2.70,0.00
"24400040",8.80,5.00
"24400041",5.20,4.50
"24400042",3.30,0.00
"24400043",6.30,0.00
"24400044",8.50,8.30
"24400045",6.80,0.00
"24400046",4.50,11.10
"24400047",4.00,6.30
"24400048",3.00,4.30
"24400049",1.10,0.00
"24400050",3.20,0.00
"24400051",3.80,0.00
"24400052",,
"2441",4.70,3.90
"24410037",5.60,10.00
"24410038",4.50,0.00
"24410039",6.10,16.70
"24410040",9.30,7.10
"24410041",5.70,6.30
"24410042",3.10,0.00
"24410043",2.30,0.00
"24410044",4.30,4.00
"24410045",6.50,4.50
"24410046",0.90,5.30
"24410047",7.10,0.00
"24410048",6.80,5.60
"24410049",4.00,9.10
"24410050",5.80,3.70
"24410051",6.50,9.40
"24410052",8.20,9.10
"24410053",1.30,0.00
"24410054",1.10,0.00
"24410055",2.20,2.40
"24410056",8.70,9.50
"24410057",4.00,6.10
"24410058",5.80,13.60
"24410059",7.10,11.10
"24410060",4.20,0.00
"24410061",4.40,0.00
"24410062",6.20,0.00
"24410063",9.10,25.00
"24410064",7.80,7.10
"24410065",,
"24410066",8.40,7.10
"24410067",5.90,0.00
"24410068",4.00,0.00
"24410069",2.20,0.00
"24410070",1.70,0.00
"24410071",1.90,5.30
"24410072",3.60,0.00
"24410073",5.30,4.20
"24410074",2.00,2.90
"24410075",3.90,3.80
"24410076",2.70,1.90
"2442",3.80,2.80
"24420040",5.40,7.10
"24420041",0.90,4.20
"24420042",5.30,5.60
"24420043",6.00,0.00
"24420044",18.50,23.10
"24420045",3.20,0.00
"24420046",6.70,6.70
"24420047",4.20,0.00
"24420048",1.10,0.00
"24420049",4.60,7.40
"24420050",4.20,0.00
"24420051",4.90,0.00
"24420052",3.70,0.00
"24420053",,
"24420054",0.80,0.00
"24420055",1.60,0.00
"24420056",4.30,0.00
"24420057",0.00,0.00
"24420058",7.50,6.70
"24420059",6.50,10.00
"24420060",21.50,13.30
"24420061",3.60,4.00
"24420062",3.50,0.00
"24420063",2.40,6.30
"24420064",1.60,0.00
"24420065",3.30,4.20
"24420066",4.20,4.00
"24420067",0.60,0.00
"24420068",0.70,0.00
"24420069",2.60,2.70
"24420070",2.60,0.00
"24420071",1.40,0.00
"24420072",3.10,4.80
"24420073",1.50,0.00
"24420074",2.30,0.00
"24420075",3.80,3.80
"24420076",4.00,0.00
"24420077",10.30,5.90
"24420078",2.20,5.30
"24420080",9.20,5.00
"24420081",4.90,0.00
"24420082",2.40,0.00
"24420083",7.50,12.50
"24420084",4.10,0.00
"24420085",4.60,3.60
"24420086",1.60,0.00
"24420087",4.00,9.50
"24420088",2.10,5.00
"24420090",2.40,3.70
"24420091",3.60,3.80
"24420092",3.50,0.00
"24420093",1.50,0.00
"24420094",1.10,0.00
"24420095",3.30,0.00
"24420096",3.00,0.00
"24420097",7.30,11.10
"24420099",1.60,0.00
"2443",10.20,8.20
"24430011",6.20,10.50
"24430012",18.70,18.90
"24430013",21.60,36.40
"24430014",14.60,18.20
"24430015",14.00,11.10
"24430016",25.00,40.00
"24430017",27.10,11.10
"24430018",16.00,18.20
"24430019",23.40,22.20
"24430020",55.20,60.00
"24430021",44.70,63.60
"24430022",12.20,13.80
"24430023",36.40,41.70
"24430024",14.70,19.00
"24430025",19.50,34.20
"24430026",13.70,9.70
"24430027",25.50,38.10
"24430028",,
"24430029",13.00,14.30
"24430030",8.30,0.00
"24430031",17.40,36.40
"24430032",14.80,8.30
"24430033",14.60,9.10
"24430034",25.00,25.00
"24430035",12.40,13.30
"24430036",35.90,25.00
"24430037",32.80,30.00
"24430038",43.50,20.00
"24430039",40.50,27.30
"24430040",46.90,100.00
"24430041",46.20,60.00
"24430042",43.70,33.30
"24430043",25.20,7.70
"24430044",23.20,25.00
"24430045",8.00,7.10
"24430046",,
"24430047",15.50,21.40
"24430048",8.20,7.10
"24430049",8.80,16.70
"24430050",9.50,13.30
"24430051",11.00,5.90
"24430052",10.80,0.00
"24430053",7.40,7.70
"24430054",3.70,8.70
"24430055",22.90,15.40
"24430057",7.50,5.60
"24430058",10.00,12.50
"24430059",13.10,9.10
"24430060",10.00,15.40
"24430061",14.70,20.00
"24430064",6.30,0.00
"24430066",4.30,0.00
"24430067",5.60,5.00
"24430069",12.30,16.70
"24430070",22.80,36.40
"24430071",9.90,0.00
"24430072",12.80,23.50
"24430073",12.10,28.60
"24430074",10.10,13.60
"24430075",3.40,6.50
"24430077",4.40,0.00
"24430078",1.90,6.70
"24430079",1.30,5.00
"24430080",1.40,0.00
"24430081",4.20,5.70
"24430082",4.90,5.90
"24430083",8.30,16.70
"24430084",9.80,13.60
"24430085",21.50,10.00
"24430086",29.40,17.60
"24430087",42.70,66.70
"24430088",44.60,14.30
"24430089",3.60,4.90
"24430091",3.10,0.00
"24430092",3.40,14.30
"24430094",5.40,0.00
"24430119",6.30,11.10
"24430120",4.20,4.80
"24430121",18.30,14.30
"24430122",20.00,8.30
"24430123",2.30,5.60
"24430124",16.70,13.30
"24430125",9.80,6.30
"24430126",17.00,15.40
"24430127",34.40,14.30
"24430128",31.90,0.00
"24430129",39.40,16.70
"24430130",23.90,18.20
"24430131",16.70,9.10
"24430132",6.90,16.70
"24430133",11.90,9.10
"24430134",25.80,22.20
"24430135",17.70,10.00
"24430136",24.20,18.20
"24430137",27.90,28.90
"24430138",24.30,27.30
"24430139",23.20,21.10
"24430147",20.00,23.50
"24430148",27.30,25.00
"24430149",17.00,30.00
"24430150",16.90,16.70
"24430151",22.30,16.70
"24430152",17.00,25.00
"24430153",31.90,25.00
"24430154",40.40,50.00
"24430155",37.50,28.60
"24430156",22.90,23.10
"24430157",21.00,9.40
"24430158",11.50,7.10
"24430159",10.70,7.10
"24430160",24.70,7.70
"24430161",29.30,39.10
"24430162",18.50,10.00
"24430163",12.30,0.00
"24430164",11.30,0.00
"24430165",15.20,14.30
"24430166",15.20,15.40
"24430167",5.40,0.00
"24430168",39.20,12.50
"24430169",8.30,7.50
"24430172",11.10,20.70
"24430173",5.50,14.30
"24430174",29.80,43.90
"24430175",5.70,9.10
"24430176",16.70,0.00
"24430177",11.00,14.30
"24430178",9.20,7.70
"24430179",5.30,0.00
"24430180",12.40,22.20
"24430207",2.30,0.00
"24430217",10.80,6.30
"24430218",20.00,27.30
"24430220",4.90,12.50
"24430221",2.90,0.00
"24430222",4.10,4.90
"24430223",6.40,4.20
"24430224",1.00,0.00
"24430225",0.50,0.00
"24430226",3.50,6.50
"24430227",5.30,3.00
"24430228",4.80,10.50
"24430229",1.00,1.50
"24430230",6.30,8.00
"24430231",1.10,5.00
"24430232",1.70,0.00
"24430233",7.50,0.00
"24430234",1.40,0.00
"24430235",1.00,0.00
"24430236",2.80,5.30
"24430237",3.30,3.30
"24430238",3.40,6.90
"24430239",3.00,4.50
"24430240",11.60,12.00
"24430241",18.90,27.30
"24430242",3.80,4.50
"24430243",9.40,8.50
"24430244",5.80,4.50
"24430245",6.90,11.10
"24430246",4.80,3.80
"24430247",3.50,8.30
"24430248",1.90,0.00
"24430249",1.80,0.00
"24430250",1.70,0.00
"24430251",0.00,0.00
"24430252",6.70,10.00
"24430253",1.10,0.00
"24430254",2.30,0.00
"24430255",0.80,0.00
"24430256",2.70,4.40
"24430257",3.90,4.50
"24430258",3.30,0.00
"24430259",3.10,5.90
"24430260",2.20,3.40
"24430261",21.90,5.30
"24430262",7.90,0.00
"24430263",7.50,3.10
"24430264",9.50,3.70
"24430265",26.50,26.30
"24430266",14.60,10.30
"24430267",5.10,4.50
"24430268",2.00,0.00
"24430269",15.90,19.20
"24430270",37.50,50.00
"24430271",30.20,21.40
"24430272",38.80,45.00
"24430273",17.80,10.00
"24430274",17.90,11.10
"24430275",26.40,35.30
"24430276",6.30,6.70
"24430277",1.00,0.00
"24430278",2.20,0.00
"24430279",,
"24430280",4.10,3.10
"24430281",2.90,5.30
"24430282",1.00,0.00
"24430283",2.70,0.00
"24430284",6.70,6.30
"24430285",3.50,3.20
"24430286",0.00,0.00
"24430287",1.10,0.00
"24430288",1.80,1.60
"24430289",7.50,7.10
"24430290",3.00,8.70
"24430291",1.90,0.00
"24430292",5.90,9.40
"24430293",7.50,12.00
"24430294",5.80,8.70
"24430295",3.00,2.20
"24430296",1.80,0.00
"24430297",2.20,4.80
"24430298",2.40,9.10
"24430299",2.30,0.00
"24430300",7.70,9.10
"24430301",2.00,1.70
"24430302",3.30,5.80
"24430303",3.50,1.80
"24430304",2.90,3.00
"24430305",2.20,0.00
"24430306",1.50,1.60
"24430307",2.10,0.00
"24430308",2.20,8.30
"24430309",4.50,5.10
"24430310",3.90,0.00
"24430311",1.30,1.20
"24430312",2.50,3.60
"24430314",1.30,2.30
"24430315",2.80,4.10
"24430317",0.60,0.00
"24430318",2.40,0.00
"24430319",1.30,0.00
"24430322",,
"24430323",0.90,1.00
"24430324",1.10,0.00
"24430325",2.10,0.00
"24430326",7.50,6.70
"24430327",1.30,0.00
"24430328",3.50,6.70
"24430329",0.80,0.00
"24430330",,
"24430331",1.60,0.00
"24430332",0.60,0.00
"24430333",1.40,2.60
"24430334",2.90,4.70
"24430335",,
"24430336",13.00,16.70
"24430338",2.10,1.80
"24430339",1.90,0.00
"24430340",18.30,11.10
"24430342",1.70,0.00
"2444",3.40,2.50
"24440031",5.90,10.00
"24440032",1.90,0.00
"24440033",1.60,0.00
"24440034",3.00,4.20
"24440035",1.50,0.00
"24440036",1.90,0.00
"24440037",3.10,0.00
"24440038",3.10,0.00
"24440039",1.20,0.00
"24440040",4.20,3.20
"24440041",2.20,5.00
"24440042",6.60,9.50
"24440043",6.30,4.50
"24440044",4.80,6.70
"24440045",12.80,12.50
"24440046",4.80,6.30
"24440047",3.70,4.80
"24440048",2.00,0.00
"24440049",0.90,0.00
"24440050",7.70,5.90
"24440051",0.80,0.00
"24440052",11.10,14.30
"24440053",2.80,0.00
"24440054",5.20,0.00
"24440055",1.00,0.00
"24440056",0.00,0.00
"24440057",3.70,0.00
"24440058",4.30,5.60
"24440059",2.60,0.00
"24440060",,
"24440061",4.30,2.60
"24440062",1.50,0.00
"24440063",5.60,8.30
"24440064",,
"24440065",3.20,4.50
"24440066",2.00,0.00
"2445",4.90,4.20
"24450076",2.00,3.80
"24450077",2.50,3.80
"24450078",2.00,0.00
"24450079",3.50,6.30
"24450080",0.70,0.00
"24450081",0.80,4.20
"24450082",1.60,0.00
"24450083",18.50,19.20
"24450084",1.10,0.00
"24450085",7.00,0.00
"24450086",10.50,0.00
"24450087",28.40,25.00
"24450088",7.20,0.00
"24450089",16.00,13.30
"24450090",25.50,28.60
"24450091",22.80,27.30
"24450092",9.60,7.10
"24450093",4.30,12.50
"24450094",2.60,0.00
"24450095",9.10,7.70
"24450096",16.90,17.60
"24450097",5.90,4.50
"24450098",6.10,8.60
"24450099",3.80,0.00
"24450100",6.30,4.80
"24450101",2.50,0.00
"24450102",4.80,5.90
"24450103",1.20,0.00
"24450104",2.10,4.00
"24450105",2.50,2.50
"24450106",1.80,0.00
"24450107",5.80,0.00
"24450108",2.60,2.90
"24450109",0.80,0.00
"24450110",1.90,0.00
"24450111",4.30,3.80
"24450112",2.30,0.00
"24450113",3.40,4.30
"24450114",3.10,4.20
"24450115",2.90,4.10
"24450116",1.60,0.00
"24450118",2.30,0.00
"24450119",2.90,0.00
"24450120",2.10,0.00
"24450121",4.80,5.90
"24450122",3.40,3.70
"24450123",2.20,0.00
"24450124",,
"24450125",7.10,0.00
"24450126",10.60,7.10
"24450127",2.50,0.00
"24450128",3.30,12.50
"24450129",3.20,7.70
"24450130",3.80,4.30
"24450131",3.20,0.00
"24450132",17.40,7.70
"24450133",3.30,4.30
"24450134",3.10,0.00
"24450135",1.70,0.00
"24450136",3.30,7.10
"24450137",3.10,0.00
"24450138",7.10,5.60
"24450139",2.40,0.00
"24450140",3.20,4.00
"24450141",5.30,7.10
"24450142",,
"24450143",6.70,10.00
"24450144",5.60,8.30
"24450145",2.00,3.80
"24450146",3.40,6.30
"24450147",6.00,8.00
"24450148",6.00,3.60
"24450149",10.40,5.00
"24450150",10.40,5.00
"24450151",9.10,12.50
"24450152",7.00,5.00
"24450153",6.30,5.60
"24450154",3.10,7.70
"24450155",3.90,0.00
"2446",5.20,5.30
"24460071",4.70,11.10
"24460072",2.30,0.00
"24460073",3.00,6.30
"24460074",3.00,5.60
"24460075",8.40,17.60
"24460076",5.30,10.00
"24460077",4.70,7.70
"24460078",2.40,0.00
"24460079",3.40,0.00
"24460080",4.00,0.00
"24460081",4.00,0.00
"24460082",3.30,0.00
"24460083",2.60,6.30
"24460084",3.30,3.00
"24460085",2.10,0.00
"24460086",1.10,0.00
"24460087",6.90,11.10
"24460088",5.40,7.70
"24460089",5.60,7.70
"24460090",2.50,7.70
"24460091",2.30,2.40
"24460092",7.40,8.60
"24460093",1.80,0.00
"24460094",15.90,9.10
"24460095",18.10,20.00
"24460096",10.30,5.90
"24460097",9.40,14.30
"24460098",13.10,14.30
"24460099",5.40,5.90
"24460100",6.60,11.80
"24460101",8.80,9.10
"24460102",14.90,21.10
"24460103",5.80,8.70
"24460104",,
"24460105",,
"24460106",,
"24460107",,
"24460108",1.80,0.00
"24460109",2.20,5.00
"24460110",1.80,0.00
"24460111",6.60,6.70
"24460112",5.40,10.00
"24460113",1.30,0.00
"24460114",5.60,10.00
"24460115",1.00,0.00
"24460116",2.10,0.00
"24460117",14.70,7.70
"24460118",6.90,8.00
"24460119",5.10,6.70
"24460120",13.90,18.20
"24460121",6.20,10.50
"24460122",13.00,9.10
"24460123",9.80,19.00
"24460124",10.30,10.50
"24460125",3.10,2.20
"24460126",2.10,5.00
"24460127",3.30,3.20
"24460128",2.30,0.00
"24460129",2.20,0.00
"24460130",3.00,8.30
"24460131",6.20,6.70
"24460132",8.80,13.30
"24460133",16.00,4.00
"24460134",3.80,5.30
"24460135",7.10,0.00
"24460136",4.50,9.10
"24460137",3.60,0.00
"24460138",3.90,0.00
"24460139",1.50,10.00
"24460140",4.00,5.90
"24460141",1.50,0.00
"24460142",1.30,0.00
"24460143",3.20,5.60
"24460144",5.30,6.70
"24460145",1.90,0.00
"24460146",4.20,4.30
"24460147",2.80,0.00
"24460148",3.80,10.50
"24460149",3.50,6.30
"24460150",4.70,6.70
"24460151",2.40,0.00
"24460152",7.80,14.30
"24460153",3.80,0.00
"24460154",5.00,13.30
"24460155",6.40,0.00
"24460156",5.40,0.00
"24460157",4.50,0.00
"24460158",6.20,5.90
"24460159",4.00,4.80
"24460160",5.00,6.70
"24460161",3.70,0.00
"24460162",2.80,2.50
"24460163",6.30,4.50
"24460164",2.80,2.40
"24460165",6.10,0.00
"24460166",29.30,38.90
"24460250",3.40,0.00
"24460251",2.40,0.00
"24460252",1.50,0.00
"24460253",3.00,2.60
"24460254",3.30,3.80
"24460255",1.90,2.50
"24460256",1.60,1.40
"24460257",3.20,1.80
"24460258",4.80,4.80
"24460259",9.80,18.50
"2447",6.20,5.80
"24470097",3.60,0.00
"24470098",3.10,0.00
"24470099",6.30,7.40
"24470100",4.60,0.00
"24470101",2.20,0.00
"24470102",2.60,0.00
"24470103",0.90,0.00
"24470104",3.10,2.40
"24470105",2.00,0.00
"24470106",6.90,6.70
"24470107",3.40,0.00
"24470108",6.80,13.00
"24470109",17.40,10.00
"24470110",6.30,0.00
"24470111",16.70,13.30
"24470112",4.00,3.60
"24470113",9.70,13.30
"24470114",6.10,5.90
"24470115",2.50,0.00
"24470116",2.70,3.40
"24470117",2.40,0.00
"24470118",2.00,0.00
"24470119",2.10,2.80
"24470120",2.70,3.70
"24470121",1.50,0.00
"24470122",2.10,2.20
"24470123",1.00,0.00
"24470124",4.20,6.70
"24470125",2.80,3.10
"24470126",3.50,0.00
"24470127",1.80,2.40
"24470128",3.10,0.00
"24470129",17.20,34.80
"24470130",1.40,0.00
"24470131",2.50,0.00
"24470132",11.00,25.00
"24470133",4.90,6.70
"24470134",9.70,16.70
"24470135",17.20,22.20
"24470136",10.80,4.80
"24470137",31.20,30.00
"24470138",34.90,25.00
"24470139",29.60,14.30
"24470140",28.60,25.00
"24470141",21.00,16.70
"24470142",25.60,35.70
"24470143",14.90,20.00
"24470144",14.70,14.30
"24470145",19.00,20.00
"24470146",12.60,23.50
"24470147",11.20,8.30
"24470148",4.20,4.80
"24470149",2.10,0.00
"24470150",1.10,0.00
"24470151",1.30,5.30
"24470152",11.20,22.20
"24470153",19.30,33.30
"24470154",23.80,40.00
"24470155",13.80,18.20
"24470156",0.00,0.00
"24470157",15.60,19.40
"24470158",10.40,8.30
"24470159",2.40,0.00
"24470160",1.30,0.00
"24470161",1.20,0.00
"24470162",8.40,6.70
"24470163",,
"24470164",20.20,22.20
"24470165",10.20,11.10
"24470166",11.50,6.70
"24470167",0.00,0.00
"24470168",8.00,14.30
"24470169",3.50,6.70
"24470170",6.70,12.50
"24470171",2.30,3.30
"24470172",10.50,11.10
"24470173",11.70,20.00
"24470174",21.10,20.00
"24470175",27.00,25.00
"24470176",33.60,35.70
"24470177",6.50,5.60
"24470178",5.70,11.80
"24470179",,
"24470180",1.80,1.90
"24470181",2.80,5.00
"24470182",6.40,7.40
"24470183",0.00,0.00
"24470184",0.00,0.00
"24470185",4.30,7.30
"24470186",1.20,5.90
"24470187",2.50,5.00
"24470188",2.50,4.00
"24470189",1.30,0.00
"24470190",2.20,2.90
"24470191",2.50,2.70
"24470192",6.30,5.30
"24470193",3.40,0.00
"24470194",3.40,9.10
"24470195",3.80,0.00
"24470196",3.60,0.00
"24470197",4.70,0.00
"24470198",6.90,0.00
"24470199",14.40,7.10
"24470200",4.50,6.70
"24470201",3.70,6.70
"24470202",9.10,11.80
"24470203",4.70,0.00
"24470204",4.10,0.00
"24470205",1.10,0.00
"24470206",2.20,0.00
"24470207",3.10,0.00
"24470208",2.50,0.00
"24470209",0.00,0.00
"24470210",1.10,0.00
"24470211",3.40,7.70
"24470212",1.20,0.00
"24470213",2.90,4.50
"24470214",0.70,2.30
"24470215",2.30,0.00
"24470216",0.80,0.00
"24470217",1.00,0.00
"24470218",1.00,5.60
"24470219",1.10,0.00
"24470220",0.90,0.00
"24470221",1.60,3.70
"24470222",3.30,0.00
"24470223",2.20,0.00
"24470224",11.10,11.10
"24470225",10.70,16.70
"24470226",16.50,11.80
"24470227",12.50,16.70
"24470228",12.50,13.60
"24470229",6.40,6.70
"24470230",6.30,14.30
"24470231",6.30,0.00
"24470232",5.30,6.70
"24470233",15.10,7.10
"24470234",7.30,10.00
"24470235",8.30,13.30
"24470236",2.30,0.00
"24470237",4.80,5.00
"24470238",2.60,2.40
"24470239",2.10,4.80
"24470240",2.40,4.00
"24470241",2.00,0.00
"24470242",8.40,14.30
"24470243",5.60,6.30
"24470244",0.00,0.00
"24470245",1.10,4.00
"24470246",1.40,0.00
"24470247",1.10,0.00
"24470248",1.00,0.00
"24470249",1.10,0.00
"24470260",2.70,0.00
"24470261",10.40,10.00
"2448",4.70,2.80
"24480024",2.50,0.00
"24480025",3.10,4.80
"24480026",2.10,5.00
"24480027",1.20,0.00
"24480028",4.20,4.80
"24480029",3.10,0.00
"24480030",3.80,3.70
"24480031",5.80,0.00
"24480032",4.10,5.30
"24480033",4.00,0.00
"24480034",7.60,4.30
"24480035",5.10,6.70
"24480036",13.50,10.50
"24480037",14.40,15.40
"24480038",3.30,0.00
"24480039",2.10,5.60
"24480040",5.10,6.70
"24480041",4.60,6.10
"24480042",12.10,11.10
"24480043",5.10,0.00
"24480044",2.60,4.00
"24480045",3.50,0.00
"24480046",3.50,0.00
"24480047",9.30,9.50
"24480048",4.90,5.90
"24480049",4.30,5.00
"24480050",5.90,0.00
"24480051",2.70,0.00
"24480052",4.60,0.00
"24480053",1.90,0.00
"24480054",1.90,3.70
"2449",7.10,5.90
"24490132",0.70,0.00
"24490133",0.60,0.00
"24490134",1.60,0.00
"24490135",2.20,0.00
"24490136",3.50,0.00
"24490137",12.60,10.50
"24490138",6.80,7.10
"24490139",4.40,7.10
"24490140",2.50,0.00
"24490141",9.70,14.30
"24490142",7.30,11.80
"24490143",2.90,0.00
"24490144",1.00,0.00
"24490145",13.30,16.70
"24490146",3.90,7.10
"24490147",11.10,16.70
"24490148",7.60,7.10
"24490149",5.30,10.00
"24490150",3.00,3.20
"24490151",3.60,6.30
"24490152",11.10,11.10
"24490153",3.60,0.00
"24490154",7.70,7.10
"24490155",14.10,0.00
"24490156",5.30,6.70
"24490157",4.80,5.90
"24490158",2.70,4.10
"24490159",2.10,3.30
"24490160",3.30,0.00
"24490161",4.80,0.00
"24490162",6.80,13.30
"24490163",3.10,2.70
"24490164",14.00,17.60
"24490165",12.00,10.00
"24490166",14.30,25.00
"24490167",11.50,20.00
"24490168",19.60,23.50
"24490169",2.40,10.00
"24490170",8.80,0.00
"24490171",9.50,5.90
"24490172",10.30,0.00
"24490173",5.90,7.70
"24490174",13.30,0.00
"24490175",3.70,0.00
"24490176",2.10,0.00
"24490177",1.90,3.80
"24490178",4.80,8.30
"24490179",12.10,15.00
"24490180",11.80,15.80
"24490181",5.00,4.80
"24490182",6.70,14.30
"24490183",4.80,0.00
"24490184",12.20,11.80
"24490185",1.90,0.00
"24490186",1.10,0.00
"24490187",2.60,2.10
"24490188",2.40,1.80
"24490189",3.20,4.00
"24490190",2.00,0.00
"24490191",3.20,3.90
"24490192",4.40,0.00
"24490193",3.40,0.00
"24490194",2.40,0.00
"24490195",4.40,0.00
"24490196",4.50,8.30
"24490197",5.40,5.90
"24490198",6.60,3.40
"24490199",4.70,6.70
"24490200",3.40,0.00
"24490201",5.10,4.50
"24490202",2.30,0.00
"24490203",2.80,1.70
"24490204",0.80,0.00
"24490205",3.20,0.00
"24490206",2.90,3.00
"24490207",1.70,2.00
"24490208",0.00,0.00
"24490209",2.10,1.80
"24490210",2.30,6.30
"24490211",1.70,1.20
"24490212",16.90,24.00
"24490213",13.10,27.80
"24490214",6.90,11.10
"24490215",3.90,0.00
"24490216",2.60,2.40
"24490217",2.90,0.00
"24490218",4.10,4.20
"24490219",3.20,0.00
"24490220",3.90,0.00
"24490221",3.10,0.00
"24490222",1.90,0.00
"24490223",3.80,0.00
"24490224",3.30,4.80
"24490225",3.30,0.00
"24490226",3.30,0.00
"24490227",6.30,4.30
"24490228",4.20,7.70
"24490229",4.50,0.00
"24490230",6.50,0.00
"24490231",2.70,0.00
"24490232",5.50,0.00
"24490233",3.20,0.00
"24490234",2.40,0.00
"24490235",4.30,0.00
"24490236",1.70,0.00
"24490237",4.00,0.00
"24490238",1.70,0.00
"24490239",2.40,0.00
"24490240",,
"24490241",3.40,0.00
"24490242",4.30,4.50
"24490243",6.80,4.50
"24490244",7.70,5.00
"24490245",2.10,2.40
"24490246",1.80,0.00
"24490247",2.20,0.00
"24490248",1.00,0.00
"24490249",1.00,0.00
"24490250",3.40,1.80
"24490251",3.60,0.00
"24490252",4.40,5.60
"24490253",10.90,0.00
