"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33","COL34","COL35","COL36","COL37"
"1001101",55.00,55.00,0.00,55.00,0.00,55.00,60.00,0.00,0.00,60.00,40.00,0.00,0.00,55.00,20.00,15.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,25.00,0.00,0.00,,,,,,,,
"1001105",160.00,160.00,15.00,140.00,0.00,160.00,155.00,0.00,0.00,145.00,70.00,40.00,40.00,150.00,85.00,40.00,45.00,60.00,40.00,35.00,0.00,0.00,0.00,0.00,0.00,75.00,70.00,0.00,0.00,,,,,,,,
"1001113",550.00,550.00,70.00,475.00,0.00,550.00,535.00,15.00,0.00,495.00,200.00,115.00,180.00,500.00,255.00,190.00,65.00,245.00,165.00,110.00,0.00,0.00,20.00,0.00,20.00,265.00,250.00,0.00,0.00,550.00,70.00,355.00,125.00,60.00,0.00,35.00,20.00
"1001120",55.00,55.00,0.00,45.00,0.00,50.00,50.00,0.00,0.00,45.00,20.00,0.00,20.00,50.00,25.00,25.00,0.00,20.00,20.00,15.00,0.00,0.00,0.00,0.00,0.00,20.00,25.00,0.00,0.00,,,,,,,,
"1001131",310.00,310.00,40.00,265.00,0.00,310.00,310.00,0.00,0.00,275.00,105.00,55.00,115.00,275.00,145.00,125.00,20.00,130.00,110.00,80.00,0.00,0.00,0.00,0.00,0.00,145.00,135.00,0.00,0.00,310.00,40.00,180.00,85.00,85.00,0.00,45.00,25.00
"1001144",90.00,90.00,25.00,65.00,0.00,90.00,95.00,0.00,0.00,70.00,30.00,0.00,35.00,70.00,30.00,25.00,0.00,45.00,25.00,15.00,0.00,0.00,0.00,0.00,0.00,35.00,25.00,0.00,0.00,,,,,,,,
"1001149",465.00,455.00,80.00,370.00,0.00,465.00,455.00,0.00,0.00,395.00,100.00,135.00,155.00,395.00,230.00,160.00,70.00,165.00,145.00,120.00,0.00,0.00,0.00,0.00,0.00,200.00,200.00,0.00,0.00,465.00,85.00,320.00,65.00,125.00,50.00,75.00,0.00
"1001169",315.00,315.00,40.00,270.00,0.00,320.00,320.00,0.00,0.00,280.00,60.00,110.00,115.00,280.00,145.00,105.00,40.00,140.00,100.00,45.00,0.00,0.00,0.00,0.00,0.00,130.00,125.00,0.00,0.00,320.00,45.00,225.00,45.00,70.00,35.00,30.00,0.00
"1001174",230.00,230.00,40.00,190.00,0.00,230.00,230.00,0.00,0.00,200.00,80.00,75.00,50.00,200.00,105.00,80.00,20.00,100.00,85.00,60.00,0.00,0.00,0.00,0.00,0.00,95.00,85.00,0.00,0.00,,,,,,,,
"1001186",85.00,85.00,0.00,70.00,0.00,85.00,85.00,0.00,0.00,75.00,25.00,25.00,25.00,75.00,50.00,40.00,0.00,30.00,35.00,20.00,0.00,0.00,0.00,0.00,0.00,35.00,35.00,0.00,0.00,,,,,,,,
"1001192",125.00,125.00,50.00,75.00,0.00,125.00,125.00,0.00,0.00,80.00,30.00,25.00,20.00,80.00,35.00,35.00,0.00,45.00,30.00,25.00,0.00,0.00,0.00,0.00,0.00,55.00,40.00,0.00,0.00,,,,,,,,
"1001203",495.00,490.00,30.00,460.00,0.00,490.00,490.00,0.00,0.00,465.00,165.00,80.00,220.00,465.00,320.00,230.00,90.00,145.00,185.00,170.00,0.00,0.00,0.00,0.00,0.00,240.00,220.00,0.00,0.00,490.00,35.00,390.00,70.00,150.00,0.00,125.00,30.00
"1001214",50.00,45.00,0.00,50.00,0.00,45.00,50.00,0.00,0.00,45.00,20.00,0.00,25.00,50.00,35.00,30.00,0.00,0.00,25.00,25.00,0.00,0.00,0.00,0.00,0.00,25.00,20.00,0.00,0.00,,,,,,,,
"1001225",65.00,60.00,0.00,45.00,0.00,65.00,65.00,0.00,0.00,50.00,0.00,0.00,30.00,55.00,35.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,0.00,0.00,,,,,,,,
"1001228",300.00,295.00,50.00,245.00,0.00,295.00,300.00,0.00,0.00,275.00,120.00,75.00,75.00,270.00,135.00,110.00,30.00,135.00,80.00,75.00,0.00,0.00,0.00,0.00,0.00,135.00,120.00,0.00,0.00,300.00,55.00,170.00,75.00,50.00,0.00,20.00,20.00
"1001281",120.00,115.00,0.00,105.00,0.00,115.00,120.00,0.00,0.00,110.00,50.00,0.00,50.00,115.00,45.00,40.00,0.00,65.00,30.00,25.00,0.00,0.00,0.00,0.00,0.00,65.00,45.00,0.00,0.00,,,,,,,,
"1001289",405.00,405.00,55.00,350.00,0.00,405.00,405.00,0.00,0.00,375.00,135.00,40.00,205.00,375.00,200.00,165.00,35.00,175.00,160.00,130.00,15.00,0.00,0.00,0.00,0.00,195.00,185.00,0.00,0.00,405.00,55.00,270.00,80.00,60.00,20.00,45.00,0.00
"1001304",2985.00,2985.00,570.00,2420.00,0.00,2985.00,2965.00,25.00,0.00,2545.00,845.00,635.00,1065.00,2540.00,1340.00,1200.00,135.00,1205.00,1140.00,870.00,175.00,0.00,45.00,0.00,40.00,1195.00,1060.00,130.00,0.00,2990.00,570.00,1885.00,530.00,465.00,105.00,270.00,90.00
"1001308",260.00,260.00,40.00,215.00,0.00,260.00,260.00,0.00,0.00,230.00,70.00,55.00,105.00,230.00,150.00,120.00,25.00,85.00,120.00,95.00,0.00,0.00,0.00,0.00,0.00,95.00,95.00,0.00,0.00,260.00,40.00,175.00,40.00,0.00,0.00,0.00,0.00
"1001321",545.00,550.00,60.00,485.00,0.00,545.00,540.00,0.00,0.00,495.00,195.00,165.00,130.00,495.00,195.00,150.00,50.00,295.00,135.00,135.00,0.00,0.00,0.00,0.00,0.00,240.00,235.00,0.00,0.00,545.00,60.00,285.00,200.00,90.00,0.00,45.00,35.00
"1001328",120.00,120.00,0.00,115.00,0.00,120.00,115.00,0.00,0.00,120.00,50.00,10.00,55.00,115.00,35.00,35.00,0.00,85.00,35.00,35.00,0.00,0.00,0.00,0.00,0.00,60.00,55.00,0.00,0.00,,,,,,,,
"1001332",475.00,475.00,40.00,435.00,0.00,475.00,455.00,0.00,0.00,450.00,215.00,155.00,80.00,450.00,155.00,120.00,40.00,290.00,115.00,85.00,10.00,0.00,0.00,0.00,0.00,205.00,205.00,0.00,0.00,475.00,40.00,310.00,125.00,130.00,20.00,50.00,60.00
"1001339",2030.00,2030.00,295.00,1735.00,0.00,2030.00,2020.00,0.00,0.00,1805.00,725.00,495.00,585.00,1810.00,1210.00,870.00,345.00,595.00,820.00,720.00,50.00,0.00,35.00,0.00,15.00,860.00,785.00,75.00,0.00,2030.00,295.00,1440.00,295.00,535.00,135.00,280.00,120.00
"1001343",635.00,625.00,130.00,500.00,0.00,630.00,615.00,0.00,0.00,520.00,150.00,90.00,280.00,520.00,320.00,300.00,15.00,205.00,265.00,205.00,15.00,0.00,25.00,0.00,0.00,265.00,235.00,35.00,0.00,630.00,125.00,445.00,60.00,90.00,45.00,35.00,15.00
"1001352",390.00,390.00,70.00,320.00,0.00,390.00,380.00,0.00,0.00,340.00,145.00,55.00,135.00,340.00,190.00,140.00,50.00,150.00,130.00,130.00,0.00,0.00,0.00,0.00,0.00,175.00,160.00,0.00,0.00,390.00,65.00,235.00,85.00,110.00,0.00,65.00,25.00
"1001361",695.00,695.00,135.00,565.00,0.00,695.00,695.00,0.00,0.00,575.00,190.00,115.00,270.00,580.00,315.00,290.00,25.00,260.00,275.00,240.00,10.00,0.00,0.00,0.00,0.00,290.00,270.00,15.00,0.00,695.00,135.00,420.00,145.00,115.00,20.00,30.00,70.00
"1001370",4455.00,4445.00,805.00,3645.00,0.00,4455.00,4400.00,45.00,0.00,3880.00,930.00,980.00,1970.00,3880.00,2040.00,1765.00,270.00,1840.00,1640.00,1250.00,205.00,0.00,155.00,0.00,15.00,1885.00,1530.00,360.00,0.00,4455.00,800.00,2885.00,770.00,875.00,215.00,520.00,135.00
"1001379",3205.00,3205.00,550.00,2650.00,0.00,3205.00,3190.00,15.00,0.00,2775.00,910.00,710.00,1155.00,2780.00,1335.00,1005.00,335.00,1440.00,975.00,825.00,115.00,0.00,10.00,0.00,15.00,1340.00,1105.00,235.00,0.00,3205.00,550.00,1980.00,670.00,850.00,225.00,445.00,180.00
"1001394",160.00,165.00,0.00,160.00,0.00,165.00,165.00,0.00,0.00,165.00,65.00,50.00,50.00,165.00,50.00,15.00,0.00,110.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,70.00,70.00,0.00,0.00,,,,,,,,
"1001396",2690.00,2690.00,560.00,2125.00,0.00,2690.00,2665.00,25.00,0.00,2245.00,555.00,505.00,1185.00,2245.00,1215.00,1005.00,210.00,1030.00,970.00,815.00,105.00,0.00,50.00,0.00,0.00,1025.00,915.00,110.00,0.00,2690.00,560.00,1740.00,385.00,410.00,75.00,225.00,110.00
"1001409",5785.00,5770.00,1220.00,4550.00,10.00,5785.00,5735.00,40.00,0.00,4725.00,1535.00,1125.00,2055.00,4720.00,2515.00,2195.00,325.00,2205.00,2130.00,1765.00,215.00,55.00,35.00,0.00,60.00,2245.00,1885.00,355.00,0.00,5780.00,1225.00,3725.00,835.00,1015.00,230.00,520.00,265.00
"1001415",955.00,955.00,160.00,795.00,0.00,955.00,955.00,0.00,0.00,810.00,325.00,180.00,310.00,815.00,405.00,380.00,30.00,405.00,350.00,310.00,20.00,0.00,0.00,0.00,20.00,460.00,430.00,25.00,0.00,960.00,160.00,515.00,280.00,135.00,20.00,60.00,55.00
"1001426",670.00,665.00,195.00,465.00,0.00,670.00,665.00,10.00,0.00,485.00,90.00,125.00,270.00,485.00,225.00,175.00,50.00,260.00,175.00,150.00,15.00,0.00,0.00,0.00,0.00,235.00,200.00,40.00,0.00,670.00,195.00,385.00,90.00,40.00,0.00,15.00,25.00
"1001441",340.00,335.00,35.00,300.00,0.00,335.00,330.00,0.00,0.00,300.00,190.00,35.00,80.00,305.00,120.00,100.00,20.00,185.00,95.00,55.00,25.00,0.00,0.00,0.00,0.00,140.00,130.00,10.00,0.00,335.00,35.00,150.00,145.00,125.00,30.00,30.00,70.00
"1001446",590.00,570.00,80.00,485.00,0.00,595.00,565.00,0.00,0.00,515.00,145.00,150.00,220.00,515.00,310.00,295.00,20.00,205.00,265.00,210.00,10.00,0.00,15.00,0.00,25.00,260.00,240.00,20.00,0.00,595.00,85.00,385.00,125.00,135.00,15.00,70.00,50.00
"1001461",720.00,710.00,145.00,560.00,0.00,720.00,700.00,15.00,0.00,600.00,75.00,300.00,220.00,605.00,375.00,340.00,35.00,225.00,335.00,300.00,25.00,0.00,0.00,0.00,0.00,295.00,285.00,15.00,0.00,720.00,145.00,520.00,60.00,185.00,75.00,105.00,0.00
"1001464",630.00,630.00,110.00,525.00,0.00,635.00,630.00,0.00,0.00,540.00,65.00,85.00,390.00,540.00,230.00,225.00,0.00,310.00,200.00,175.00,0.00,0.00,0.00,0.00,0.00,275.00,240.00,35.00,0.00,630.00,110.00,460.00,65.00,70.00,20.00,45.00,10.00
"1001485",24475.00,24435.00,5465.00,18975.00,40.00,24475.00,24110.00,355.00,0.00,19905.00,3985.00,4705.00,11220.00,19905.00,13675.00,12605.00,1070.00,6230.00,12035.00,10515.00,785.00,40.00,285.00,0.00,400.00,9135.00,7380.00,1760.00,0.00,24475.00,5465.00,16435.00,2575.00,2455.00,820.00,1340.00,300.00
"1001504",7345.00,7280.00,1645.00,5635.00,65.00,7345.00,7140.00,205.00,0.00,5890.00,1130.00,1210.00,3555.00,5895.00,4040.00,3795.00,240.00,1860.00,3610.00,3095.00,315.00,50.00,70.00,0.00,80.00,2690.00,2435.00,255.00,0.00,7345.00,1645.00,4950.00,750.00,935.00,290.00,495.00,145.00
"1001505",1965.00,1960.00,415.00,1540.00,0.00,1965.00,1930.00,30.00,0.00,1595.00,255.00,460.00,880.00,1595.00,1060.00,905.00,160.00,535.00,875.00,775.00,80.00,0.00,0.00,0.00,0.00,765.00,745.00,15.00,0.00,1960.00,415.00,1245.00,300.00,230.00,75.00,120.00,40.00
"1001507",1495.00,1485.00,355.00,1130.00,0.00,1495.00,1475.00,20.00,0.00,1215.00,255.00,330.00,630.00,1215.00,890.00,860.00,30.00,325.00,770.00,700.00,55.00,0.00,0.00,0.00,0.00,520.00,490.00,30.00,0.00,1500.00,355.00,1060.00,85.00,185.00,55.00,130.00,0.00
"1001509",7330.00,7275.00,1850.00,5425.00,50.00,7325.00,7205.00,115.00,0.00,5745.00,865.00,1605.00,3280.00,5745.00,4210.00,3920.00,295.00,1530.00,3730.00,3265.00,265.00,25.00,50.00,0.00,120.00,2590.00,2255.00,335.00,0.00,7330.00,1865.00,4915.00,550.00,580.00,170.00,355.00,55.00
"1001511",2070.00,2055.00,390.00,1665.00,15.00,2070.00,2040.00,25.00,0.00,1720.00,160.00,350.00,1205.00,1715.00,1355.00,1230.00,125.00,360.00,1160.00,1050.00,95.00,0.00,0.00,0.00,15.00,720.00,675.00,40.00,0.00,2070.00,395.00,1430.00,245.00,60.00,0.00,55.00,0.00
"1001512",265.00,265.00,50.00,210.00,0.00,260.00,260.00,0.00,0.00,215.00,30.00,50.00,135.00,220.00,175.00,165.00,0.00,40.00,145.00,135.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,260.00,55.00,195.00,15.00,55.00,20.00,35.00,0.00
"1001517",17545.00,17400.00,4300.00,13100.00,145.00,17545.00,17290.00,205.00,50.00,13755.00,1775.00,2745.00,9240.00,13755.00,10765.00,10270.00,500.00,2995.00,9785.00,8410.00,720.00,135.00,170.00,20.00,330.00,6495.00,5545.00,950.00,0.00,17545.00,4335.00,12260.00,950.00,1040.00,265.00,660.00,120.00
"1001519",103905.00,101065.00,17380.00,83685.00,2845.00,103910.00,98150.00,4505.00,1250.00,89430.00,14885.00,21840.00,52705.00,89430.00,56615.00,52085.00,4535.00,32810.00,50010.00,36930.00,5145.00,2455.00,4350.00,170.00,965.00,45035.00,27875.00,17160.00,0.00,103905.00,17780.00,71980.00,14150.00,17900.00,4115.00,11955.00,1825.00
"1001542",24110.00,23965.00,4325.00,19640.00,140.00,24110.00,23675.00,395.00,40.00,20690.00,3245.00,5265.00,12180.00,20690.00,14445.00,13225.00,1225.00,6245.00,12850.00,10730.00,1470.00,155.00,300.00,25.00,160.00,9645.00,6850.00,2790.00,0.00,24110.00,4355.00,17015.00,2740.00,2895.00,890.00,1800.00,205.00
"1002001",210.00,210.00,30.00,185.00,0.00,215.00,210.00,0.00,0.00,190.00,80.00,20.00,95.00,185.00,100.00,100.00,0.00,85.00,95.00,90.00,0.00,0.00,0.00,0.00,0.00,95.00,80.00,0.00,0.00,,,,,,,,
"1002002",555.00,555.00,85.00,475.00,0.00,555.00,555.00,0.00,0.00,515.00,135.00,155.00,220.00,515.00,270.00,235.00,30.00,250.00,230.00,190.00,0.00,0.00,0.00,0.00,0.00,215.00,190.00,30.00,0.00,555.00,80.00,340.00,135.00,85.00,20.00,40.00,30.00
"1002005",2410.00,2410.00,395.00,2010.00,0.00,2410.00,2390.00,20.00,0.00,2090.00,725.00,340.00,1025.00,2090.00,1265.00,1075.00,190.00,825.00,1060.00,790.00,135.00,45.00,25.00,0.00,60.00,995.00,880.00,110.00,0.00,2410.00,395.00,1710.00,305.00,340.00,45.00,255.00,40.00
"1002006",120.00,120.00,30.00,90.00,0.00,120.00,120.00,0.00,0.00,95.00,45.00,30.00,20.00,95.00,75.00,60.00,0.00,20.00,60.00,55.00,0.00,0.00,0.00,0.00,0.00,45.00,40.00,0.00,0.00,,,,,,,,
"1002008",1215.00,1195.00,290.00,915.00,20.00,1215.00,1190.00,0.00,0.00,985.00,365.00,280.00,350.00,985.00,475.00,420.00,55.00,515.00,405.00,285.00,25.00,0.00,65.00,0.00,0.00,495.00,420.00,75.00,0.00,1215.00,290.00,735.00,190.00,345.00,160.00,165.00,25.00
"1002011",670.00,675.00,120.00,550.00,0.00,670.00,670.00,0.00,0.00,590.00,215.00,90.00,285.00,590.00,385.00,295.00,85.00,210.00,290.00,180.00,0.00,50.00,20.00,0.00,30.00,270.00,250.00,20.00,0.00,675.00,120.00,490.00,65.00,60.00,0.00,40.00,10.00
"1002012",250.00,250.00,50.00,205.00,0.00,250.00,250.00,0.00,0.00,220.00,80.00,70.00,70.00,225.00,85.00,50.00,30.00,140.00,45.00,35.00,0.00,0.00,0.00,0.00,0.00,100.00,90.00,0.00,0.00,250.00,50.00,175.00,25.00,130.00,40.00,75.00,20.00
"1002013",205.00,205.00,35.00,170.00,0.00,205.00,205.00,0.00,0.00,185.00,80.00,15.00,85.00,185.00,90.00,75.00,0.00,95.00,75.00,45.00,0.00,0.00,0.00,0.00,0.00,85.00,85.00,0.00,0.00,,,,,,,,
"1002014",255.00,250.00,115.00,135.00,0.00,250.00,255.00,0.00,0.00,140.00,95.00,20.00,30.00,145.00,40.00,35.00,0.00,105.00,30.00,15.00,0.00,0.00,0.00,0.00,0.00,70.00,75.00,0.00,0.00,250.00,115.00,120.00,15.00,190.00,100.00,75.00,10.00
"1002018",1455.00,1455.00,295.00,1160.00,0.00,1455.00,1450.00,0.00,0.00,1215.00,585.00,270.00,360.00,1210.00,680.00,495.00,190.00,530.00,475.00,270.00,20.00,15.00,95.00,0.00,80.00,640.00,535.00,100.00,0.00,1455.00,295.00,950.00,210.00,415.00,145.00,215.00,55.00
"1002019",2320.00,2315.00,305.00,2010.00,0.00,2320.00,2315.00,0.00,0.00,2075.00,930.00,430.00,725.00,2080.00,950.00,730.00,225.00,1130.00,690.00,510.00,15.00,10.00,105.00,0.00,45.00,1075.00,820.00,250.00,0.00,2320.00,305.00,1450.00,565.00,495.00,45.00,255.00,195.00
"1002022",255.00,250.00,45.00,210.00,0.00,255.00,255.00,0.00,0.00,225.00,100.00,35.00,90.00,220.00,135.00,125.00,0.00,90.00,120.00,100.00,15.00,0.00,0.00,0.00,0.00,110.00,110.00,0.00,0.00,255.00,45.00,180.00,30.00,35.00,0.00,30.00,0.00
"1002023",360.00,365.00,110.00,250.00,0.00,360.00,360.00,0.00,0.00,290.00,90.00,90.00,110.00,285.00,150.00,145.00,0.00,140.00,130.00,120.00,0.00,0.00,0.00,0.00,0.00,135.00,135.00,0.00,0.00,365.00,110.00,175.00,75.00,65.00,0.00,30.00,30.00
"1002024",5440.00,5400.00,1105.00,4295.00,40.00,5435.00,5365.00,40.00,35.00,4540.00,1225.00,765.00,2555.00,4545.00,2605.00,2115.00,485.00,1940.00,2025.00,1650.00,125.00,125.00,70.00,0.00,55.00,2215.00,1595.00,620.00,0.00,5440.00,1130.00,3695.00,625.00,1160.00,370.00,685.00,105.00
"1002025",360.00,360.00,110.00,255.00,0.00,365.00,360.00,0.00,0.00,265.00,100.00,55.00,115.00,265.00,140.00,110.00,30.00,125.00,105.00,65.00,15.00,0.00,0.00,0.00,0.00,120.00,95.00,0.00,0.00,360.00,110.00,215.00,35.00,40.00,0.00,15.00,20.00
"1002027",320.00,315.00,45.00,270.00,0.00,320.00,315.00,0.00,0.00,280.00,100.00,70.00,105.00,275.00,90.00,75.00,20.00,185.00,65.00,20.00,0.00,0.00,0.00,0.00,0.00,130.00,125.00,0.00,0.00,315.00,45.00,185.00,90.00,90.00,0.00,30.00,55.00
"1002030",145.00,145.00,45.00,100.00,0.00,150.00,145.00,0.00,0.00,100.00,45.00,30.00,25.00,100.00,65.00,60.00,0.00,40.00,60.00,15.00,0.00,0.00,15.00,0.00,0.00,55.00,30.00,0.00,0.00,,,,,,,,
"1002031",570.00,570.00,65.00,510.00,0.00,575.00,575.00,0.00,0.00,525.00,235.00,95.00,195.00,525.00,320.00,220.00,100.00,205.00,190.00,100.00,20.00,35.00,35.00,0.00,0.00,230.00,215.00,0.00,0.00,575.00,65.00,410.00,100.00,100.00,10.00,75.00,15.00
"1002033",290.00,285.00,10.00,270.00,0.00,285.00,290.00,0.00,0.00,285.00,85.00,80.00,120.00,285.00,135.00,125.00,15.00,145.00,120.00,50.00,0.00,60.00,0.00,0.00,0.00,125.00,95.00,0.00,0.00,285.00,15.00,220.00,55.00,35.00,0.00,20.00,10.00
"1002034",440.00,440.00,100.00,340.00,0.00,440.00,440.00,0.00,0.00,370.00,170.00,35.00,160.00,370.00,255.00,105.00,150.00,110.00,105.00,80.00,0.00,0.00,20.00,0.00,0.00,135.00,135.00,0.00,0.00,445.00,100.00,305.00,35.00,40.00,0.00,25.00,20.00
"1002036",530.00,530.00,55.00,475.00,0.00,530.00,530.00,0.00,0.00,490.00,250.00,105.00,130.00,490.00,210.00,165.00,45.00,280.00,155.00,135.00,0.00,0.00,0.00,0.00,0.00,240.00,220.00,15.00,0.00,530.00,55.00,425.00,45.00,150.00,0.00,115.00,25.00
"1002037",195.00,195.00,35.00,155.00,0.00,190.00,190.00,0.00,0.00,160.00,25.00,40.00,100.00,155.00,100.00,55.00,40.00,55.00,60.00,40.00,0.00,0.00,0.00,0.00,0.00,80.00,75.00,0.00,0.00,,,,,,,,
"1002040",90.00,90.00,20.00,70.00,0.00,95.00,95.00,0.00,0.00,75.00,30.00,10.00,35.00,70.00,40.00,35.00,0.00,30.00,35.00,20.00,0.00,0.00,0.00,0.00,0.00,35.00,35.00,0.00,0.00,,,,,,,,
"1002041",470.00,470.00,65.00,405.00,0.00,470.00,470.00,0.00,0.00,425.00,230.00,95.00,105.00,425.00,185.00,170.00,10.00,245.00,155.00,65.00,0.00,20.00,30.00,0.00,35.00,200.00,175.00,0.00,0.00,470.00,65.00,265.00,140.00,140.00,25.00,50.00,55.00
"1002055",130.00,130.00,20.00,110.00,0.00,130.00,130.00,0.00,0.00,125.00,65.00,25.00,35.00,125.00,40.00,25.00,20.00,85.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,55.00,55.00,0.00,0.00,,,,,,,,
"1003003",620.00,615.00,110.00,510.00,0.00,615.00,620.00,0.00,0.00,515.00,265.00,120.00,135.00,515.00,270.00,190.00,75.00,245.00,170.00,130.00,0.00,0.00,0.00,0.00,20.00,255.00,240.00,20.00,0.00,620.00,110.00,390.00,120.00,115.00,30.00,60.00,25.00
"1003004",260.00,260.00,40.00,215.00,0.00,260.00,260.00,0.00,0.00,230.00,150.00,60.00,20.00,235.00,125.00,95.00,25.00,105.00,80.00,45.00,0.00,0.00,25.00,0.00,0.00,100.00,85.00,0.00,0.00,260.00,45.00,205.00,10.00,90.00,15.00,70.00,0.00
"1003005",110.00,110.00,20.00,95.00,0.00,115.00,115.00,0.00,0.00,90.00,60.00,0.00,20.00,95.00,65.00,55.00,15.00,25.00,40.00,20.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,0.00,0.00,,,,,,,,
"1003008",1685.00,1680.00,330.00,1350.00,0.00,1690.00,1680.00,0.00,0.00,1420.00,555.00,345.00,520.00,1420.00,875.00,775.00,100.00,540.00,720.00,580.00,35.00,0.00,75.00,0.00,20.00,640.00,595.00,45.00,0.00,1690.00,335.00,1100.00,250.00,200.00,50.00,120.00,25.00
"1003010",260.00,265.00,15.00,250.00,0.00,260.00,260.00,0.00,0.00,255.00,140.00,35.00,80.00,255.00,120.00,100.00,25.00,135.00,90.00,35.00,0.00,0.00,0.00,0.00,0.00,130.00,125.00,0.00,0.00,265.00,15.00,150.00,100.00,25.00,0.00,0.00,25.00
"1003011",450.00,450.00,90.00,360.00,0.00,450.00,445.00,0.00,0.00,405.00,220.00,90.00,90.00,405.00,220.00,165.00,50.00,190.00,150.00,115.00,0.00,0.00,15.00,0.00,0.00,195.00,180.00,0.00,0.00,450.00,90.00,275.00,85.00,90.00,15.00,40.00,35.00
"1003012",175.00,180.00,30.00,145.00,0.00,180.00,180.00,0.00,0.00,145.00,65.00,50.00,30.00,145.00,70.00,35.00,35.00,75.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,75.00,0.00,0.00,,,,,,,,
"1003014",265.00,265.00,15.00,250.00,0.00,265.00,260.00,0.00,0.00,260.00,160.00,35.00,65.00,260.00,120.00,85.00,30.00,140.00,80.00,25.00,0.00,0.00,45.00,0.00,0.00,130.00,120.00,0.00,0.00,265.00,15.00,195.00,55.00,60.00,0.00,15.00,45.00
"1003018",780.00,780.00,90.00,690.00,0.00,785.00,780.00,0.00,0.00,715.00,280.00,170.00,260.00,715.00,390.00,300.00,85.00,330.00,280.00,210.00,0.00,0.00,0.00,0.00,0.00,330.00,295.00,40.00,0.00,785.00,90.00,535.00,155.00,190.00,15.00,120.00,50.00
"1003019",1385.00,1385.00,315.00,1075.00,0.00,1385.00,1380.00,0.00,0.00,1130.00,500.00,245.00,380.00,1125.00,585.00,450.00,140.00,540.00,430.00,315.00,55.00,0.00,50.00,0.00,0.00,540.00,475.00,70.00,0.00,1385.00,310.00,860.00,220.00,235.00,40.00,85.00,105.00
"1003020",120.00,115.00,0.00,110.00,0.00,115.00,120.00,0.00,0.00,115.00,60.00,15.00,35.00,110.00,45.00,35.00,0.00,70.00,35.00,30.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,0.00,0.00,,,,,,,,
"1003021",175.00,175.00,50.00,125.00,0.00,175.00,175.00,0.00,0.00,145.00,60.00,60.00,25.00,145.00,80.00,60.00,25.00,65.00,55.00,0.00,0.00,0.00,45.00,0.00,0.00,55.00,55.00,0.00,0.00,,,,,,,,
"1003024",385.00,385.00,35.00,350.00,0.00,385.00,385.00,0.00,0.00,355.00,185.00,85.00,80.00,355.00,170.00,40.00,130.00,180.00,40.00,30.00,0.00,0.00,0.00,0.00,0.00,175.00,165.00,0.00,0.00,385.00,35.00,285.00,60.00,150.00,30.00,85.00,40.00
"1003026",315.00,315.00,50.00,265.00,0.00,315.00,315.00,0.00,0.00,275.00,120.00,70.00,90.00,270.00,165.00,130.00,35.00,115.00,115.00,65.00,0.00,0.00,35.00,0.00,0.00,120.00,115.00,0.00,0.00,315.00,50.00,215.00,50.00,30.00,0.00,15.00,0.00
"1003028",1400.00,1395.00,160.00,1240.00,0.00,1400.00,1380.00,0.00,0.00,1275.00,670.00,230.00,370.00,1275.00,625.00,365.00,260.00,650.00,330.00,250.00,15.00,0.00,55.00,0.00,0.00,620.00,570.00,45.00,0.00,1400.00,155.00,985.00,260.00,260.00,35.00,155.00,70.00
"1003031",730.00,705.00,90.00,620.00,0.00,725.00,710.00,0.00,0.00,645.00,205.00,185.00,255.00,640.00,345.00,255.00,90.00,300.00,245.00,200.00,0.00,0.00,0.00,0.00,0.00,300.00,285.00,15.00,0.00,725.00,90.00,525.00,115.00,175.00,0.00,90.00,90.00
"1003032",625.00,625.00,85.00,540.00,0.00,625.00,625.00,0.00,0.00,565.00,275.00,115.00,175.00,565.00,265.00,140.00,125.00,305.00,125.00,70.00,0.00,0.00,30.00,0.00,20.00,250.00,240.00,15.00,0.00,625.00,85.00,410.00,135.00,130.00,15.00,75.00,40.00
"1003033",685.00,685.00,120.00,565.00,0.00,685.00,685.00,0.00,0.00,585.00,305.00,140.00,140.00,585.00,315.00,210.00,110.00,270.00,190.00,75.00,0.00,0.00,50.00,0.00,50.00,240.00,230.00,0.00,0.00,685.00,125.00,490.00,75.00,55.00,0.00,30.00,15.00
"1003034",4100.00,4095.00,590.00,3500.00,0.00,4100.00,4090.00,10.00,0.00,3610.00,1590.00,705.00,1315.00,3605.00,1900.00,1480.00,415.00,1710.00,1455.00,1285.00,85.00,0.00,40.00,0.00,35.00,1810.00,1435.00,375.00,0.00,4100.00,595.00,2685.00,815.00,705.00,110.00,435.00,150.00
