"","hr.age.pry.HR_code","hr.age.pry.Age","hr.age.pry.Count","hr.age.pry.Sex","hr.age.pry.Year"
"984","3537","/40-44years;Males","17435","Male",2011
"985","3538","/40-44years;Males","4670","Male",2011
"986","3539","/40-44years;Males","1605","Male",2011
"987","3540","/40-44years;Males","3140","Male",2011
"988","3541","/40-44years;Males","6185","Male",2011
"989","3542","/40-44years;Males","3590","Male",2011
"990","3543","/40-44years;Males","5190","Male",2011
"991","3544","/40-44years;Males","14320","Male",2011
"992","3546","/40-44years;Males","13600","Male",2011
"993","3547","/40-44years;Males","3765","Male",2011
"994","3549","/40-44years;Males","2270","Male",2011
"995","3551","/40-44years;Males","31215","Male",2011
"996","3552","/40-44years;Males","3430","Male",2011
"997","3553","/40-44years;Males","49195","Male",2011
"998","3554","/40-44years;Males","2270","Male",2011
"999","3555","/40-44years;Males","3685","Male",2011
"1000","3556","/40-44years;Males","2755","Male",2011
"1001","3557","/40-44years;Males","3150","Male",2011
"1002","3558","/40-44years;Males","6340","Male",2011
"1003","3560","/40-44years;Males","17005","Male",2011
"1004","3561","/40-44years;Males","6160","Male",2011
"1005","3562","/40-44years;Males","4940","Male",2011
"1006","3563","/40-44years;Males","935","Male",2011
"1007","3565","/40-44years;Males","18360","Male",2011
"1008","3566","/40-44years;Males","9310","Male",2011
"1009","3568","/40-44years;Males","13820","Male",2011
"1010","3570","/40-44years;Males","39905","Male",2011
"1011","3595","/40-44years;Males","95550","Male",2011
"1012","4601","/40-44years;Males","22320","Male",2011
"1013","4602","/40-44years;Males","4465","Male",2011
"1014","4603","/40-44years;Males","3885","Male",2011
"1015","4604","/40-44years;Males","2165","Male",2011
"1016","4605","/40-44years;Males","5410","Male",2011
"1017","4701","/40-44years;Males","1690","Male",2011
"1018","4702","/40-44years;Males","1375","Male",2011
"1019","4703","/40-44years;Males","1160","Male",2011
"1020","4704","/40-44years;Males","7695","Male",2011
"1021","4705","/40-44years;Males","1525","Male",2011
"1022","4706","/40-44years;Males","9705","Male",2011
"1023","4707","/40-44years;Males","1175","Male",2011
"1024","4708","/40-44years;Males","1125","Male",2011
"1025","4709","/40-44years;Males","2110","Male",2011
"1026","4710","/40-44years;Males","1870","Male",2011
"1027","4711","/40-44years;Males","525","Male",2011
"1028","4712","/40-44years;Males","310","Male",2011
"1029","4713","/40-44years;Males","105","Male",2011
"1030","4831","/40-44years;Males","8300","Male",2011
"1031","4832","/40-44years;Males","52835","Male",2011
"1032","4833","/40-44years;Males","13945","Male",2011
"1033","4834","/40-44years;Males","40605","Male",2011
"1034","4835","/40-44years;Males","14745","Male",2011
"1035","5911","/40-44years;Males","2300","Male",2011
"1036","5912","/40-44years;Males","2395","Male",2011
"1037","5913","/40-44years;Males","9980","Male",2011
"1038","5914","/40-44years;Males","6525","Male",2011
"1039","5921","/40-44years;Males","9360","Male",2011
"1040","5922","/40-44years;Males","23360","Male",2011
"1041","5923","/40-44years;Males","25735","Male",2011
"1042","5931","/40-44years;Males","6425","Male",2011
"1043","5932","/40-44years;Males","24495","Male",2011
"1044","5933","/40-44years;Males","9185","Male",2011
"1045","5941","/40-44years;Males","11380","Male",2011
"1046","5942","/40-44years;Males","7390","Male",2011
"1047","5943","/40-44years;Males","3470","Male",2011
"1048","5951","/40-44years;Males","2540","Male",2011
"1049","5952","/40-44years;Males","4830","Male",2011
"1050","5953","/40-44years;Males","2335","Male",2011
"1051","6001","/40-44years;Males","1150","Male",2011
"1052","6101","/40-44years;Males","1535","Male",2011
"1053","6201","/40-44years;Males","1075","Male",2011
"1054","1011","/45-49years;Males","12080","Male",2011
"1055","1012","/45-49years;Males","3765","Male",2011
"1056","1013","/45-49years;Males","3130","Male",2011
"1057","1014","/45-49years;Males","1555","Male",2011
"1058","1100","/45-49years;Males","5450","Male",2011
"1059","1211","/45-49years;Males","2395","Male",2011
"1060","1212","/45-49years;Males","2450","Male",2011
"1061","1223","/45-49years;Males","3255","Male",2011
"1062","1234","/45-49years;Males","3045","Male",2011
"1063","1235","/45-49years;Males","1225","Male",2011
"1064","1246","/45-49years;Males","1720","Male",2011
"1065","1247","/45-49years;Males","1590","Male",2011
"1066","1258","/45-49years;Males","4275","Male",2011
"1067","1269","/45-49years;Males","17015","Male",2011
"1068","1301","/45-49years;Males","8130","Male",2011
"1069","1302","/45-49years;Males","7000","Male",2011
"1070","1303","/45-49years;Males","6760","Male",2011
"1071","1304","/45-49years;Males","2015","Male",2011
"1072","1305","/45-49years;Males","1205","Male",2011
"1073","1306","/45-49years;Males","3375","Male",2011
"1074","1307","/45-49years;Males","1740","Male",2011
"1075","2401","/45-49years;Males","7430","Male",2011
"1076","2402","/45-49years;Males","10865","Male",2011
"1077","2403","/45-49years;Males","26355","Male",2011
"1078","2404","/45-49years;Males","18940","Male",2011
"1079","2405","/45-49years;Males","11360","Male",2011
"1080","2406","/45-49years;Males","70235","Male",2011
"1081","2407","/45-49years;Males","15430","Male",2011
"1082","2408","/45-49years;Males","6040","Male",2011
"1083","2409","/45-49years;Males","4155","Male",2011
"1084","2410","/45-49years;Males","660","Male",2011
"1085","2411","/45-49years;Males","3750","Male",2011
"1086","2412","/45-49years;Males","16080","Male",2011
"1087","2413","/45-49years;Males","16530","Male",2011
"1088","2414","/45-49years;Males","19655","Male",2011
"1089","2415","/45-49years;Males","24165","Male",2011
"1090","2416","/45-49years;Males","58775","Male",2011
"1091","2417","/45-49years;Males","300","Male",2011
"1092","2418","/45-49years;Males","430","Male",2011
"1093","3526","/45-49years;Males","4200","Male",2011
"1094","3527","/45-49years;Males","4980","Male",2011
"1095","3530","/45-49years;Males","26660","Male",2011
"1096","3531","/45-49years;Males","3400","Male",2011
"1097","3533","/45-49years;Males","5770","Male",2011
"1098","3534","/45-49years;Males","4350","Male",2011
"1099","3535","/45-49years;Males","6750","Male",2011
"1100","3536","/45-49years;Males","20945","Male",2011
"1101","3537","/45-49years;Males","20665","Male",2011
"1102","3538","/45-49years;Males","6265","Male",2011
"1103","3539","/45-49years;Males","2075","Male",2011
"1104","3540","/45-49years;Males","4065","Male",2011
"1105","3541","/45-49years;Males","7520","Male",2011
"1106","3542","/45-49years;Males","4370","Male",2011
"1107","3543","/45-49years;Males","6745","Male",2011
"1108","3544","/45-49years;Males","16785","Male",2011
"1109","3546","/45-49years;Males","16655","Male",2011
"1110","3547","/45-49years;Males","4960","Male",2011
"1111","3549","/45-49years;Males","2780","Male",2011
"1112","3551","/45-49years;Males","35935","Male",2011
"1113","3552","/45-49years;Males","4170","Male",2011
"1114","3553","/45-49years;Males","54130","Male",2011
"1115","3554","/45-49years;Males","2845","Male",2011
"1116","3555","/45-49years;Males","4815","Male",2011
"1117","3556","/45-49years;Males","3540","Male",2011
"1118","3557","/45-49years;Males","4090","Male",2011
"1119","3558","/45-49years;Males","8555","Male",2011
"1120","3560","/45-49years;Males","21450","Male",2011
"1121","3561","/45-49years;Males","8060","Male",2011
"1122","3562","/45-49years;Males","6035","Male",2011
"1123","3563","/45-49years;Males","1270","Male",2011
"1124","3565","/45-49years;Males","20070","Male",2011
"1125","3566","/45-49years;Males","11045","Male",2011
"1126","3568","/45-49years;Males","15580","Male",2011
"1127","3570","/45-49years;Males","43890","Male",2011
"1128","3595","/45-49years;Males","101815","Male",2011
"1129","4601","/45-49years;Males","25655","Male",2011
"1130","4602","/45-49years;Males","5290","Male",2011
"1131","4603","/45-49years;Males","5180","Male",2011
"1132","4604","/45-49years;Males","2180","Male",2011
"1133","4605","/45-49years;Males","6235","Male",2011
"1134","4701","/45-49years;Males","2080","Male",2011
"1135","4702","/45-49years;Males","2000","Male",2011
"1136","4703","/45-49years;Males","1575","Male",2011
"1137","4704","/45-49years;Males","9280","Male",2011
"1138","4705","/45-49years;Males","1965","Male",2011
"1139","4706","/45-49years;Males","11430","Male",2011
"1140","4707","/45-49years;Males","1545","Male",2011
"1141","4708","/45-49years;Males","1530","Male",2011
"1142","4709","/45-49years;Males","2445","Male",2011
"1143","4710","/45-49years;Males","2265","Male",2011
"1144","4711","/45-49years;Males","470","Male",2011
"1145","4712","/45-49years;Males","305","Male",2011
"1146","4713","/45-49years;Males","95","Male",2011
"1147","4831","/45-49years;Males","9350","Male",2011
"1148","4832","/45-49years;Males","53840","Male",2011
"1149","4833","/45-49years;Males","16410","Male",2011
"1150","4834","/45-49years;Males","43840","Male",2011
"1151","4835","/45-49years;Males","16475","Male",2011
"1152","5911","/45-49years;Males","2815","Male",2011
"1153","5912","/45-49years;Males","2885","Male",2011
"1154","5913","/45-49years;Males","11970","Male",2011
"1155","5914","/45-49years;Males","8035","Male",2011
"1156","5921","/45-49years;Males","10370","Male",2011
"1157","5922","/45-49years;Males","25435","Male",2011
"1158","5923","/45-49years;Males","28065","Male",2011
"1159","5931","/45-49years;Males","7650","Male",2011
"1160","5932","/45-49years;Males","25310","Male",2011
"1161","5933","/45-49years;Males","10475","Male",2011
"1162","5941","/45-49years;Males","12900","Male",2011
"1163","5942","/45-49years;Males","9055","Male",2011
"1164","5943","/45-49years;Males","4495","Male",2011
"1165","5951","/45-49years;Males","3015","Male",2011
"1166","5952","/45-49years;Males","5580","Male",2011
"1167","5953","/45-49years;Males","2630","Male",2011
"1168","6001","/45-49years;Males","1320","Male",2011
"1169","6101","/45-49years;Males","1675","Male",2011
"1170","6201","/45-49years;Males","910","Male",2011
"1171","1011","/5-9years;Males","7730","Male",2011
"1172","1012","/5-9years;Males","2245","Male",2011
"1173","1013","/5-9years;Males","1750","Male",2011
"1174","1014","/5-9years;Males","1075","Male",2011
"1175","1100","/5-9years;Males","3660","Male",2011
"1176","1211","/5-9years;Males","1230","Male",2011
"1177","1212","/5-9years;Males","1350","Male",2011
"1178","1223","/5-9years;Males","1965","Male",2011
"1179","1234","/5-9years;Males","2025","Male",2011
"1180","1235","/5-9years;Males","690","Male",2011
"1181","1246","/5-9years;Males","1160","Male",2011
"1182","1247","/5-9years;Males","1095","Male",2011
"1183","1258","/5-9years;Males","2895","Male",2011
"1184","1269","/5-9years;Males","10255","Male",2011
"1185","1301","/5-9years;Males","5070","Male",2011
"1186","1302","/5-9years;Males","4560","Male",2011
"1187","1303","/5-9years;Males","4725","Male",2011
"1188","1304","/5-9years;Males","1135","Male",2011
"1189","1305","/5-9years;Males","525","Male",2011
"1190","1306","/5-9years;Males","1550","Male",2011
"1191","1307","/5-9years;Males","1050","Male",2011
"1192","2401","/5-9years;Males","4605","Male",2011
"1193","2402","/5-9years;Males","6520","Male",2011
"1194","2403","/5-9years;Males","15535","Male",2011
"1195","2404","/5-9years;Males","11860","Male",2011
"1196","2405","/5-9years;Males","8235","Male",2011
"1197","2406","/5-9years;Males","45780","Male",2011
"1198","2407","/5-9years;Males","10235","Male",2011
"1199","2408","/5-9years;Males","3955","Male",2011
"1200","2409","/5-9years;Males","2590","Male",2011
"1201","2410","/5-9years;Males","435","Male",2011
"1202","2411","/5-9years;Males","1790","Male",2011
"1203","2412","/5-9years;Males","10805","Male",2011
"1204","2413","/5-9years;Males","11395","Male",2011
"1205","2414","/5-9years;Males","12810","Male",2011
"1206","2415","/5-9years;Males","15590","Male",2011
"1207","2416","/5-9years;Males","39680","Male",2011
"1208","2417","/5-9years;Males","720","Male",2011
"1209","2418","/5-9years;Males","890","Male",2011
"1210","3526","/5-9years;Males","2585","Male",2011
"1211","3527","/5-9years;Males","3830","Male",2011
"1212","3530","/5-9years;Males","19030","Male",2011
"1213","3531","/5-9years;Males","2830","Male",2011
"1214","3533","/5-9years;Males","3880","Male",2011
"1215","3534","/5-9years;Males","2935","Male",2011
"1216","3535","/5-9years;Males","3810","Male",2011
"1217","3536","/5-9years;Males","17220","Male",2011
"1218","3537","/5-9years;Males","14370","Male",2011
"1219","3538","/5-9years;Males","3880","Male",2011
"1220","3539","/5-9years;Males","1635","Male",2011
"1221","3540","/5-9years;Males","3000","Male",2011
"1222","3541","/5-9years;Males","4880","Male",2011
"1223","3542","/5-9years;Males","3285","Male",2011
"1224","3543","/5-9years;Males","4155","Male",2011
"1225","3544","/5-9years;Males","11860","Male",2011
"1226","3546","/5-9years;Males","11240","Male",2011
"1227","3547","/5-9years;Males","2930","Male",2011
"1228","3549","/5-9years;Males","2280","Male",2011
"1229","3551","/5-9years;Males","24660","Male",2011
"1230","3552","/5-9years;Males","3315","Male",2011
"1231","3553","/5-9years;Males","43690","Male",2011
"1232","3554","/5-9years;Males","2330","Male",2011
"1233","3555","/5-9years;Males","3175","Male",2011
"1234","3556","/5-9years;Males","2420","Male",2011
"1235","3557","/5-9years;Males","2670","Male",2011
"1236","3558","/5-9years;Males","5235","Male",2011
"1237","3560","/5-9years;Males","14030","Male",2011
"1238","3561","/5-9years;Males","4915","Male",2011
"1239","3562","/5-9years;Males","3915","Male",2011
"1240","3563","/5-9years;Males","775","Male",2011
"1241","3565","/5-9years;Males","15620","Male",2011
"1242","3566","/5-9years;Males","8090","Male",2011
"1243","3568","/5-9years;Males","11830","Male",2011
"1244","3570","/5-9years;Males","33175","Male",2011
"1245","3595","/5-9years;Males","65400","Male",2011
"1246","4601","/5-9years;Males","18885","Male",2011
"1247","4602","/5-9years;Males","4930","Male",2011
"1248","4603","/5-9years;Males","3885","Male",2011
"1249","4604","/5-9years;Males","3325","Male",2011
"1250","4605","/5-9years;Males","7035","Male",2011
"1251","4701","/5-9years;Males","1715","Male",2011
"1252","4702","/5-9years;Males","1445","Male",2011
"1253","4703","/5-9years;Males","1250","Male",2011
"1254","4704","/5-9years;Males","7450","Male",2011
"1255","4705","/5-9years;Males","1535","Male",2011
"1256","4706","/5-9years;Males","9245","Male",2011
"1257","4707","/5-9years;Males","1300","Male",2011
"1258","4708","/5-9years;Males","1265","Male",2011
"1259","4709","/5-9years;Males","2590","Male",2011
"1260","4710","/5-9years;Males","2430","Male",2011
"1261","4711","/5-9years;Males","1000","Male",2011
"1262","4712","/5-9years;Males","455","Male",2011
"1263","4713","/5-9years;Males","190","Male",2011
"1264","4831","/5-9years;Males","8890","Male",2011
"1265","4832","/5-9years;Males","40935","Male",2011
"1266","4833","/5-9years;Males","14150","Male",2011
"1267","4834","/5-9years;Males","33235","Male",2011
"1268","4835","/5-9years;Males","14770","Male",2011
"1269","5911","/5-9years;Males","1965","Male",2011
"1270","5912","/5-9years;Males","2025","Male",2011
"1271","5913","/5-9years;Males","7865","Male",2011
"1272","5914","/5-9years;Males","5390","Male",2011
"1273","5921","/5-9years;Males","8820","Male",2011
"1274","5922","/5-9years;Males","15380","Male",2011
"1275","5923","/5-9years;Males","21955","Male",2011
"1276","5931","/5-9years;Males","4595","Male",2011
"1277","5932","/5-9years;Males","12005","Male",2011
"1278","5933","/5-9years;Males","6840","Male",2011
"1279","5941","/5-9years;Males","7735","Male",2011
"1280","5942","/5-9years;Males","5945","Male",2011
"1281","5943","/5-9years;Males","3080","Male",2011
"1282","5951","/5-9years;Males","2405","Male",2011
"1283","5952","/5-9years;Males","4240","Male",2011
"1284","5953","/5-9years;Males","2130","Male",2011
"1285","6001","/5-9years;Males","965","Male",2011
"1286","6101","/5-9years;Males","1435","Male",2011
"1287","6201","/5-9years;Males","1670","Male",2011
"1288","1011","/50-54years;Males","12095","Male",2011
"1289","1012","/50-54years;Males","4025","Male",2011
"1290","1013","/50-54years;Males","3350","Male",2011
"1291","1014","/50-54years;Males","1515","Male",2011
"1292","1100","/50-54years;Males","5310","Male",2011
"1293","1211","/50-54years;Males","2575","Male",2011
"1294","1212","/50-54years;Males","2385","Male",2011
"1295","1223","/50-54years;Males","3520","Male",2011
"1296","1234","/50-54years;Males","3035","Male",2011
"1297","1235","/50-54years;Males","1250","Male",2011
"1298","1246","/50-54years;Males","1905","Male",2011
"1299","1247","/50-54years;Males","1775","Male",2011
"1300","1258","/50-54years;Males","4945","Male",2011
"1301","1269","/50-54years;Males","16070","Male",2011
"1302","1301","/50-54years;Males","7865","Male",2011
"1303","1302","/50-54years;Males","6935","Male",2011
"1304","1303","/50-54years;Males","6665","Male",2011
"1305","1304","/50-54years;Males","2405","Male",2011
"1306","1305","/50-54years;Males","1290","Male",2011
"1307","1306","/50-54years;Males","3655","Male",2011
"1308","1307","/50-54years;Males","1875","Male",2011
"1309","2401","/50-54years;Males","9070","Male",2011
"1310","2402","/50-54years;Males","13000","Male",2011
"1311","2403","/50-54years;Males","28535","Male",2011
"1312","2404","/50-54years;Males","21495","Male",2011
"1313","2405","/50-54years;Males","12170","Male",2011
"1314","2406","/50-54years;Males","66765","Male",2011
"1315","2407","/50-54years;Males","15435","Male",2011
"1316","2408","/50-54years;Males","6650","Male",2011
"1317","2409","/50-54years;Males","4415","Male",2011
"1318","2410","/50-54years;Males","785","Male",2011
"1319","2411","/50-54years;Males","4355","Male",2011
"1320","2412","/50-54years;Males","17080","Male",2011
"1321","2413","/50-54years;Males","16090","Male",2011
"1322","2414","/50-54years;Males","20430","Male",2011
"1323","2415","/50-54years;Males","24230","Male",2011
"1324","2416","/50-54years;Males","59490","Male",2011
"1325","2417","/50-54years;Males","245","Male",2011
"1326","2418","/50-54years;Males","335","Male",2011
"1327","3526","/50-54years;Males","4820","Male",2011
"1328","3527","/50-54years;Males","4910","Male",2011
"1329","3530","/50-54years;Males","24815","Male",2011
"1330","3531","/50-54years;Males","3320","Male",2011
"1331","3533","/50-54years;Males","6495","Male",2011
"1332","3534","/50-54years;Males","4650","Male",2011
"1333","3535","/50-54years;Males","7500","Male",2011
"1334","3536","/50-54years;Males","18670","Male",2011
"1335","3537","/50-54years;Males","20200","Male",2011
"1336","3538","/50-54years;Males","6465","Male",2011
"1337","3539","/50-54years;Males","2320","Male",2011
"1338","3540","/50-54years;Males","4215","Male",2011
"1339","3541","/50-54years;Males","7110","Male",2011
"1340","3542","/50-54years;Males","5200","Male",2011
"1341","3543","/50-54years;Males","6875","Male",2011
"1342","3544","/50-54years;Males","16285","Male",2011
"1343","3546","/50-54years;Males","16400","Male",2011
"1344","3547","/50-54years;Males","5335","Male",2011
"1345","3549","/50-54years;Males","3060","Male",2011
"1346","3551","/50-54years;Males","33595","Male",2011
"1347","3552","/50-54years;Males","4020","Male",2011
"1348","3553","/50-54years;Males","48310","Male",2011
"1349","3554","/50-54years;Males","2940","Male",2011
"1350","3555","/50-54years;Males","5135","Male",2011
"1351","3556","/50-54years;Males","3835","Male",2011
"1352","3557","/50-54years;Males","4065","Male",2011
"1353","3558","/50-54years;Males","8635","Male",2011
"1354","3560","/50-54years;Males","20150","Male",2011
"1355","3561","/50-54years;Males","7955","Male",2011
"1356","3562","/50-54years;Males","6800","Male",2011
"1357","3563","/50-54years;Males","1505","Male",2011
"1358","3565","/50-54years;Males","18380","Male",2011
"1359","3566","/50-54years;Males","10275","Male",2011
"1360","3568","/50-54years;Males","15135","Male",2011
"1361","3570","/50-54years;Males","40105","Male",2011
"1362","3595","/50-54years;Males","92855","Male",2011
"1363","4601","/50-54years;Males","25465","Male",2011
"1364","4602","/50-54years;Males","5890","Male",2011
"1365","4603","/50-54years;Males","5260","Male",2011
"1366","4604","/50-54years;Males","2130","Male",2011
"1367","4605","/50-54years;Males","6085","Male",2011
"1368","4701","/50-54years;Males","2245","Male",2011
"1369","4702","/50-54years;Males","2270","Male",2011
"1370","4703","/50-54years;Males","1850","Male",2011
"1371","4704","/50-54years;Males","9575","Male",2011
"1372","4705","/50-54years;Males","2215","Male",2011
"1373","4706","/50-54years;Males","11670","Male",2011
"1374","4707","/50-54years;Males","1870","Male",2011
"1375","4708","/50-54years;Males","1620","Male",2011
"1376","4709","/50-54years;Males","2685","Male",2011
"1377","4710","/50-54years;Males","2340","Male",2011
"1378","4711","/50-54years;Males","470","Male",2011
"1379","4712","/50-54years;Males","260","Male",2011
"1380","4713","/50-54years;Males","100","Male",2011
"1381","4831","/50-54years;Males","10035","Male",2011
"1382","4832","/50-54years;Males","53145","Male",2011
"1383","4833","/50-54years;Males","17205","Male",2011
"1384","4834","/50-54years;Males","44070","Male",2011
"1385","4835","/50-54years;Males","16360","Male",2011
"1386","5911","/50-54years;Males","3300","Male",2011
"1387","5912","/50-54years;Males","3585","Male",2011
"1388","5913","/50-54years;Males","13415","Male",2011
"1389","5914","/50-54years;Males","9230","Male",2011
"1390","5921","/50-54years;Males","10075","Male",2011
"1391","5922","/50-54years;Males","24290","Male",2011
"1392","5923","/50-54years;Males","27260","Male",2011
"1393","5931","/50-54years;Males","7620","Male",2011
"1394","5932","/50-54years;Males","21825","Male",2011
"1395","5933","/50-54years;Males","11315","Male",2011
"1396","5941","/50-54years;Males","13365","Male",2011
"1397","5942","/50-54years;Males","10465","Male",2011
"1398","5943","/50-54years;Males","5010","Male",2011
"1399","5951","/50-54years;Males","3275","Male",2011
"1400","5952","/50-54years;Males","6080","Male",2011
"1401","5953","/50-54years;Males","2675","Male",2011
"1402","6001","/50-54years;Males","1570","Male",2011
"1403","6101","/50-54years;Males","1610","Male",2011
"1404","6201","/50-54years;Males","785","Male",2011
"1405","1011","/55-59years;Males","11910","Male",2011
"1406","1012","/55-59years;Males","4190","Male",2011
"1407","1013","/55-59years;Males","3485","Male",2011
"1408","1014","/55-59years;Males","1400","Male",2011
"1409","1100","/55-59years;Males","5130","Male",2011
"1410","1211","/55-59years;Males","2435","Male",2011
"1411","1212","/55-59years;Males","2265","Male",2011
"1412","1223","/55-59years;Males","2965","Male",2011
"1413","1234","/55-59years;Males","2790","Male",2011
"1414","1235","/55-59years;Males","1355","Male",2011
"1415","1246","/55-59years;Males","1855","Male",2011
"1416","1247","/55-59years;Males","1850","Male",2011
"1417","1258","/55-59years;Males","5055","Male",2011
"1418","1269","/55-59years;Males","13600","Male",2011
"1419","1301","/55-59years;Males","7600","Male",2011
"1420","1302","/55-59years;Males","6620","Male",2011
"1421","1303","/55-59years;Males","5950","Male",2011
"1422","1304","/55-59years;Males","2165","Male",2011
"1423","1305","/55-59years;Males","1225","Male",2011
"1424","1306","/55-59years;Males","3560","Male",2011
"1425","1307","/55-59years;Males","1860","Male",2011
"1426","2401","/55-59years;Males","8995","Male",2011
"1427","2402","/55-59years;Males","12105","Male",2011
"1428","2403","/55-59years;Males","26085","Male",2011
"1429","2404","/55-59years;Males","20690","Male",2011
"1430","2405","/55-59years;Males","12055","Male",2011
"1431","2406","/55-59years;Males","57325","Male",2011
"1432","2407","/55-59years;Males","13325","Male",2011
"1433","2408","/55-59years;Males","5925","Male",2011
"1434","2409","/55-59years;Males","4010","Male",2011
"1435","2410","/55-59years;Males","620","Male",2011
"1436","2411","/55-59years;Males","4475","Male",2011
"1437","2412","/55-59years;Males","16435","Male",2011
"1438","2413","/55-59years;Males","12555","Male",2011
"1439","2414","/55-59years;Males","17465","Male",2011
"1440","2415","/55-59years;Males","20685","Male",2011
"1441","2416","/55-59years;Males","51935","Male",2011
"1442","2417","/55-59years;Males","195","Male",2011
"1443","2418","/55-59years;Males","260","Male",2011
"1444","3526","/55-59years;Males","4650","Male",2011
"1445","3527","/55-59years;Males","4460","Male",2011
"1446","3530","/55-59years;Males","19310","Male",2011
"1447","3531","/55-59years;Males","2945","Male",2011
"1448","3533","/55-59years;Males","6455","Male",2011
"1449","3534","/55-59years;Males","4350","Male",2011
"1450","3535","/55-59years;Males","7040","Male",2011
"1451","3536","/55-59years;Males","14490","Male",2011
"1452","3537","/55-59years;Males","17120","Male",2011
"1453","3538","/55-59years;Males","5845","Male",2011
"1454","3539","/55-59years;Males","2250","Male",2011
"1455","3540","/55-59years;Males","3825","Male",2011
"1456","3541","/55-59years;Males","6670","Male",2011
"1457","3542","/55-59years;Males","4985","Male",2011
"1458","3543","/55-59years;Males","6515","Male",2011
"1459","3544","/55-59years;Males","14060","Male",2011
"1460","3546","/55-59years;Males","15160","Male",2011
"1461","3547","/55-59years;Males","4850","Male",2011
"1462","3549","/55-59years;Males","2715","Male",2011
"1463","3551","/55-59years;Males","28030","Male",2011
"1464","3552","/55-59years;Males","3565","Male",2011
"1465","3553","/55-59years;Males","38545","Male",2011
"1466","3554","/55-59years;Males","2685","Male",2011
"1467","3555","/55-59years;Males","5110","Male",2011
"1468","3556","/55-59years;Males","3365","Male",2011
"1469","3557","/55-59years;Males","3785","Male",2011
"1470","3558","/55-59years;Males","7465","Male",2011
"1471","3560","/55-59years;Males","17010","Male",2011
"1472","3561","/55-59years;Males","7175","Male",2011
"1473","3562","/55-59years;Males","6290","Male",2011
"1474","3563","/55-59years;Males","1440","Male",2011
"1475","3565","/55-59years;Males","15525","Male",2011
"1476","3566","/55-59years;Males","8475","Male",2011
"1477","3568","/55-59years;Males","12905","Male",2011
"1478","3570","/55-59years;Males","32785","Male",2011
"1479","3595","/55-59years;Males","76950","Male",2011
"1480","4601","/55-59years;Males","22190","Male",2011
"1481","4602","/55-59years;Males","5485","Male",2011
"1482","4603","/55-59years;Males","4855","Male",2011
"1483","4604","/55-59years;Males","1655","Male",2011
"1484","4605","/55-59years;Males","5125","Male",2011
"1485","4701","/55-59years;Males","2040","Male",2011
"1486","4702","/55-59years;Males","2140","Male",2011
"1487","4703","/55-59years;Males","1650","Male",2011
"1488","4704","/55-59years;Males","8645","Male",2011
"1489","4705","/55-59years;Males","2220","Male",2011
"1490","4706","/55-59years;Males","10265","Male",2011
"1491","4707","/55-59years;Males","1795","Male",2011
"1492","4708","/55-59years;Males","1680","Male",2011
"1493","4709","/55-59years;Males","2590","Male",2011
"1494","4710","/55-59years;Males","2085","Male",2011
"1495","4711","/55-59years;Males","420","Male",2011
"1496","4712","/55-59years;Males","225","Male",2011
"1497","4713","/55-59years;Males","90","Male",2011
"1498","4831","/55-59years;Males","9000","Male",2011
"1499","4832","/55-59years;Males","43900","Male",2011
"1500","4833","/55-59years;Males","14905","Male",2011
"1501","4834","/55-59years;Males","37190","Male",2011
"1502","4835","/55-59years;Males","13410","Male",2011
"1503","5911","/55-59years;Males","3370","Male",2011
"1504","5912","/55-59years;Males","3705","Male",2011
"1505","5913","/55-59years;Males","12545","Male",2011
"1506","5914","/55-59years;Males","8965","Male",2011
"1507","5921","/55-59years;Males","8805","Male",2011
"1508","5922","/55-59years;Males","20355","Male",2011
"1509","5923","/55-59years;Males","23640","Male",2011
"1510","5931","/55-59years;Males","7085","Male",2011
"1511","5932","/55-59years;Males","19635","Male",2011
"1512","5933","/55-59years;Males","10340","Male",2011
"1513","5941","/55-59years;Males","13350","Male",2011
"1514","5942","/55-59years;Males","10335","Male",2011
"1515","5943","/55-59years;Males","5045","Male",2011
"1516","5951","/55-59years;Males","2995","Male",2011
"1517","5952","/55-59years;Males","5660","Male",2011
"1518","5953","/55-59years;Males","2130","Male",2011
"1519","6001","/55-59years;Males","1420","Male",2011
"1520","6101","/55-59years;Males","1245","Male",2011
"1521","6201","/55-59years;Males","575","Male",2011
"1522","1011","/60-64years;Males","10770","Male",2011
"1523","1012","/60-64years;Males","4050","Male",2011
"1524","1013","/60-64years;Males","3305","Male",2011
"1525","1014","/60-64years;Males","1125","Male",2011
"1526","1100","/60-64years;Males","4975","Male",2011
"1527","1211","/60-64years;Males","2515","Male",2011
"1528","1212","/60-64years;Males","2335","Male",2011
"1529","1223","/60-64years;Males","3075","Male",2011
"1530","1234","/60-64years;Males","2625","Male",2011
"1531","1235","/60-64years;Males","1305","Male",2011
"1532","1246","/60-64years;Males","1795","Male",2011
"1533","1247","/60-64years;Males","1845","Male",2011
"1534","1258","/60-64years;Males","4735","Male",2011
"1535","1269","/60-64years;Males","12095","Male",2011
"1536","1301","/60-64years;Males","7060","Male",2011
"1537","1302","/60-64years;Males","5860","Male",2011
"1538","1303","/60-64years;Males","5765","Male",2011
"1539","1304","/60-64years;Males","1955","Male",2011
"1540","1305","/60-64years;Males","1170","Male",2011
"1541","1306","/60-64years;Males","3285","Male",2011
"1542","1307","/60-64years;Males","1780","Male",2011
