"","hr.age.pry.HR_code","hr.age.pry.Age","hr.age.pry.Count","hr.age.pry.Sex","hr.age.pry.Year"
"2586","1247","Total","21645","Female",2016
"2587","1258","Total","61100","Female",2016
"2588","1269","Total","217840","Female",2016
"2589","1301","Total","106695","Female",2016
"2590","1302","Total","88080","Female",2016
"2591","1303","Total","88655","Female",2016
"2592","1304","Total","24375","Female",2016
"2593","1305","Total","12990","Female",2016
"2594","1306","Total","38675","Female",2016
"2595","1307","Total","29340","Female",2016
"2596","2401","Total","99815","Female",2016
"2597","2402","Total","138375","Female",2016
"2598","2403","Total","372720","Female",2016
"2599","2404","Total","256975","Female",2016
"2600","2405","Total","160945","Female",2016
"2601","2406","Total","997545","Female",2016
"2602","2407","Total","194405","Female",2016
"2603","2408","Total","72800","Female",2016
"2604","2409","Total","45830","Female",2016
"2605","2410","Total","6755","Female",2016
"2606","2411","Total","46110","Female",2016
"2607","2412","Total","210150","Female",2016
"2608","2413","Total","217485","Female",2016
"2609","2414","Total","249485","Female",2016
"2610","2415","Total","297740","Female",2016
"2611","2416","Total","765665","Female",2016
"2612","2417","Total","6500","Female",2016
"2613","2418","Total","8540","Female",2016
"2614","3526","Total","57825","Female",2016
"2615","3527","Total","68870","Female",2016
"2616","3530","Total","331195","Female",2016
"2617","3531","Total","45250","Female",2016
"2618","3533","Total","82545","Female",2016
"2619","3534","Total","55130","Female",2016
"2620","3535","Total","90665","Female",2016
"2621","3536","Total","282045","Female",2016
"2622","3537","Total","274390","Female",2016
"2623","3538","Total","82170","Female",2016
"2624","3539","Total","29940","Female",2016
"2625","3540","Total","52290","Female",2016
"2626","3541","Total","98875","Female",2016
"2627","3542","Total","64655","Female",2016
"2628","3543","Total","86745","Female",2016
"2629","3544","Total","234215","Female",2016
"2630","3546","Total","230980","Female",2016
"2631","3547","Total","62935","Female",2016
"2632","3549","Total","38395","Female",2016
"2633","3551","Total","480370","Female",2016
"2634","3552","Total","56125","Female",2016
"2635","3553","Total","733970","Female",2016
"2636","3554","Total","39180","Female",2016
"2637","3555","Total","109590","Female",2016
"2638","3556","Total","42730","Female",2016
"2639","3557","Total","51865","Female",2016
"2640","3558","Total","103075","Female",2016
"2641","3560","Total","275355","Female",2016
"2642","3561","Total","99835","Female",2016
"2643","3562","Total","79625","Female",2016
"2644","3563","Total","16755","Female",2016
"2645","3565","Total","270885","Female",2016
"2646","3566","Total","150595","Female",2016
"2647","3568","Total","202695","Female",2016
"2648","3570","Total","569145","Female",2016
"2649","3595","Total","1417985","Female",2016
"2650","4601","Total","368665","Female",2016
"2651","4602","Total","84060","Female",2016
"2652","4603","Total","63990","Female",2016
"2653","4604","Total","35905","Female",2016
"2654","4605","Total","95940","Female",2016
"2655","4701","Total","28085","Female",2016
"2656","4702","Total","27695","Female",2016
"2657","4703","Total","21530","Female",2016
"2658","4704","Total","142290","Female",2016
"2659","4705","Total","28015","Female",2016
"2660","4706","Total","176120","Female",2016
"2661","4707","Total","21005","Female",2016
"2662","4708","Total","21035","Female",2016
"2663","4709","Total","39105","Female",2016
"2664","4710","Total","38045","Female",2016
"2665","4711","Total","11190","Female",2016
"2666","4712","Total","5290","Female",2016
"2667","4713","Total","2485","Female",2016
"2668","4831","Total","146600","Female",2016
"2669","4832","Total","776420","Female",2016
"2670","4833","Total","230865","Female",2016
"2671","4834","Total","659705","Female",2016
"2672","4835","Total","214260","Female",2016
"2673","5911","Total","40420","Female",2016
"2674","5912","Total","40350","Female",2016
"2675","5913","Total","186965","Female",2016
"2676","5914","Total","110795","Female",2016
"2677","5921","Total","149130","Female",2016
"2678","5922","Total","326920","Female",2016
"2679","5923","Total","398920","Female",2016
"2680","5931","Total","103650","Female",2016
"2681","5932","Total","332225","Female",2016
"2682","5933","Total","146100","Female",2016
"2683","5941","Total","198465","Female",2016
"2684","5942","Total","138380","Female",2016
"2685","5943","Total","62130","Female",2016
"2686","5951","Total","36100","Female",2016
"2687","5952","Total","70215","Female",2016
"2688","5953","Total","33020","Female",2016
"2689","6001","Total","17765","Female",2016
"2690","6101","Total","20460","Female",2016
"2691","6201","Total","17550","Female",2016
"2692","1011","0-4","6840","Female",2016
"2693","1012","0-4","1640","Female",2016
"2694","1013","0-4","1400","Female",2016
"2695","1014","0-4","1060","Female",2016
"2696","1100","0-4","3365","Female",2016
"2697","1211","0-4","1010","Female",2016
"2698","1212","0-4","1040","Female",2016
"2699","1223","0-4","1805","Female",2016
"2700","1234","0-4","1795","Female",2016
"2701","1235","0-4","575","Female",2016
"2702","1246","0-4","925","Female",2016
"2703","1247","0-4","820","Female",2016
"2704","1258","0-4","2485","Female",2016
"2705","1269","0-4","10155","Female",2016
"2706","1301","0-4","4765","Female",2016
"2707","1302","0-4","4190","Female",2016
"2708","1303","0-4","4460","Female",2016
"2709","1304","0-4","950","Female",2016
"2710","1305","0-4","425","Female",2016
"2711","1306","0-4","1280","Female",2016
"2712","1307","0-4","1120","Female",2016
"2713","2401","0-4","4415","Female",2016
"2714","2402","0-4","6775","Female",2016
"2715","2403","0-4","18670","Female",2016
"2716","2404","0-4","12395","Female",2016
"2717","2405","0-4","7935","Female",2016
"2718","2406","0-4","53680","Female",2016
"2719","2407","0-4","11130","Female",2016
"2720","2408","0-4","4090","Female",2016
"2721","2409","0-4","2405","Female",2016
"2722","2410","0-4","395","Female",2016
"2723","2411","0-4","1745","Female",2016
"2724","2412","0-4","11310","Female",2016
"2725","2413","0-4","10945","Female",2016
"2726","2414","0-4","13530","Female",2016
"2727","2415","0-4","15070","Female",2016
"2728","2416","0-4","40660","Female",2016
"2729","2417","0-4","805","Female",2016
"2730","2418","0-4","845","Female",2016
"2731","3526","0-4","2570","Female",2016
"2732","3527","0-4","3710","Female",2016
"2733","3530","0-4","17490","Female",2016
"2734","3531","0-4","2475","Female",2016
"2735","3533","0-4","4105","Female",2016
"2736","3534","0-4","2785","Female",2016
"2737","3535","0-4","3410","Female",2016
"2738","3536","0-4","14940","Female",2016
"2739","3537","0-4","13710","Female",2016
"2740","3538","0-4","3725","Female",2016
"2741","3539","0-4","1660","Female",2016
"2742","3540","0-4","2525","Female",2016
"2743","3541","0-4","4375","Female",2016
"2744","3542","0-4","3010","Female",2016
"2745","3543","0-4","3605","Female",2016
"2746","3544","0-4","11765","Female",2016
"2747","3546","0-4","10120","Female",2016
"2748","3547","0-4","2640","Female",2016
"2749","3549","0-4","2345","Female",2016
"2750","3551","0-4","24065","Female",2016
"2751","3552","0-4","3180","Female",2016
"2752","3553","0-4","38730","Female",2016
"2753","3554","0-4","2205","Female",2016
"2754","3555","0-4","4715","Female",2016
"2755","3556","0-4","2465","Female",2016
"2756","3557","0-4","2775","Female",2016
"2757","3558","0-4","5235","Female",2016
"2758","3560","0-4","13040","Female",2016
"2759","3561","0-4","4710","Female",2016
"2760","3562","0-4","3795","Female",2016
"2761","3563","0-4","815","Female",2016
"2762","3565","0-4","14830","Female",2016
"2763","3566","0-4","8060","Female",2016
"2764","3568","0-4","9785","Female",2016
"2765","3570","0-4","28040","Female",2016
"2766","3595","0-4","66100","Female",2016
"2767","4601","0-4","19270","Female",2016
"2768","4602","0-4","5195","Female",2016
"2769","4603","0-4","3730","Female",2016
"2770","4604","0-4","3660","Female",2016
"2771","4605","0-4","7570","Female",2016
"2772","4701","0-4","1810","Female",2016
"2773","4702","0-4","1545","Female",2016
"2774","4703","0-4","1220","Female",2016
"2775","4704","0-4","9135","Female",2016
"2776","4705","0-4","1515","Female",2016
"2777","4706","0-4","11115","Female",2016
"2778","4707","0-4","1270","Female",2016
"2779","4708","0-4","1195","Female",2016
"2780","4709","0-4","2630","Female",2016
"2781","4710","0-4","3015","Female",2016
"2782","4711","0-4","1175","Female",2016
"2783","4712","0-4","530","Female",2016
"2784","4713","0-4","225","Female",2016
"2785","4831","0-4","9620","Female",2016
"2786","4832","0-4","48005","Female",2016
"2787","4833","0-4","14330","Female",2016
"2788","4834","0-4","41705","Female",2016
"2789","4835","0-4","16580","Female",2016
"2790","5911","0-4","1935","Female",2016
"2791","5912","0-4","1680","Female",2016
"2792","5913","0-4","7450","Female",2016
"2793","5914","0-4","4960","Female",2016
"2794","5921","0-4","8295","Female",2016
"2795","5922","0-4","15385","Female",2016
"2796","5923","0-4","20440","Female",2016
"2797","5931","0-4","4325","Female",2016
"2798","5932","0-4","12165","Female",2016
"2799","5933","0-4","6145","Female",2016
"2800","5941","0-4","7980","Female",2016
"2801","5942","0-4","5650","Female",2016
"2802","5943","0-4","2610","Female",2016
"2803","5951","0-4","2145","Female",2016
"2804","5952","0-4","3825","Female",2016
"2805","5953","0-4","2470","Female",2016
"2806","6001","0-4","985","Female",2016
"2807","6101","0-4","1505","Female",2016
"2808","6201","0-4","2025","Female",2016
"2809","1011","5-9","7855","Female",2016
"2810","1012","5-9","2050","Female",2016
"2811","1013","5-9","1650","Female",2016
"2812","1014","5-9","1040","Female",2016
"2813","1100","5-9","3895","Female",2016
"2814","1211","5-9","1135","Female",2016
"2815","1212","5-9","1235","Female",2016
"2816","1223","5-9","1935","Female",2016
"2817","1234","5-9","2040","Female",2016
"2818","1235","5-9","685","Female",2016
"2819","1246","5-9","1135","Female",2016
"2820","1247","5-9","945","Female",2016
"2821","1258","5-9","2690","Female",2016
"2822","1269","5-9","10560","Female",2016
"2823","1301","5-9","5350","Female",2016
"2824","1302","5-9","4535","Female",2016
"2825","1303","5-9","4775","Female",2016
"2826","1304","5-9","1155","Female",2016
"2827","1305","5-9","485","Female",2016
"2828","1306","5-9","1480","Female",2016
"2829","1307","5-9","1265","Female",2016
"2830","2401","5-9","4800","Female",2016
"2831","2402","5-9","7385","Female",2016
"2832","2403","5-9","18950","Female",2016
"2833","2404","5-9","13080","Female",2016
"2834","2405","5-9","8770","Female",2016
"2835","2406","5-9","51135","Female",2016
"2836","2407","5-9","11710","Female",2016
"2837","2408","5-9","4300","Female",2016
"2838","2409","5-9","2730","Female",2016
"2839","2410","5-9","415","Female",2016
"2840","2411","5-9","1975","Female",2016
"2841","2412","5-9","12075","Female",2016
"2842","2413","5-9","12925","Female",2016
"2843","2414","5-9","15255","Female",2016
"2844","2415","5-9","17105","Female",2016
"2845","2416","5-9","44595","Female",2016
"2846","2417","5-9","725","Female",2016
"2847","2418","5-9","970","Female",2016
"2848","3526","5-9","2520","Female",2016
"2849","3527","5-9","4015","Female",2016
"2850","3530","5-9","19495","Female",2016
"2851","3531","5-9","2860","Female",2016
"2852","3533","5-9","4125","Female",2016
"2853","3534","5-9","2795","Female",2016
"2854","3535","5-9","3730","Female",2016
"2855","3536","5-9","18515","Female",2016
"2856","3537","5-9","14335","Female",2016
"2857","3538","5-9","4075","Female",2016
"2858","3539","5-9","1610","Female",2016
"2859","3540","5-9","2830","Female",2016
"2860","3541","5-9","4860","Female",2016
"2861","3542","5-9","3415","Female",2016
"2862","3543","5-9","4090","Female",2016
"2863","3544","5-9","12585","Female",2016
"2864","3546","5-9","11055","Female",2016
"2865","3547","5-9","3015","Female",2016
"2866","3549","5-9","2475","Female",2016
"2867","3551","5-9","26350","Female",2016
"2868","3552","5-9","3200","Female",2016
"2869","3553","5-9","44350","Female",2016
"2870","3554","5-9","2275","Female",2016
"2871","3555","5-9","5035","Female",2016
"2872","3556","5-9","2520","Female",2016
"2873","3557","5-9","2635","Female",2016
"2874","3558","5-9","5520","Female",2016
"2875","3560","5-9","14450","Female",2016
"2876","3561","5-9","4990","Female",2016
"2877","3562","5-9","4105","Female",2016
"2878","3563","5-9","870","Female",2016
"2879","3565","5-9","15940","Female",2016
"2880","3566","5-9","8680","Female",2016
"2881","3568","5-9","10995","Female",2016
"2882","3570","5-9","32665","Female",2016
"2883","3595","5-9","65680","Female",2016
"2884","4601","5-9","20205","Female",2016
"2885","4602","5-9","5365","Female",2016
"2886","4603","5-9","3835","Female",2016
"2887","4604","5-9","3920","Female",2016
"2888","4605","5-9","7620","Female",2016
"2889","4701","5-9","1955","Female",2016
"2890","4702","5-9","1660","Female",2016
"2891","4703","5-9","1225","Female",2016
"2892","4704","5-9","8965","Female",2016
"2893","4705","5-9","1685","Female",2016
"2894","4706","5-9","10900","Female",2016
"2895","4707","5-9","1290","Female",2016
"2896","4708","5-9","1360","Female",2016
"2897","4709","5-9","2810","Female",2016
"2898","4710","5-9","3090","Female",2016
"2899","4711","5-9","1230","Female",2016
"2900","4712","5-9","530","Female",2016
"2901","4713","5-9","270","Female",2016
"2902","4831","5-9","9955","Female",2016
"2903","4832","5-9","49820","Female",2016
"2904","4833","5-9","15345","Female",2016
"2905","4834","5-9","41145","Female",2016
"2906","4835","5-9","15965","Female",2016
"2907","5911","5-9","2105","Female",2016
"2908","5912","5-9","1925","Female",2016
"2909","5913","5-9","8545","Female",2016
"2910","5914","5-9","5425","Female",2016
"2911","5921","5-9","8805","Female",2016
"2912","5922","5-9","15910","Female",2016
"2913","5923","5-9","22725","Female",2016
"2914","5931","5-9","4375","Female",2016
"2915","5932","5-9","11540","Female",2016
"2916","5933","5-9","7195","Female",2016
"2917","5941","5-9","8275","Female",2016
"2918","5942","5-9","6315","Female",2016
"2919","5943","5-9","3060","Female",2016
"2920","5951","5-9","2325","Female",2016
"2921","5952","5-9","4265","Female",2016
"2922","5953","5-9","2380","Female",2016
"2923","6001","5-9","1010","Female",2016
"2924","6101","5-9","1500","Female",2016
"2925","6201","5-9","1995","Female",2016
"2926","1011","10-14","7735","Female",2016
"2927","1012","10-14","2115","Female",2016
"2928","1013","10-14","1840","Female",2016
"2929","1014","10-14","1000","Female",2016
"2930","1100","10-14","3785","Female",2016
"2931","1211","10-14","1215","Female",2016
"2932","1212","10-14","1250","Female",2016
"2933","1223","10-14","2000","Female",2016
"2934","1234","10-14","1995","Female",2016
"2935","1235","10-14","725","Female",2016
"2936","1246","10-14","1110","Female",2016
"2937","1247","10-14","1070","Female",2016
"2938","1258","10-14","2830","Female",2016
"2939","1269","10-14","10320","Female",2016
"2940","1301","10-14","5055","Female",2016
"2941","1302","10-14","4710","Female",2016
"2942","1303","10-14","4620","Female",2016
"2943","1304","10-14","1135","Female",2016
"2944","1305","10-14","550","Female",2016
"2945","1306","10-14","1525","Female",2016
"2946","1307","10-14","1315","Female",2016
"2947","2401","10-14","4535","Female",2016
"2948","2402","10-14","6700","Female",2016
"2949","2403","10-14","16125","Female",2016
"2950","2404","10-14","11875","Female",2016
"2951","2405","10-14","7850","Female",2016
"2952","2406","10-14","44335","Female",2016
"2953","2407","10-14","10320","Female",2016
"2954","2408","10-14","3815","Female",2016
"2955","2409","10-14","2490","Female",2016
"2956","2410","10-14","405","Female",2016
"2957","2411","10-14","1760","Female",2016
"2958","2412","10-14","10795","Female",2016
"2959","2413","10-14","12160","Female",2016
"2960","2414","10-14","13285","Female",2016
"2961","2415","10-14","15935","Female",2016
"2962","2416","10-14","41020","Female",2016
"2963","2417","10-14","595","Female",2016
"2964","2418","10-14","790","Female",2016
"2965","3526","10-14","2630","Female",2016
"2966","3527","10-14","3885","Female",2016
"2967","3530","10-14","19800","Female",2016
"2968","3531","10-14","2775","Female",2016
"2969","3533","10-14","4020","Female",2016
"2970","3534","10-14","2875","Female",2016
"2971","3535","10-14","4060","Female",2016
"2972","3536","10-14","18755","Female",2016
"2973","3537","10-14","14260","Female",2016
"2974","3538","10-14","3985","Female",2016
"2975","3539","10-14","1610","Female",2016
"2976","3540","10-14","2790","Female",2016
"2977","3541","10-14","4610","Female",2016
"2978","3542","10-14","3250","Female",2016
"2979","3543","10-14","4285","Female",2016
"2980","3544","10-14","12290","Female",2016
"2981","3546","10-14","11340","Female",2016
"2982","3547","10-14","2955","Female",2016
"2983","3549","10-14","2380","Female",2016
"2984","3551","10-14","26075","Female",2016
"2985","3552","10-14","3195","Female",2016
"2986","3553","10-14","45400","Female",2016
"2987","3554","10-14","2285","Female",2016
"2988","3555","10-14","4845","Female",2016
"2989","3556","10-14","2400","Female",2016
"2990","3557","10-14","2540","Female",2016
"2991","3558","10-14","5285","Female",2016
"2992","3560","10-14","14925","Female",2016
"2993","3561","10-14","4950","Female",2016
"2994","3562","10-14","4010","Female",2016
"2995","3563","10-14","805","Female",2016
"2996","3565","10-14","15815","Female",2016
"2997","3566","10-14","8765","Female",2016
"2998","3568","10-14","11630","Female",2016
"2999","3570","10-14","34420","Female",2016
"3000","3595","10-14","62165","Female",2016
"3001","4601","10-14","19590","Female",2016
"3002","4602","10-14","4955","Female",2016
"3003","4603","10-14","3810","Female",2016
"3004","4604","10-14","3135","Female",2016
"3005","4605","10-14","7135","Female",2016
"3006","4701","10-14","1775","Female",2016
"3007","4702","10-14","1510","Female",2016
"3008","4703","10-14","1270","Female",2016
"3009","4704","10-14","8060","Female",2016
"3010","4705","10-14","1590","Female",2016
"3011","4706","10-14","9885","Female",2016
"3012","4707","10-14","1250","Female",2016
"3013","4708","10-14","1230","Female",2016
"3014","4709","10-14","2660","Female",2016
"3015","4710","10-14","2780","Female",2016
"3016","4711","10-14","1115","Female",2016
"3017","4712","10-14","455","Female",2016
"3018","4713","10-14","230","Female",2016
"3019","4831","10-14","9230","Female",2016
"3020","4832","10-14","44650","Female",2016
"3021","4833","10-14","14115","Female",2016
"3022","4834","10-14","36265","Female",2016
"3023","4835","10-14","14010","Female",2016
"3024","5911","10-14","2040","Female",2016
"3025","5912","10-14","1915","Female",2016
"3026","5913","10-14","8485","Female",2016
"3027","5914","10-14","5375","Female",2016
"3028","5921","10-14","8545","Female",2016
"3029","5922","10-14","15285","Female",2016
"3030","5923","10-14","23020","Female",2016
"3031","5931","10-14","4515","Female",2016
"3032","5932","10-14","11495","Female",2016
"3033","5933","10-14","7560","Female",2016
"3034","5941","10-14","8315","Female",2016
"3035","5942","10-14","6120","Female",2016
"3036","5943","10-14","2960","Female",2016
"3037","5951","10-14","2195","Female",2016
"3038","5952","10-14","4100","Female",2016
"3039","5953","10-14","2115","Female",2016
"3040","6001","10-14","945","Female",2016
"3041","6101","10-14","1385","Female",2016
"3042","6201","10-14","1700","Female",2016
"3043","1011","15-19","7940","Female",2016
"3044","1012","15-19","2340","Female",2016
"3045","1013","15-19","1905","Female",2016
"3046","1014","15-19","1080","Female",2016
"3047","1100","15-19","4220","Female",2016
"3048","1211","15-19","1320","Female",2016
"3049","1212","15-19","1505","Female",2016
"3050","1223","15-19","2200","Female",2016
"3051","1234","15-19","2110","Female",2016
"3052","1235","15-19","760","Female",2016
"3053","1246","15-19","1175","Female",2016
"3054","1247","15-19","1205","Female",2016
"3055","1258","15-19","3140","Female",2016
"3056","1269","15-19","11550","Female",2016
"3057","1301","15-19","5220","Female",2016
"3058","1302","15-19","4810","Female",2016
"3059","1303","15-19","4915","Female",2016
"3060","1304","15-19","1165","Female",2016
"3061","1305","15-19","560","Female",2016
"3062","1306","15-19","1755","Female",2016
"3063","1307","15-19","1560","Female",2016
"3064","2401","15-19","4570","Female",2016
"3065","2402","15-19","6645","Female",2016
"3066","2403","15-19","16490","Female",2016
"3067","2404","15-19","12500","Female",2016
"3068","2405","15-19","8330","Female",2016
"3069","2406","15-19","48470","Female",2016
"3070","2407","15-19","10360","Female",2016
"3071","2408","15-19","3915","Female",2016
"3072","2409","15-19","2535","Female",2016
"3073","2410","15-19","380","Female",2016
"3074","2411","15-19","1945","Female",2016
"3075","2412","15-19","10425","Female",2016
"3076","2413","15-19","12450","Female",2016
"3077","2414","15-19","13490","Female",2016
"3078","2415","15-19","16325","Female",2016
"3079","2416","15-19","40725","Female",2016
"3080","2417","15-19","625","Female",2016
"3081","2418","15-19","725","Female",2016
"3082","3526","15-19","2675","Female",2016
"3083","3527","15-19","3960","Female",2016
"3084","3530","15-19","21050","Female",2016
"3085","3531","15-19","2710","Female",2016
"3086","3533","15-19","4125","Female",2016
"3087","3534","15-19","3295","Female",2016
"3088","3535","15-19","4370","Female",2016
"3089","3536","15-19","17870","Female",2016
"3090","3537","15-19","15515","Female",2016
"3091","3538","15-19","4240","Female",2016
"3092","3539","15-19","1775","Female",2016
"3093","3540","15-19","3035","Female",2016
"3094","3541","15-19","5205","Female",2016
"3095","3542","15-19","3375","Female",2016
"3096","3543","15-19","4600","Female",2016
"3097","3544","15-19","13420","Female",2016
"3098","3546","15-19","12615","Female",2016
"3099","3547","15-19","3180","Female",2016
"3100","3549","15-19","2430","Female",2016
"3101","3551","15-19","28200","Female",2016
"3102","3552","15-19","3275","Female",2016
"3103","3553","15-19","48625","Female",2016
"3104","3554","15-19","2325","Female",2016
"3105","3555","15-19","5560","Female",2016
"3106","3556","15-19","2490","Female",2016
"3107","3557","15-19","2605","Female",2016
"3108","3558","15-19","5410","Female",2016
"3109","3560","15-19","15640","Female",2016
"3110","3561","15-19","5450","Female",2016
"3111","3562","15-19","4305","Female",2016
"3112","3563","15-19","890","Female",2016
"3113","3565","15-19","16410","Female",2016
"3114","3566","15-19","9340","Female",2016
"3115","3568","15-19","12170","Female",2016
"3116","3570","15-19","36295","Female",2016
"3117","3595","15-19","71280","Female",2016
"3118","4601","15-19","21385","Female",2016
"3119","4602","15-19","4840","Female",2016
"3120","4603","15-19","3945","Female",2016
"3121","4604","15-19","2925","Female",2016
"3122","4605","15-19","6845","Female",2016
"3123","4701","15-19","1675","Female",2016
"3124","4702","15-19","1450","Female",2016
"3125","4703","15-19","1265","Female",2016
"3126","4704","15-19","8000","Female",2016
"3127","4705","15-19","1485","Female",2016
"3128","4706","15-19","10190","Female",2016
"3129","4707","15-19","1255","Female",2016
"3130","4708","15-19","1315","Female",2016
"3131","4709","15-19","2610","Female",2016
"3132","4710","15-19","2550","Female",2016
"3133","4711","15-19","980","Female",2016
"3134","4712","15-19","430","Female",2016
"3135","4713","15-19","195","Female",2016
"3136","4831","15-19","9215","Female",2016
"3137","4832","15-19","43470","Female",2016
"3138","4833","15-19","13875","Female",2016
"3139","4834","15-19","36650","Female",2016
"3140","4835","15-19","13325","Female",2016
"3141","5911","15-19","1990","Female",2016
"3142","5912","15-19","1885","Female",2016
"3143","5913","15-19","9170","Female",2016
"3144","5914","15-19","5475","Female",2016
"3145","5921","15-19","8755","Female",2016
"3146","5922","15-19","18220","Female",2016
"3147","5923","15-19","24630","Female",2016
"3148","5931","15-19","5595","Female",2016
"3149","5932","15-19","14995","Female",2016
"3150","5933","15-19","7850","Female",2016
"3151","5941","15-19","9485","Female",2016
"3152","5942","15-19","6635","Female",2016
"3153","5943","15-19","3060","Female",2016
"3154","5951","15-19","2245","Female",2016
"3155","5952","15-19","4180","Female",2016
"3156","5953","15-19","2060","Female",2016
"3157","6001","15-19","925","Female",2016
"3158","6101","15-19","1285","Female",2016
"3159","6201","15-19","1540","Female",2016
"3160","1011","20-24","9250","Female",2016
"3161","1012","20-24","1815","Female",2016
"3162","1013","20-24","1790","Female",2016
"3163","1014","20-24","1005","Female",2016
"3164","1100","20-24","4245","Female",2016
"3165","1211","20-24","1115","Female",2016
"3166","1212","20-24","1260","Female",2016
"3167","1223","20-24","2125","Female",2016
"3168","1234","20-24","1955","Female",2016
"3169","1235","20-24","660","Female",2016
"3170","1246","20-24","980","Female",2016
"3171","1247","20-24","1150","Female",2016
"3172","1258","20-24","3150","Female",2016
"3173","1269","20-24","15605","Female",2016
"3174","1301","20-24","5855","Female",2016
"3175","1302","20-24","4680","Female",2016
"3176","1303","20-24","5425","Female",2016
"3177","1304","20-24","1060","Female",2016
"3178","1305","20-24","565","Female",2016
"3179","1306","20-24","1630","Female",2016
"3180","1307","20-24","1295","Female",2016
"3181","2401","20-24","4670","Female",2016
"3182","2402","20-24","7170","Female",2016
"3183","2403","20-24","23075","Female",2016
"3184","2404","20-24","13585","Female",2016
"3185","2405","20-24","9735","Female",2016
"3186","2406","20-24","70525","Female",2016
"3187","2407","20-24","11560","Female",2016
"3188","2408","20-24","4080","Female",2016
"3189","2409","20-24","2360","Female",2016
"3190","2410","20-24","380","Female",2016
"3191","2411","20-24","1935","Female",2016
"3192","2412","20-24","11060","Female",2016
"3193","2413","20-24","13410","Female",2016
"3194","2414","20-24","13800","Female",2016
"3195","2415","20-24","16480","Female",2016
"3196","2416","20-24","42225","Female",2016
"3197","2417","20-24","630","Female",2016
"3198","2418","20-24","730","Female",2016
"3199","3526","20-24","3025","Female",2016
"3200","3527","20-24","3985","Female",2016
"3201","3530","20-24","20900","Female",2016
"3202","3531","20-24","2355","Female",2016
"3203","3533","20-24","4025","Female",2016
"3204","3534","20-24","3010","Female",2016
"3205","3535","20-24","4110","Female",2016
"3206","3536","20-24","15310","Female",2016
"3207","3537","20-24","17840","Female",2016
"3208","3538","20-24","4190","Female",2016
"3209","3539","20-24","1680","Female",2016
"3210","3540","20-24","2780","Female",2016
"3211","3541","20-24","6465","Female",2016
"3212","3542","20-24","3550","Female",2016
"3213","3543","20-24","3925","Female",2016
"3214","3544","20-24","16935","Female",2016
"3215","3546","20-24","13995","Female",2016
"3216","3547","20-24","3290","Female",2016
"3217","3549","20-24","2295","Female",2016
"3218","3551","20-24","34070","Female",2016
"3219","3552","20-24","3140","Female",2016
"3220","3553","20-24","50090","Female",2016
"3221","3554","20-24","2270","Female",2016
"3222","3555","20-24","6410","Female",2016
"3223","3556","20-24","2485","Female",2016
"3224","3557","20-24","2540","Female",2016
"3225","3558","20-24","5390","Female",2016
"3226","3560","20-24","15300","Female",2016
"3227","3561","20-24","5875","Female",2016
"3228","3562","20-24","5005","Female",2016
"3229","3563","20-24","800","Female",2016
"3230","3565","20-24","19025","Female",2016
"3231","3566","20-24","9740","Female",2016
"3232","3568","20-24","13020","Female",2016
"3233","3570","20-24","34500","Female",2016
"3234","3595","20-24","97335","Female",2016
"3235","4601","20-24","25265","Female",2016
"3236","4602","20-24","4665","Female",2016
"3237","4603","20-24","3495","Female",2016
"3238","4604","20-24","2890","Female",2016
"3239","4605","20-24","6065","Female",2016
"3240","4701","20-24","1455","Female",2016
"3241","4702","20-24","1350","Female",2016
"3242","4703","20-24","1180","Female",2016
"3243","4704","20-24","8940","Female",2016
"3244","4705","20-24","1245","Female",2016
"3245","4706","20-24","12185","Female",2016
"3246","4707","20-24","910","Female",2016
"3247","4708","20-24","935","Female",2016
"3248","4709","20-24","2230","Female",2016
"3249","4710","20-24","2365","Female",2016
"3250","4711","20-24","975","Female",2016
"3251","4712","20-24","420","Female",2016
"3252","4713","20-24","220","Female",2016
"3253","4831","20-24","9325","Female",2016
"3254","4832","20-24","46550","Female",2016
"3255","4833","20-24","13230","Female",2016
"3256","4834","20-24","45165","Female",2016
"3257","4835","20-24","13275","Female",2016
"3258","5911","20-24","1700","Female",2016
"3259","5912","20-24","1580","Female",2016
"3260","5913","20-24","9325","Female",2016
"3261","5914","20-24","5440","Female",2016
"3262","5921","20-24","8505","Female",2016
"3263","5922","20-24","21645","Female",2016
"3264","5923","20-24","24190","Female",2016
"3265","5931","20-24","6700","Female",2016
"3266","5932","20-24","24175","Female",2016
"3267","5933","20-24","7200","Female",2016
"3268","5941","20-24","12230","Female",2016
"3269","5942","20-24","6145","Female",2016
"3270","5943","20-24","2615","Female",2016
"3271","5951","20-24","1960","Female",2016
"3272","5952","20-24","4270","Female",2016
"3273","5953","20-24","2265","Female",2016
"3274","6001","20-24","920","Female",2016
"3275","6101","20-24","1440","Female",2016
"3276","6201","20-24","1545","Female",2016
"3277","1011","25-29","9565","Female",2016
"3278","1012","25-29","1740","Female",2016
"3279","1013","25-29","1725","Female",2016
"3280","1014","25-29","1115","Female",2016
"3281","1100","25-29","3955","Female",2016
"3282","1211","25-29","1180","Female",2016
"3283","1212","25-29","1180","Female",2016
"3284","1223","25-29","1955","Female",2016
"3285","1234","25-29","1875","Female",2016
"3286","1235","25-29","645","Female",2016
"3287","1246","25-29","970","Female",2016
"3288","1247","25-29","835","Female",2016
"3289","1258","25-29","2825","Female",2016
"3290","1269","25-29","15465","Female",2016
