"","clsc.age.pry.CLSC_code","clsc.age.pry.Age","clsc.age.pry.Count","clsc.age.pry.Sex"
"6704","6314","85-89","55","Female"
"6705","6321","85-89","225","Female"
"6706","6322","85-89","245","Female"
"6707","6323","85-89","220","Female"
"6708","6324","85-89","150","Female"
"6709","6411","85-89","950","Female"
"6710","6412","85-89","1010","Female"
"6711","6421","85-89","1175","Female"
"6712","6422","85-89","1230","Female"
"6713","6431","85-89","460","Female"
"6714","6432","85-89","345","Female"
"6715","6511","85-89","475","Female"
"6716","6512","85-89","985","Female"
"6717","6521","85-89","535","Female"
"6718","6522","85-89","720","Female"
"6719","6523","85-89","610","Female"
"6720","6524","85-89","440","Female"
"6721","6531","85-89","1080","Female"
"6722","6532","85-89","735","Female"
"6723","6533","85-89","320","Female"
"6724","7111","85-89","160","Female"
"6725","7121","85-89","160","Female"
"6726","7131","85-89","115","Female"
"6727","7141","85-89","270","Female"
"6728","7142","85-89","650","Female"
"6729","7143","85-89","775","Female"
"6730","7151","85-89","210","Female"
"6731","7152","85-89","150","Female"
"6732","8111","85-89","230","Female"
"6733","8121","85-89","190","Female"
"6734","8131","85-89","365","Female"
"6735","8141","85-89","320","Female"
"6736","8151","85-89","165","Female"
"6737","8152","85-89","20","Female"
"6738","9111","85-89","5","Female"
"6739","9121","85-89","40","Female"
"6740","9122","85-89","70","Female"
"6741","9123","85-89","240","Female"
"6742","9131","85-89","40","Female"
"6743","9141","85-89","190","Female"
"6744","9151","85-89","55","Female"
"6745","9161","85-89","35","Female"
"6746","9171","85-89","0","Female"
"6747","10011","85-89","5","Female"
"6748","10012","85-89","0","Female"
"6749","10013","85-89","0","Female"
"6750","10014","85-89","40","Female"
"6751","11111","85-89","165","Female"
"6752","11112","85-89","230","Female"
"6753","11121","85-89","150","Female"
"6754","11131","85-89","25","Female"
"6755","11132","85-89","175","Female"
"6756","11133","85-89","5","Female"
"6757","11141","85-89","215","Female"
"6758","11211","85-89","130","Female"
"6759","12111","85-89","250","Female"
"6760","12112","85-89","475","Female"
"6761","12113","85-89","645","Female"
"6762","12114","85-89","415","Female"
"6763","12115","85-89","285","Female"
"6764","12121","85-89","645","Female"
"6765","12131","85-89","225","Female"
"6766","12132","85-89","505","Female"
"6767","12141","85-89","210","Female"
"6768","12151","85-89","300","Female"
"6769","12152","85-89","220","Female"
"6770","13111","85-89","910","Female"
"6771","13112","85-89","490","Female"
"6772","13113","85-89","1320","Female"
"6773","13114","85-89","1560","Female"
"6774","14111","85-89","415","Female"
"6775","14112","85-89","250","Female"
"6776","14113","85-89","790","Female"
"6777","14114","85-89","335","Female"
"6778","14121","85-89","585","Female"
"6779","14122","85-89","945","Female"
"6780","15111","85-89","325","Female"
"6781","15121","85-89","375","Female"
"6782","15131","85-89","385","Female"
"6783","15141","85-89","310","Female"
"6784","15151","85-89","645","Female"
"6785","15161","85-89","1050","Female"
"6786","15171","85-89","900","Female"
"6787","16111","85-89","1410","Female"
"6788","16112","85-89","400","Female"
"6789","16121","85-89","400","Female"
"6790","16122","85-89","965","Female"
"6791","16211","85-89","555","Female"
"6792","16212","85-89","805","Female"
"6793","16213","85-89","835","Female"
"6794","16221","85-89","790","Female"
"6795","16222","85-89","980","Female"
"6796","16223","85-89","125","Female"
"6797","16231","85-89","675","Female"
"6798","16311","85-89","835","Female"
"6799","16321","85-89","680","Female"
"6800","16331","85-89","205","Female"
"6801","16341","85-89","535","Female"
"6802","16342","85-89","450","Female"
"6803","16343","85-89","190","Female"
"6804","17011","85-89","0","Female"
"6805","17012","85-89","0","Female"
"6806","18011","85-89","15","Female"
"6807","1111","90-94","160","Female"
"6808","1121","90-94","220","Female"
"6809","1131","90-94","100","Female"
"6810","1141","90-94","90","Female"
"6811","1151","90-94","340","Female"
"6812","1161","90-94","100","Female"
"6813","1171","90-94","140","Female"
"6814","1181","90-94","125","Female"
"6815","2111","90-94","130","Female"
"6816","2121","90-94","125","Female"
"6817","2131","90-94","205","Female"
"6818","2141","90-94","270","Female"
"6819","2151","90-94","375","Female"
"6820","2161","90-94","105","Female"
"6821","3111","90-94","260","Female"
"6822","3121","90-94","195","Female"
"6823","3122","90-94","255","Female"
"6824","3123","90-94","670","Female"
"6825","3124","90-94","535","Female"
"6826","3125","90-94","215","Female"
"6827","3126","90-94","380","Female"
"6828","3131","90-94","160","Female"
"6829","3132","90-94","420","Female"
"6830","3133","90-94","495","Female"
"6831","3134","90-94","170","Female"
"6832","3141","90-94","75","Female"
"6833","3142","90-94","95","Female"
"6834","4111","90-94","60","Female"
"6835","4121","90-94","80","Female"
"6836","4122","90-94","90","Female"
"6837","4131","90-94","130","Female"
"6838","4141","90-94","505","Female"
"6839","4151","90-94","585","Female"
"6840","4152","90-94","300","Female"
"6841","4161","90-94","155","Female"
"6842","4162","90-94","120","Female"
"6843","4171","90-94","475","Female"
"6844","4181","90-94","400","Female"
"6845","4182","90-94","110","Female"
"6846","5111","90-94","275","Female"
"6847","5121","90-94","430","Female"
"6848","5131","90-94","255","Female"
"6849","5141","90-94","100","Female"
"6850","5151","90-94","1015","Female"
"6851","5161","90-94","150","Female"
"6852","5171","90-94","110","Female"
"6853","5181","90-94","95","Female"
"6854","5191","90-94","105","Female"
"6855","6111","90-94","670","Female"
"6856","6112","90-94","330","Female"
"6857","6113","90-94","195","Female"
"6858","6121","90-94","445","Female"
"6859","6122","90-94","390","Female"
"6860","6211","90-94","635","Female"
"6861","6212","90-94","465","Female"
"6862","6221","90-94","105","Female"
"6863","6222","90-94","330","Female"
"6864","6223","90-94","150","Female"
"6865","6224","90-94","255","Female"
"6866","6225","90-94","400","Female"
"6867","6311","90-94","95","Female"
"6868","6312","90-94","130","Female"
"6869","6313","90-94","355","Female"
"6870","6314","90-94","35","Female"
"6871","6321","90-94","120","Female"
"6872","6322","90-94","140","Female"
"6873","6323","90-94","130","Female"
"6874","6324","90-94","55","Female"
"6875","6411","90-94","510","Female"
"6876","6412","90-94","485","Female"
"6877","6421","90-94","585","Female"
"6878","6422","90-94","620","Female"
"6879","6431","90-94","195","Female"
"6880","6432","90-94","195","Female"
"6881","6511","90-94","225","Female"
"6882","6512","90-94","425","Female"
"6883","6521","90-94","250","Female"
"6884","6522","90-94","250","Female"
"6885","6523","90-94","255","Female"
"6886","6524","90-94","280","Female"
"6887","6531","90-94","570","Female"
"6888","6532","90-94","345","Female"
"6889","6533","90-94","175","Female"
"6890","7111","90-94","60","Female"
"6891","7121","90-94","75","Female"
"6892","7131","90-94","40","Female"
"6893","7141","90-94","130","Female"
"6894","7142","90-94","290","Female"
"6895","7143","90-94","350","Female"
"6896","7151","90-94","125","Female"
"6897","7152","90-94","90","Female"
"6898","8111","90-94","100","Female"
"6899","8121","90-94","85","Female"
"6900","8131","90-94","180","Female"
"6901","8141","90-94","120","Female"
"6902","8151","90-94","55","Female"
"6903","8152","90-94","15","Female"
"6904","9111","90-94","0","Female"
"6905","9121","90-94","20","Female"
"6906","9122","90-94","25","Female"
"6907","9123","90-94","100","Female"
"6908","9131","90-94","20","Female"
"6909","9141","90-94","65","Female"
"6910","9151","90-94","30","Female"
"6911","9161","90-94","15","Female"
"6912","9171","90-94","0","Female"
"6913","10011","90-94","0","Female"
"6914","10012","90-94","0","Female"
"6915","10013","90-94","5","Female"
"6916","10014","90-94","10","Female"
"6917","11111","90-94","85","Female"
"6918","11112","90-94","125","Female"
"6919","11121","90-94","50","Female"
"6920","11131","90-94","15","Female"
"6921","11132","90-94","75","Female"
"6922","11133","90-94","0","Female"
"6923","11141","90-94","80","Female"
"6924","11211","90-94","50","Female"
"6925","12111","90-94","145","Female"
"6926","12112","90-94","230","Female"
"6927","12113","90-94","350","Female"
"6928","12114","90-94","205","Female"
"6929","12115","90-94","135","Female"
"6930","12121","90-94","290","Female"
"6931","12131","90-94","95","Female"
"6932","12132","90-94","255","Female"
"6933","12141","90-94","95","Female"
"6934","12151","90-94","155","Female"
"6935","12152","90-94","120","Female"
"6936","13111","90-94","460","Female"
"6937","13112","90-94","260","Female"
"6938","13113","90-94","635","Female"
"6939","13114","90-94","615","Female"
"6940","14111","90-94","200","Female"
"6941","14112","90-94","105","Female"
"6942","14113","90-94","420","Female"
"6943","14114","90-94","150","Female"
"6944","14121","90-94","275","Female"
"6945","14122","90-94","380","Female"
"6946","15111","90-94","140","Female"
"6947","15121","90-94","200","Female"
"6948","15131","90-94","155","Female"
"6949","15141","90-94","145","Female"
"6950","15151","90-94","270","Female"
"6951","15161","90-94","550","Female"
"6952","15171","90-94","425","Female"
"6953","16111","90-94","715","Female"
"6954","16112","90-94","165","Female"
"6955","16121","90-94","220","Female"
"6956","16122","90-94","465","Female"
"6957","16211","90-94","270","Female"
"6958","16212","90-94","365","Female"
"6959","16213","90-94","330","Female"
"6960","16221","90-94","420","Female"
"6961","16222","90-94","565","Female"
"6962","16223","90-94","35","Female"
"6963","16231","90-94","325","Female"
"6964","16311","90-94","370","Female"
"6965","16321","90-94","325","Female"
"6966","16331","90-94","95","Female"
"6967","16341","90-94","240","Female"
"6968","16342","90-94","175","Female"
"6969","16343","90-94","110","Female"
"6970","17011","90-94","5","Female"
"6971","17012","90-94","5","Female"
"6972","18011","90-94","5","Female"
"6973","1111","95-99","45","Female"
"6974","1121","95-99","60","Female"
"6975","1131","95-99","25","Female"
"6976","1141","95-99","25","Female"
"6977","1151","95-99","90","Female"
"6978","1161","95-99","30","Female"
"6979","1171","95-99","25","Female"
"6980","1181","95-99","20","Female"
"6981","2111","95-99","45","Female"
"6982","2121","95-99","30","Female"
"6983","2131","95-99","40","Female"
"6984","2141","95-99","70","Female"
"6985","2151","95-99","95","Female"
"6986","2161","95-99","15","Female"
"6987","3111","95-99","80","Female"
"6988","3121","95-99","55","Female"
"6989","3122","95-99","50","Female"
"6990","3123","95-99","190","Female"
"6991","3124","95-99","175","Female"
"6992","3125","95-99","50","Female"
"6993","3126","95-99","110","Female"
"6994","3131","95-99","45","Female"
"6995","3132","95-99","100","Female"
"6996","3133","95-99","170","Female"
"6997","3134","95-99","60","Female"
"6998","3141","95-99","25","Female"
"6999","3142","95-99","35","Female"
"7000","4111","95-99","10","Female"
"7001","4121","95-99","30","Female"
"7002","4122","95-99","25","Female"
"7003","4131","95-99","55","Female"
"7004","4141","95-99","100","Female"
"7005","4151","95-99","140","Female"
"7006","4152","95-99","80","Female"
"7007","4161","95-99","60","Female"
"7008","4162","95-99","40","Female"
"7009","4171","95-99","150","Female"
"7010","4181","95-99","105","Female"
"7011","4182","95-99","30","Female"
"7012","5111","95-99","80","Female"
"7013","5121","95-99","110","Female"
"7014","5131","95-99","80","Female"
"7015","5141","95-99","30","Female"
"7016","5151","95-99","290","Female"
"7017","5161","95-99","45","Female"
"7018","5171","95-99","30","Female"
"7019","5181","95-99","30","Female"
"7020","5191","95-99","30","Female"
"7021","6111","95-99","160","Female"
"7022","6112","95-99","90","Female"
"7023","6113","95-99","60","Female"
"7024","6121","95-99","145","Female"
"7025","6122","95-99","85","Female"
"7026","6211","95-99","200","Female"
"7027","6212","95-99","145","Female"
"7028","6221","95-99","15","Female"
"7029","6222","95-99","100","Female"
"7030","6223","95-99","50","Female"
"7031","6224","95-99","85","Female"
"7032","6225","95-99","130","Female"
"7033","6311","95-99","40","Female"
"7034","6312","95-99","35","Female"
"7035","6313","95-99","100","Female"
"7036","6314","95-99","10","Female"
"7037","6321","95-99","30","Female"
"7038","6322","95-99","45","Female"
"7039","6323","95-99","30","Female"
"7040","6324","95-99","35","Female"
"7041","6411","95-99","160","Female"
"7042","6412","95-99","145","Female"
"7043","6421","95-99","185","Female"
"7044","6422","95-99","190","Female"
"7045","6431","95-99","35","Female"
"7046","6432","95-99","55","Female"
"7047","6511","95-99","60","Female"
"7048","6512","95-99","110","Female"
"7049","6521","95-99","70","Female"
"7050","6522","95-99","45","Female"
"7051","6523","95-99","65","Female"
"7052","6524","95-99","95","Female"
"7053","6531","95-99","115","Female"
"7054","6532","95-99","95","Female"
"7055","6533","95-99","50","Female"
"7056","7111","95-99","20","Female"
"7057","7121","95-99","20","Female"
"7058","7131","95-99","20","Female"
"7059","7141","95-99","50","Female"
"7060","7142","95-99","75","Female"
"7061","7143","95-99","95","Female"
"7062","7151","95-99","25","Female"
"7063","7152","95-99","30","Female"
"7064","8111","95-99","15","Female"
"7065","8121","95-99","10","Female"
"7066","8131","95-99","25","Female"
"7067","8141","95-99","30","Female"
"7068","8151","95-99","10","Female"
"7069","8152","95-99","5","Female"
"7070","9111","95-99","0","Female"
"7071","9121","95-99","10","Female"
"7072","9122","95-99","20","Female"
"7073","9123","95-99","25","Female"
"7074","9131","95-99","5","Female"
"7075","9141","95-99","10","Female"
"7076","9151","95-99","0","Female"
"7077","9161","95-99","0","Female"
"7078","9171","95-99","0","Female"
"7079","10011","95-99","0","Female"
"7080","10012","95-99","0","Female"
"7081","10013","95-99","0","Female"
"7082","10014","95-99","0","Female"
"7083","11111","95-99","25","Female"
"7084","11112","95-99","30","Female"
"7085","11121","95-99","30","Female"
"7086","11131","95-99","0","Female"
"7087","11132","95-99","15","Female"
"7088","11133","95-99","5","Female"
"7089","11141","95-99","40","Female"
"7090","11211","95-99","20","Female"
"7091","12111","95-99","35","Female"
"7092","12112","95-99","70","Female"
"7093","12113","95-99","110","Female"
"7094","12114","95-99","55","Female"
"7095","12115","95-99","45","Female"
"7096","12121","95-99","75","Female"
"7097","12131","95-99","35","Female"
"7098","12132","95-99","60","Female"
"7099","12141","95-99","30","Female"
"7100","12151","95-99","55","Female"
"7101","12152","95-99","35","Female"
"7102","13111","95-99","130","Female"
"7103","13112","95-99","55","Female"
"7104","13113","95-99","110","Female"
"7105","13114","95-99","150","Female"
