"","clsc.age.pry.CLSC_code","clsc.age.pry.Age","clsc.age.pry.Count","clsc.age.pry.Sex","clsc.age.pry.Year"
"65","6321","Total","19175","Male",2011
"66","6322","Total","26225","Male",2011
"67","6323","Total","21025","Male",2011
"68","6324","Total","7495","Male",2011
"69","6411","Total","25230","Male",2011
"70","6412","Total","43035","Male",2011
"71","6421","Total","37560","Male",2011
"72","6422","Total","39340","Male",2011
"73","6431","Total","28905","Male",2011
"74","6432","Total","22895","Male",2011
"75","6511","Total","26985","Male",2011
"76","6512","Total","35685","Male",2011
"77","6521","Total","27545","Male",2011
"78","6522","Total","19495","Male",2011
"79","6523","Total","25420","Male",2011
"80","6524","Total","20350","Male",2011
"81","6531","Total","39305","Male",2011
"82","6532","Total","20165","Male",2011
"83","6533","Total","25270","Male",2011
"84","7111","Total","10120","Male",2011
"85","7121","Total","10355","Male",2011
"86","7131","Total","15065","Male",2011
"87","7151","Total","6265","Male",2011
