"","clsc.age.pry.CLSC_code","clsc.age.pry.Age","clsc.age.pry.Count","clsc.age.pry.Sex","clsc.age.pry.Year"
"1637","1171","/5-9years;Males","450","Male",2011
"1638","1181","/5-9years;Males","430","Male",2011
"1639","2111","/5-9years;Males","755","Male",2011
"1640","2121","/5-9years;Males","635","Male",2011
"1641","2131","/5-9years;Males","1310","Male",2011
"1642","2141","/5-9years;Males","1510","Male",2011
"1643","2151","/5-9years;Males","1680","Male",2011
"1644","2161","/5-9years;Males","515","Male",2011
"1645","3111","/5-9years;Males","1115","Male",2011
"1646","3121","/5-9years;Males","1660","Male",2011
"1647","3122","/5-9years;Males","965","Male",2011
"1648","3123","/5-9years;Males","1300","Male",2011
"1649","3124","/5-9years;Males","345","Male",2011
"1650","3125","/5-9years;Males","305","Male",2011
"1651","3126","/5-9years;Males","885","Male",2011
"1652","3131","/5-9years;Males","2915","Male",2011
"1653","3132","/5-9years;Males","2510","Male",2011
"1654","3133","/5-9years;Males","2000","Male",2011
"1655","3134","/5-9years;Males","815","Male",2011
"1656","3141","/5-9years;Males","265","Male",2011
"1657","3142","/5-9years;Males","355","Male",2011
"1658","4111","/5-9years;Males","470","Male",2011
"1659","4121","/5-9years;Males","260","Male",2011
"1660","4122","/5-9years;Males","270","Male",2011
"1661","4131","/5-9years;Males","505","Male",2011
"1662","4141","/5-9years;Males","1250","Male",2011
"1663","4151","/5-9years;Males","1935","Male",2011
"1664","4152","/5-9years;Males","1025","Male",2011
"1665","4161","/5-9years;Males","545","Male",2011
"1666","4162","/5-9years;Males","470","Male",2011
"1667","4171","/5-9years;Males","2725","Male",2011
"1668","4181","/5-9years;Males","1840","Male",2011
"1669","4182","/5-9years;Males","580","Male",2011
"1670","5111","/5-9years;Males","1285","Male",2011
"1671","5121","/5-9years;Males","2635","Male",2011
"1672","5131","/5-9years;Males","1180","Male",2011
"1673","5141","/5-9years;Males","610","Male",2011
"1674","5151","/5-9years;Males","3945","Male",2011
"1675","5161","/5-9years;Males","875","Male",2011
"1676","5171","/5-9years;Males","405","Male",2011
"1677","5181","/5-9years;Males","600","Male",2011
"1678","5191","/5-9years;Males","620","Male",2011
"1679","6111","/5-9years;Males","2315","Male",2011
"1680","6112","/5-9years;Males","2665","Male",2011
"1681","6113","/5-9years;Males","1435","Male",2011
"1682","6121","/5-9years;Males","1440","Male",2011
"1683","6122","/5-9years;Males","1850","Male",2011
"1684","6211","/5-9years;Males","1390","Male",2011
"1685","6212","/5-9years;Males","1830","Male",2011
"1686","6221","/5-9years;Males","865","Male",2011
"1687","6222","/5-9years;Males","1580","Male",2011
"1688","6223","/5-9years;Males","1010","Male",2011
"1689","6224","/5-9years;Males","1230","Male",2011
"1690","6225","/5-9years;Males","755","Male",2011
"1691","6311","/5-9years;Males","595","Male",2011
"1692","6312","/5-9years;Males","600","Male",2011
"1693","6313","/5-9years;Males","1360","Male",2011
"1694","6314","/5-9years;Males","295","Male",2011
"1695","6321","/5-9years;Males","710","Male",2011
"1696","6322","/5-9years;Males","785","Male",2011
"1697","6323","/5-9years;Males","500","Male",2011
"1698","6324","/5-9years;Males","145","Male",2011
"1699","6411","/5-9years;Males","1465","Male",2011
"1700","6412","/5-9years;Males","2815","Male",2011
"1701","6421","/5-9years;Males","1745","Male",2011
"1702","6422","/5-9years;Males","2420","Male",2011
"1703","6431","/5-9years;Males","1285","Male",2011
"1704","6432","/5-9years;Males","760","Male",2011
"1705","6511","/5-9years;Males","1725","Male",2011
"1706","6512","/5-9years;Males","2135","Male",2011
"1707","6521","/5-9years;Males","1620","Male",2011
"1708","6522","/5-9years;Males","1080","Male",2011
"1709","6523","/5-9years;Males","1085","Male",2011
"1710","6524","/5-9years;Males","945","Male",2011
"1711","6531","/5-9years;Males","1730","Male",2011
"1712","6532","/5-9years;Males","810","Male",2011
"1713","6533","/5-9years;Males","775","Male",2011
"1714","7111","/5-9years;Males","545","Male",2011
"1715","7121","/5-9years;Males","480","Male",2011
"1716","7131","/5-9years;Males","1000","Male",2011
"1717","7151","/5-9years;Males","325","Male",2011
"1718","7152","/5-9years;Males","320","Male",2011
"1719","8111","/5-9years;Males","555","Male",2011
"1720","8121","/5-9years;Males","670","Male",2011
"1721","8131","/5-9years;Males","1055","Male",2011
"1722","8141","/5-9years;Males","1200","Male",2011
"1723","8151","/5-9years;Males","380","Male",2011
"1724","8152","/5-9years;Males","90","Male",2011
"1725","9111","/5-9years;Males","115","Male",2011
"1726","9121","/5-9years;Males","155","Male",2011
"1727","9122","/5-9years;Males","105","Male",2011
"1728","9123","/5-9years;Males","805","Male",2011
"1729","9131","/5-9years;Males","205","Male",2011
"1730","9141","/5-9years;Males","745","Male",2011
"1731","9151","/5-9years;Males","200","Male",2011
"1732","9161","/5-9years;Males","140","Male",2011
"1733","9171","/5-9years;Males","25","Male",2011
"1734","10011","/5-9years;Males","40","Male",2011
"1735","10012","/5-9years;Males","55","Male",2011
"1736","10013","/5-9years;Males","55","Male",2011
"1737","10014","/5-9years;Males","285","Male",2011
"1738","11111","/5-9years;Males","375","Male",2011
"1739","11112","/5-9years;Males","355","Male",2011
"1740","11121","/5-9years;Males","215","Male",2011
"1741","11131","/5-9years;Males","35","Male",2011
"1742","11132","/5-9years;Males","330","Male",2011
"1743","11133","/5-9years;Males","20","Male",2011
"1744","11141","/5-9years;Males","340","Male",2011
"1745","11211","/5-9years;Males","270","Male",2011
"1746","12111","/5-9years;Males","800","Male",2011
"1747","12112","/5-9years;Males","2825","Male",2011
"1748","12113","/5-9years;Males","1175","Male",2011
"1749","12114","/5-9years;Males","870","Male",2011
"1750","12115","/5-9years;Males","780","Male",2011
"1751","12121","/5-9years;Males","960","Male",2011
"1752","12131","/5-9years;Males","605","Male",2011
"1753","12132","/5-9years;Males","1385","Male",2011
"1754","12141","/5-9years;Males","405","Male",2011
"1755","12151","/5-9years;Males","530","Male",2011
"1756","12152","/5-9years;Males","440","Male",2011
"1757","13111","/5-9years;Males","4210","Male",2011
"1758","13112","/5-9years;Males","1700","Male",2011
"1759","13113","/5-9years;Males","1880","Male",2011
"1760","13114","/5-9years;Males","3285","Male",2011
"1761","14111","/5-9years;Males","1045","Male",2011
"1762","14112","/5-9years;Males","1370","Male",2011
"1763","14113","/5-9years;Males","1420","Male",2011
"1764","14114","/5-9years;Males","990","Male",2011
"1765","14121","/5-9years;Males","4870","Male",2011
"1766","14122","/5-9years;Males","3105","Male",2011
"1767","15111","/5-9years;Males","810","Male",2011
"1768","15121","/5-9years;Males","995","Male",2011
"1769","15131","/5-9years;Males","760","Male",2011
"1770","15141","/5-9years;Males","760","Male",2011
"1771","15151","/5-9years;Males","3145","Male",2011
"1772","15161","/5-9years;Males","3665","Male",2011
"1773","15171","/5-9years;Males","4885","Male",2011
"1774","16111","/5-9years;Males","3030","Male",2011
"1775","16112","/5-9years;Males","2060","Male",2011
"1776","16121","/5-9years;Males","1975","Male",2011
"1777","16122","/5-9years;Males","2925","Male",2011
"1778","16211","/5-9years;Males","1235","Male",2011
"1779","16212","/5-9years;Males","1655","Male",2011
"1780","16213","/5-9years;Males","3625","Male",2011
"1781","16221","/5-9years;Males","3290","Male",2011
"1782","16222","/5-9years;Males","2175","Male",2011
"1783","16223","/5-9years;Males","445","Male",2011
"1784","16231","/5-9years;Males","1035","Male",2011
"1785","16311","/5-9years;Males","4625","Male",2011
"1786","16321","/5-9years;Males","1220","Male",2011
"1787","16331","/5-9years;Males","475","Male",2011
"1788","16341","/5-9years;Males","1885","Male",2011
"1789","16342","/5-9years;Males","3380","Male",2011
"1790","16343","/5-9years;Males","765","Male",2011
"1791","17011","/5-9years;Males","415","Male",2011
"1792","17012","/5-9years;Males","305","Male",2011
"1793","18011","/5-9years;Males","890","Male",2011
"1794","1111","/50-54years;Males","945","Male",2011
"1795","1121","/50-54years;Males","1440","Male",2011
"1796","1131","/50-54years;Males","985","Male",2011
"1797","1141","/50-54years;Males","430","Male",2011
"1798","1151","/50-54years;Males","2405","Male",2011
"1799","1161","/50-54years;Males","905","Male",2011
"1800","1171","/50-54years;Males","1020","Male",2011
"1801","1181","/50-54years;Males","965","Male",2011
"1802","2111","/50-54years;Males","1610","Male",2011
"1803","2121","/50-54years;Males","1240","Male",2011
"1804","2131","/50-54years;Males","2460","Male",2011
"1805","2141","/50-54years;Males","2965","Male",2011
"1806","2151","/50-54years;Males","3355","Male",2011
"1807","2161","/50-54years;Males","1100","Male",2011
"1808","3111","/50-54years;Males","2250","Male",2011
"1809","3121","/50-54years;Males","2930","Male",2011
"1810","3122","/50-54years;Males","1850","Male",2011
"1811","3123","/50-54years;Males","2575","Male",2011
"1812","3124","/50-54years;Males","1185","Male",2011
"1813","3125","/50-54years;Males","1255","Male",2011
"1814","3126","/50-54years;Males","2245","Male",2011
"1815","3131","/50-54years;Males","3365","Male",2011
"1816","3132","/50-54years;Males","4075","Male",2011
"1817","3133","/50-54years;Males","3735","Male",2011
"1818","3134","/50-54years;Males","1465","Male",2011
"1819","3141","/50-54years;Males","645","Male",2011
"1820","3142","/50-54years;Males","750","Male",2011
"1821","4111","/50-54years;Males","745","Male",2011
"1822","4121","/50-54years;Males","630","Male",2011
"1823","4122","/50-54years;Males","600","Male",2011
"1824","4131","/50-54years;Males","1180","Male",2011
"1825","4141","/50-54years;Males","3085","Male",2011
"1826","4151","/50-54years;Males","3450","Male",2011
"1827","4152","/50-54years;Males","2155","Male",2011
"1828","4161","/50-54years;Males","1065","Male",2011
"1829","4162","/50-54years;Males","910","Male",2011
"1830","4171","/50-54years;Males","3855","Male",2011
"1831","4181","/50-54years;Males","2810","Male",2011
"1832","4182","/50-54years;Males","990","Male",2011
"1833","5111","/50-54years;Males","2205","Male",2011
"1834","5121","/50-54years;Males","4020","Male",2011
"1835","5131","/50-54years;Males","2040","Male",2011
"1836","5141","/50-54years;Males","765","Male",2011
"1837","5151","/50-54years;Males","5530","Male",2011
"1838","5161","/50-54years;Males","1330","Male",2011
"1839","5171","/50-54years;Males","565","Male",2011
"1840","5181","/50-54years;Males","980","Male",2011
"1841","5191","/50-54years;Males","960","Male",2011
"1842","6111","/50-54years;Males","3525","Male",2011
"1843","6112","/50-54years;Males","3545","Male",2011
"1844","6113","/50-54years;Males","1840","Male",2011
"1845","6121","/50-54years;Males","2465","Male",2011
"1846","6122","/50-54years;Males","2620","Male",2011
"1847","6211","/50-54years;Males","1360","Male",2011
"1848","6212","/50-54years;Males","2365","Male",2011
"1849","6221","/50-54years;Males","985","Male",2011
"1850","6222","/50-54years;Males","1425","Male",2011
"1851","6223","/50-54years;Males","935","Male",2011
"1852","6224","/50-54years;Males","1305","Male",2011
"1853","6225","/50-54years;Males","1605","Male",2011
"1854","6311","/50-54years;Males","935","Male",2011
"1855","6312","/50-54years;Males","1200","Male",2011
"1856","6313","/50-54years;Males","2475","Male",2011
"1857","6314","/50-54years;Males","525","Male",2011
"1858","6321","/50-54years;Males","1175","Male",2011
"1859","6322","/50-54years;Males","1755","Male",2011
"1860","6323","/50-54years;Males","1695","Male",2011
"1861","6324","/50-54years;Males","645","Male",2011
"1862","6411","/50-54years;Males","1655","Male",2011
"1863","6412","/50-54years;Males","2755","Male",2011
"1864","6421","/50-54years;Males","2955","Male",2011
"1865","6422","/50-54years;Males","2710","Male",2011
"1866","6431","/50-54years;Males","1905","Male",2011
"1867","6432","/50-54years;Males","1600","Male",2011
"1868","6511","/50-54years;Males","1865","Male",2011
"1869","6512","/50-54years;Males","2245","Male",2011
"1870","6521","/50-54years;Males","2135","Male",2011
"1871","6522","/50-54years;Males","1465","Male",2011
"1872","6523","/50-54years;Males","2525","Male",2011
"1873","6524","/50-54years;Males","1840","Male",2011
"1874","6531","/50-54years;Males","3075","Male",2011
"1875","6532","/50-54years;Males","1635","Male",2011
"1876","6533","/50-54years;Males","1865","Male",2011
"1877","7111","/50-54years;Males","895","Male",2011
"1878","7121","/50-54years;Males","1010","Male",2011
"1879","7131","/50-54years;Males","1365","Male",2011
"1880","7151","/50-54years;Males","610","Male",2011
"1881","7152","/50-54years;Males","795","Male",2011
"1882","8111","/50-54years;Males","1015","Male",2011
"1883","8121","/50-54years;Males","1105","Male",2011
"1884","8131","/50-54years;Males","1815","Male",2011
"1885","8141","/50-54years;Males","1965","Male",2011
"1886","8151","/50-54years;Males","610","Male",2011
"1887","8152","/50-54years;Males","130","Male",2011
"1888","9111","/50-54years;Males","185","Male",2011
"1889","9121","/50-54years;Males","250","Male",2011
"1890","9122","/50-54years;Males","345","Male",2011
"1891","9123","/50-54years;Males","1600","Male",2011
"1892","9131","/50-54years;Males","350","Male",2011
"1893","9141","/50-54years;Males","990","Male",2011
"1894","9151","/50-54years;Males","325","Male",2011
"1895","9161","/50-54years;Males","210","Male",2011
"1896","9171","/50-54years;Males","10","Male",2011
"1897","10011","/50-54years;Males","80","Male",2011
"1898","10012","/50-54years;Males","80","Male",2011
"1899","10013","/50-54years;Males","140","Male",2011
"1900","10014","/50-54years;Males","485","Male",2011
"1901","11111","/50-54years;Males","690","Male",2011
"1902","11112","/50-54years;Males","785","Male",2011
"1903","11121","/50-54years;Males","535","Male",2011
"1904","11131","/50-54years;Males","135","Male",2011
"1905","11132","/50-54years;Males","800","Male",2011
"1906","11133","/50-54years;Males","30","Male",2011
"1907","11141","/50-54years;Males","830","Male",2011
"1908","11211","/50-54years;Males","625","Male",2011
"1909","12111","/50-54years;Males","1290","Male",2011
"1910","12112","/50-54years;Males","3485","Male",2011
"1911","12113","/50-54years;Males","2165","Male",2011
"1912","12114","/50-54years;Males","1485","Male",2011
"1913","12115","/50-54years;Males","1190","Male",2011
"1914","12121","/50-54years;Males","1855","Male",2011
"1915","12131","/50-54years;Males","740","Male",2011
"1916","12132","/50-54years;Males","2140","Male",2011
"1917","12141","/50-54years;Males","770","Male",2011
"1918","12151","/50-54years;Males","1005","Male",2011
"1919","12152","/50-54years;Males","915","Male",2011
"1920","13111","/50-54years;Males","5720","Male",2011
"1921","13112","/50-54years;Males","2455","Male",2011
"1922","13113","/50-54years;Males","3550","Male",2011
"1923","13114","/50-54years;Males","4025","Male",2011
"1924","14111","/50-54years;Males","2400","Male",2011
"1925","14112","/50-54years;Males","2175","Male",2011
"1926","14113","/50-54years;Males","2580","Male",2011
"1927","14114","/50-54years;Males","1900","Male",2011
"1928","14121","/50-54years;Males","6005","Male",2011
"1929","14122","/50-54years;Males","5360","Male",2011
"1930","15111","/50-54years;Males","1680","Male",2011
"1931","15121","/50-54years;Males","2105","Male",2011
"1932","15131","/50-54years;Males","1955","Male",2011
"1933","15141","/50-54years;Males","1440","Male",2011
"1934","15151","/50-54years;Males","4370","Male",2011
"1935","15161","/50-54years;Males","5560","Male",2011
"1936","15171","/50-54years;Males","6625","Male",2011
"1937","16111","/50-54years;Males","4385","Male",2011
"1938","16112","/50-54years;Males","3435","Male",2011
"1939","16121","/50-54years;Males","2650","Male",2011
"1940","16122","/50-54years;Males","4710","Male",2011
"1941","16211","/50-54years;Males","2490","Male",2011
"1942","16212","/50-54years;Males","2830","Male",2011
"1943","16213","/50-54years;Males","4930","Male",2011
"1944","16221","/50-54years;Males","4290","Male",2011
"1945","16222","/50-54years;Males","3490","Male",2011
"1946","16223","/50-54years;Males","685","Male",2011
"1947","16231","/50-54years;Males","2300","Male",2011
"1948","16311","/50-54years;Males","5565","Male",2011
"1949","16321","/50-54years;Males","2435","Male",2011
"1950","16331","/50-54years;Males","950","Male",2011
"1951","16341","/50-54years;Males","2850","Male",2011
"1952","16342","/50-54years;Males","4180","Male",2011
"1953","16343","/50-54years;Males","1090","Male",2011
"1954","17011","/50-54years;Males","130","Male",2011
"1955","17012","/50-54years;Males","115","Male",2011
"1956","18011","/50-54years;Males","335","Male",2011
"1957","1111","/55-59years;Males","930","Male",2011
"1958","1121","/55-59years;Males","1425","Male",2011
"1959","1131","/55-59years;Males","945","Male",2011
"1960","1141","/55-59years;Males","480","Male",2011
"1961","1151","/55-59years;Males","2420","Male",2011
"1962","1161","/55-59years;Males","890","Male",2011
"1963","1171","/55-59years;Males","1025","Male",2011
"1964","1181","/55-59years;Males","890","Male",2011
"1965","2111","/55-59years;Males","1435","Male",2011
"1966","2121","/55-59years;Males","1230","Male",2011
"1967","2131","/55-59years;Males","2240","Male",2011
"1968","2141","/55-59years;Males","2775","Male",2011
"1969","2151","/55-59years;Males","3200","Male",2011
"1970","2161","/55-59years;Males","980","Male",2011
"1971","3111","/55-59years;Males","2165","Male",2011
"1972","3121","/55-59years;Males","2610","Male",2011
"1973","3122","/55-59years;Males","1665","Male",2011
"1974","3123","/55-59years;Males","2640","Male",2011
"1975","3124","/55-59years;Males","1425","Male",2011
"1976","3125","/55-59years;Males","1110","Male",2011
"1977","3126","/55-59years;Males","2135","Male",2011
"1978","3131","/55-59years;Males","2640","Male",2011
"1979","3132","/55-59years;Males","3550","Male",2011
"1980","3133","/55-59years;Males","3265","Male",2011
"1981","3134","/55-59years;Males","1320","Male",2011
"1982","3141","/55-59years;Males","655","Male",2011
"1983","3142","/55-59years;Males","770","Male",2011
"1984","4111","/55-59years;Males","605","Male",2011
"1985","4121","/55-59years;Males","670","Male",2011
"1986","4122","/55-59years;Males","645","Male",2011
"1987","4131","/55-59years;Males","1115","Male",2011
"1988","4141","/55-59years;Males","3015","Male",2011
"1989","4151","/55-59years;Males","3325","Male",2011
"1990","4152","/55-59years;Males","1965","Male",2011
"1991","4161","/55-59years;Males","1005","Male",2011
"1992","4162","/55-59years;Males","885","Male",2011
"1993","4171","/55-59years;Males","3800","Male",2011
"1994","4181","/55-59years;Males","2785","Male",2011
"1995","4182","/55-59years;Males","890","Male",2011
"1996","5111","/55-59years;Males","2210","Male",2011
"1997","5121","/55-59years;Males","3660","Male",2011
"1998","5131","/55-59years;Males","2160","Male",2011
"1999","5141","/55-59years;Males","745","Male",2011
"2000","5151","/55-59years;Males","5160","Male",2011
"2001","5161","/55-59years;Males","1260","Male",2011
"2002","5171","/55-59years;Males","670","Male",2011
"2003","5181","/55-59years;Males","1005","Male",2011
"2004","5191","/55-59years;Males","1050","Male",2011
"2005","6111","/55-59years;Males","2920","Male",2011
"2006","6112","/55-59years;Males","2915","Male",2011
"2007","6113","/55-59years;Males","1705","Male",2011
"2008","6121","/55-59years;Males","2095","Male",2011
"2009","6122","/55-59years;Males","2260","Male",2011
"2010","6211","/55-59years;Males","1290","Male",2011
"2011","6212","/55-59years;Males","2110","Male",2011
"2012","6221","/55-59years;Males","795","Male",2011
"2013","6222","/55-59years;Males","1360","Male",2011
"2014","6223","/55-59years;Males","745","Male",2011
"2015","6224","/55-59years;Males","1090","Male",2011
"2016","6225","/55-59years;Males","1550","Male",2011
"2017","6311","/55-59years;Males","835","Male",2011
"2018","6312","/55-59years;Males","1045","Male",2011
"2019","6313","/55-59years;Males","2175","Male",2011
"2020","6314","/55-59years;Males","435","Male",2011
"2021","6321","/55-59years;Males","1000","Male",2011
"2022","6322","/55-59years;Males","1620","Male",2011
"2023","6323","/55-59years;Males","1395","Male",2011
"2024","6324","/55-59years;Males","555","Male",2011
"2025","6411","/55-59years;Males","1405","Male",2011
"2026","6412","/55-59years;Males","2160","Male",2011
"2027","6421","/55-59years;Males","2535","Male",2011
"2028","6422","/55-59years;Males","2385","Male",2011
"2029","6431","/55-59years;Males","1665","Male",2011
"2030","6432","/55-59years;Males","1405","Male",2011
"2031","6511","/55-59years;Males","1480","Male",2011
"2032","6512","/55-59years;Males","1890","Male",2011
"2033","6521","/55-59years;Males","1705","Male",2011
"2034","6522","/55-59years;Males","1270","Male",2011
"2035","6523","/55-59years;Males","2165","Male",2011
"2036","6524","/55-59years;Males","1635","Male",2011
"2037","6531","/55-59years;Males","2615","Male",2011
"2038","6532","/55-59years;Males","1490","Male",2011
"2039","6533","/55-59years;Males","1475","Male",2011
"2040","7111","/55-59years;Males","865","Male",2011
"2041","7121","/55-59years;Males","1030","Male",2011
"2042","7131","/55-59years;Males","1205","Male",2011
"2043","7151","/55-59years;Males","540","Male",2011
"2044","7152","/55-59years;Males","825","Male",2011
"2045","8111","/55-59years;Males","940","Male",2011
"2046","8121","/55-59years;Males","1035","Male",2011
"2047","8131","/55-59years;Males","1585","Male",2011
"2048","8141","/55-59years;Males","1685","Male",2011
"2049","8151","/55-59years;Males","580","Male",2011
"2050","8152","/55-59years;Males","130","Male",2011
"2051","9111","/55-59years;Males","170","Male",2011
"2052","9121","/55-59years;Males","255","Male",2011
"2053","9122","/55-59years;Males","285","Male",2011
"2054","9123","/55-59years;Males","1435","Male",2011
"2055","9131","/55-59years;Males","355","Male",2011
"2056","9141","/55-59years;Males","920","Male",2011
"2057","9151","/55-59years;Males","300","Male",2011
"2058","9161","/55-59years;Males","180","Male",2011
"2059","9171","/55-59years;Males","10","Male",2011
"2060","10011","/55-59years;Males","65","Male",2011
"2061","10012","/55-59years;Males","75","Male",2011
"2062","10013","/55-59years;Males","110","Male",2011
"2063","10014","/55-59years;Males","370","Male",2011
"2064","11111","/55-59years;Males","665","Male",2011
"2065","11112","/55-59years;Males","830","Male",2011
"2066","11121","/55-59years;Males","610","Male",2011
"2067","11131","/55-59years;Males","155","Male",2011
"2068","11132","/55-59years;Males","785","Male",2011
"2069","11133","/55-59years;Males","40","Male",2011
"2070","11141","/55-59years;Males","860","Male",2011
"2071","11211","/55-59years;Males","580","Male",2011
"2072","12111","/55-59years;Males","1190","Male",2011
"2073","12112","/55-59years;Males","3255","Male",2011
"2074","12113","/55-59years;Males","2060","Male",2011
"2075","12114","/55-59years;Males","1410","Male",2011
"2076","12115","/55-59years;Males","1105","Male",2011
"2077","12121","/55-59years;Males","1945","Male",2011
"2078","12131","/55-59years;Males","785","Male",2011
"2079","12132","/55-59years;Males","1935","Male",2011
"2080","12141","/55-59years;Males","805","Male",2011
"2081","12151","/55-59years;Males","995","Male",2011
"2082","12152","/55-59years;Males","845","Male",2011
"2083","13111","/55-59years;Males","4220","Male",2011
"2084","13112","/55-59years;Males","1905","Male",2011
"2085","13113","/55-59years;Males","2920","Male",2011
"2086","13114","/55-59years;Males","3220","Male",2011
"2087","14111","/55-59years;Males","2460","Male",2011
"2088","14112","/55-59years;Males","1835","Male",2011
"2089","14113","/55-59years;Males","2405","Male",2011
"2090","14114","/55-59years;Males","1680","Male",2011
"2091","14121","/55-59years;Males","4735","Male",2011
"2092","14122","/55-59years;Males","4345","Male",2011
"2093","15111","/55-59years;Males","1790","Male",2011
"2094","15121","/55-59years;Males","1975","Male",2011
"2095","15131","/55-59years;Males","2060","Male",2011
"2096","15141","/55-59years;Males","1395","Male",2011
"2097","15151","/55-59years;Males","3630","Male",2011
"2098","15161","/55-59years;Males","4585","Male",2011
"2099","15171","/55-59years;Males","4905","Male",2011
"2100","16111","/55-59years;Males","4225","Male",2011
"2101","16112","/55-59years;Males","2920","Male",2011
"2102","16121","/55-59years;Males","2040","Male",2011
"2103","16122","/55-59years;Males","4125","Male",2011
"2104","16211","/55-59years;Males","2185","Male",2011
"2105","16212","/55-59years;Males","2505","Male",2011
"2106","16213","/55-59years;Males","4000","Male",2011
"2107","16221","/55-59years;Males","3855","Male",2011
"2108","16222","/55-59years;Males","3125","Male",2011
"2109","16223","/55-59years;Males","620","Male",2011
"2110","16231","/55-59years;Males","2370","Male",2011
"2111","16311","/55-59years;Males","4670","Male",2011
"2112","16321","/55-59years;Males","2180","Male",2011
"2113","16331","/55-59years;Males","885","Male",2011
"2114","16341","/55-59years;Males","2290","Male",2011
"2115","16342","/55-59years;Males","3105","Male",2011
"2116","16343","/55-59years;Males","985","Male",2011
"2117","17011","/55-59years;Males","100","Male",2011
"2118","17012","/55-59years;Males","95","Male",2011
"2119","18011","/55-59years;Males","260","Male",2011
"2120","1111","/60-64years;Males","845","Male",2011
"2121","1121","/60-64years;Males","1220","Male",2011
"2122","1131","/60-64years;Males","930","Male",2011
"2123","1141","/60-64years;Males","415","Male",2011
"2124","1151","/60-64years;Males","2105","Male",2011
"2125","1161","/60-64years;Males","855","Male",2011
"2126","1171","/60-64years;Males","1015","Male",2011
"2127","1181","/60-64years;Males","790","Male",2011
"2128","2111","/60-64years;Males","1225","Male",2011
"2129","2121","/60-64years;Males","1025","Male",2011
"2130","2131","/60-64years;Males","1780","Male",2011
"2131","2141","/60-64years;Males","2240","Male",2011
"2132","2151","/60-64years;Males","2800","Male",2011
"2133","2161","/60-64years;Males","835","Male",2011
"2134","3111","/60-64years;Males","1995","Male",2011
"2135","3121","/60-64years;Males","2230","Male",2011
"2136","3122","/60-64years;Males","1420","Male",2011
"2137","3123","/60-64years;Males","2400","Male",2011
"2138","3124","/60-64years;Males","1390","Male",2011
"2139","3125","/60-64years;Males","1000","Male",2011
"2140","3126","/60-64years;Males","1850","Male",2011
"2141","3131","/60-64years;Males","2365","Male",2011
"2142","3132","/60-64years;Males","3425","Male",2011
"2143","3133","/60-64years;Males","2730","Male",2011
"2144","3134","/60-64years;Males","1340","Male",2011
"2145","3141","/60-64years;Males","645","Male",2011
"2146","3142","/60-64years;Males","750","Male",2011
"2147","4111","/60-64years;Males","475","Male",2011
"2148","4121","/60-64years;Males","645","Male",2011
"2149","4122","/60-64years;Males","570","Male",2011
"2150","4131","/60-64years;Males","965","Male",2011
"2151","4141","/60-64years;Males","2605","Male",2011
"2152","4151","/60-64years;Males","2990","Male",2011
"2153","4152","/60-64years;Males","1765","Male",2011
"2154","4161","/60-64years;Males","855","Male",2011
"2155","4162","/60-64years;Males","795","Male",2011
"2156","4171","/60-64years;Males","3460","Male",2011
"2157","4181","/60-64years;Males","2505","Male",2011
"2158","4182","/60-64years;Males","925","Male",2011
"2159","5111","/60-64years;Males","2190","Male",2011
"2160","5121","/60-64years;Males","3290","Male",2011
"2161","5131","/60-64years;Males","2325","Male",2011
"2162","5141","/60-64years;Males","650","Male",2011
"2163","5151","/60-64years;Males","4635","Male",2011
"2164","5161","/60-64years;Males","1215","Male",2011
"2165","5171","/60-64years;Males","705","Male",2011
"2166","5181","/60-64years;Males","900","Male",2011
"2167","5191","/60-64years;Males","945","Male",2011
"2168","6111","/60-64years;Males","2575","Male",2011
"2169","6112","/60-64years;Males","2250","Male",2011
"2170","6113","/60-64years;Males","1665","Male",2011
"2171","6121","/60-64years;Males","1755","Male",2011
"2172","6122","/60-64years;Males","2115","Male",2011
"2173","6211","/60-64years;Males","1435","Male",2011
"2174","6212","/60-64years;Males","1855","Male",2011
"2175","6221","/60-64years;Males","705","Male",2011
"2176","6222","/60-64years;Males","1240","Male",2011
"2177","6223","/60-64years;Males","715","Male",2011
"2178","6224","/60-64years;Males","960","Male",2011
"2179","6225","/60-64years;Males","1660","Male",2011
"2180","6311","/60-64years;Males","725","Male",2011
"2181","6312","/60-64years;Males","865","Male",2011
"2182","6313","/60-64years;Males","1790","Male",2011
"2183","6314","/60-64years;Males","375","Male",2011
"2184","6321","/60-64years;Males","835","Male",2011
"2185","6322","/60-64years;Males","1305","Male",2011
"2186","6323","/60-64years;Males","1160","Male",2011
"2187","6324","/60-64years;Males","495","Male",2011
"2188","6411","/60-64years;Males","1330","Male",2011
"2189","6412","/60-64years;Males","1965","Male",2011
"2190","6421","/60-64years;Males","2005","Male",2011
"2191","6422","/60-64years;Males","2085","Male",2011
"2192","6431","/60-64years;Males","1275","Male",2011
"2193","6432","/60-64years;Males","935","Male",2011
"2194","6511","/60-64years;Males","1230","Male",2011
"2195","6512","/60-64years;Males","1825","Male",2011
"2196","6521","/60-64years;Males","1685","Male",2011
"2197","6522","/60-64years;Males","1125","Male",2011
"2198","6523","/60-64years;Males","1625","Male",2011
"2199","6524","/60-64years;Males","1205","Male",2011
"2200","6531","/60-64years;Males","2140","Male",2011
"2201","6532","/60-64years;Males","1245","Male",2011
"2202","6533","/60-64years;Males","1180","Male",2011
