"","clsc.age.pry.CLSC_code","clsc.age.pry.Age","clsc.age.pry.Count","clsc.age.pry.Sex","clsc.age.pry.Year"
"1188","3141","30 - 34","290","Male",2006
"1189","3142","30 - 34","385","Male",2006
"1190","4111","30 - 34","395","Male",2006
"1191","4121","30 - 34","235","Male",2006
"1192","4122","30 - 34","250","Male",2006
"1193","4131","30 - 34","535","Male",2006
"1194","4141","30 - 34","1440","Male",2006
"1195","4151","30 - 34","2170","Male",2006
"1196","4152","30 - 34","1095","Male",2006
"1197","4161","30 - 34","585","Male",2006
"1198","4162","30 - 34","440","Male",2006
"1199","4171","30 - 34","2890","Male",2006
"1200","4181","30 - 34","1940","Male",2006
"1201","4182","30 - 34","610","Male",2006
"1202","5111","30 - 34","1195","Male",2006
"1203","5121","30 - 34","2565","Male",2006
"1204","5131","30 - 34","1095","Male",2006
"1205","5141","30 - 34","495","Male",2006
"1206","5151","30 - 34","4285","Male",2006
"1207","5161","30 - 34","855","Male",2006
"1208","5171","30 - 34","355","Male",2006
"1209","5181","30 - 34","575","Male",2006
"1210","5191","30 - 34","570","Male",2006
"1211","6111","30 - 34","1360","Male",2006
"1212","6112","30 - 34","2175","Male",2006
"1213","6113","30 - 34","1180","Male",2006
"1214","6121","30 - 34","1835","Male",2006
"1215","6122","30 - 34","2370","Male",2006
"1216","6211","30 - 34","1235","Male",2006
"1217","6212","30 - 34","2640","Male",2006
"1218","6221","30 - 34","1315","Male",2006
"1219","6222","30 - 34","1080","Male",2006
"1220","6223","30 - 34","1245","Male",2006
"1221","6224","30 - 34","2510","Male",2006
"1222","6225","30 - 34","2500","Male",2006
"1223","6311","30 - 34","1415","Male",2006
"1224","6312","30 - 34","1185","Male",2006
"1225","6313","30 - 34","2805","Male",2006
"1226","6314","30 - 34","525","Male",2006
"1227","6321","30 - 34","2520","Male",2006
"1228","6322","30 - 34","3550","Male",2006
"1229","6323","30 - 34","2245","Male",2006
"1230","6324","30 - 34","550","Male",2006
"1231","6411","30 - 34","1960","Male",2006
"1232","6412","30 - 34","2920","Male",2006
"1233","6421","30 - 34","2875","Male",2006
"1234","6422","30 - 34","2495","Male",2006
"1235","6431","30 - 34","2915","Male",2006
"1236","6432","30 - 34","2605","Male",2006
"1237","6511","30 - 34","1880","Male",2006
"1238","6512","30 - 34","2560","Male",2006
"1239","6521","30 - 34","1630","Male",2006
"1240","6522","30 - 34","1190","Male",2006
"1241","6523","30 - 34","1305","Male",2006
"1242","6524","30 - 34","1260","Male",2006
"1243","6531","30 - 34","3335","Male",2006
"1244","6532","30 - 34","1245","Male",2006
"1245","6533","30 - 34","2405","Male",2006
"1246","7111","30 - 34","495","Male",2006
"1247","7121","30 - 34","515","Male",2006
"1248","7131","30 - 34","1025","Male",2006
"1249","7141","30 - 34","1315","Male",2006
"1250","7142","30 - 34","2640","Male",2006
"1251","7143","30 - 34","3335","Male",2006
"1252","7151","30 - 34","1135","Male",2006
"1253","7152","30 - 34","350","Male",2006
"1254","8111","30 - 34","545","Male",2006
"1255","8121","30 - 34","715","Male",2006
"1256","8131","30 - 34","1100","Male",2006
"1257","8141","30 - 34","1230","Male",2006
"1258","8151","30 - 34","365","Male",2006
"1259","8152","30 - 34","130","Male",2006
"1260","9111","30 - 34","115","Male",2006
"1261","9121","30 - 34","175","Male",2006
"1262","9122","30 - 34","175","Male",2006
"1263","9123","30 - 34","955","Male",2006
"1264","9131","30 - 34","270","Male",2006
"1265","9141","30 - 34","870","Male",2006
"1266","9151","30 - 34","190","Male",2006
"1267","9161","30 - 34","165","Male",2006
"1268","9171","30 - 34","15","Male",2006
"1269","10011","30 - 34","30","Male",2006
"1270","10012","30 - 34","45","Male",2006
"1271","10013","30 - 34","95","Male",2006
"1272","10014","30 - 34","280","Male",2006
"1273","11111","30 - 34","355","Male",2006
"1274","11112","30 - 34","425","Male",2006
"1275","11121","30 - 34","270","Male",2006
"1276","11131","30 - 34","45","Male",2006
"1277","11132","30 - 34","345","Male",2006
"1278","11133","30 - 34","20","Male",2006
"1279","11141","30 - 34","410","Male",2006
"1280","11211","30 - 34","320","Male",2006
"1281","12111","30 - 34","795","Male",2006
"1282","12112","30 - 34","3050","Male",2006
"1283","12113","30 - 34","1390","Male",2006
"1284","12114","30 - 34","865","Male",2006
"1285","12115","30 - 34","855","Male",2006
"1286","12121","30 - 34","1010","Male",2006
"1287","12131","30 - 34","535","Male",2006
"1288","12132","30 - 34","1540","Male",2006
"1289","12141","30 - 34","420","Male",2006
"1290","12151","30 - 34","615","Male",2006
"1291","12152","30 - 34","460","Male",2006
"1292","13111","30 - 34","3615","Male",2006
"1293","13112","30 - 34","1510","Male",2006
"1294","13113","30 - 34","2360","Male",2006
"1295","13114","30 - 34","3445","Male",2006
"1296","14111","30 - 34","1080","Male",2006
"1297","14112","30 - 34","1280","Male",2006
"1298","14113","30 - 34","1485","Male",2006
"1299","14114","30 - 34","1095","Male",2006
"1300","14121","30 - 34","4485","Male",2006
"1301","14122","30 - 34","2875","Male",2006
"1302","15111","30 - 34","830","Male",2006
"1303","15121","30 - 34","1025","Male",2006
"1304","15131","30 - 34","795","Male",2006
"1305","15141","30 - 34","780","Male",2006
"1306","15151","30 - 34","3265","Male",2006
"1307","15161","30 - 34","4075","Male",2006
"1308","15171","30 - 34","4230","Male",2006
"1309","16111","30 - 34","3040","Male",2006
"1310","16112","30 - 34","2225","Male",2006
"1311","16121","30 - 34","1820","Male",2006
"1312","16122","30 - 34","3175","Male",2006
"1313","16211","30 - 34","2110","Male",2006
"1314","16212","30 - 34","2035","Male",2006
"1315","16213","30 - 34","3125","Male",2006
"1316","16221","30 - 34","2960","Male",2006
"1317","16222","30 - 34","2215","Male",2006
"1318","16223","30 - 34","460","Male",2006
"1319","16231","30 - 34","1200","Male",2006
"1320","16311","30 - 34","4045","Male",2006
"1321","16321","30 - 34","1345","Male",2006
"1322","16331","30 - 34","505","Male",2006
"1323","16341","30 - 34","1645","Male",2006
"1324","16342","30 - 34","3320","Male",2006
"1325","16343","30 - 34","750","Male",2006
"1326","17011","30 - 34","205","Male",2006
"1327","17012","30 - 34","190","Male",2006
"1328","18011","30 - 34","570","Male",2006
"1329","1111","35 - 39","605","Male",2006
"1330","1121","35 - 39","920","Male",2006
"1331","1131","35 - 39","555","Male",2006
"1332","1141","35 - 39","250","Male",2006
"1333","1151","35 - 39","1415","Male",2006
"1334","1161","35 - 39","565","Male",2006
"1335","1171","35 - 39","565","Male",2006
"1336","1181","35 - 39","500","Male",2006
"1337","2111","35 - 39","845","Male",2006
"1338","2121","35 - 39","690","Male",2006
"1339","2131","35 - 39","1355","Male",2006
"1340","2141","35 - 39","1635","Male",2006
"1341","2151","35 - 39","2045","Male",2006
"1342","2161","35 - 39","620","Male",2006
"1343","3111","35 - 39","1360","Male",2006
"1344","3121","35 - 39","1850","Male",2006
"1345","3122","35 - 39","1275","Male",2006
"1346","3123","35 - 39","1565","Male",2006
"1347","3124","35 - 39","870","Male",2006
"1348","3125","35 - 39","905","Male",2006
"1349","3126","35 - 39","1750","Male",2006
"1350","3131","35 - 39","3290","Male",2006
"1351","3132","35 - 39","3130","Male",2006
"1352","3133","35 - 39","2460","Male",2006
"1353","3134","35 - 39","890","Male",2006
"1354","3141","35 - 39","345","Male",2006
"1355","3142","35 - 39","475","Male",2006
"1356","4111","35 - 39","430","Male",2006
"1357","4121","35 - 39","290","Male",2006
"1358","4122","35 - 39","300","Male",2006
"1359","4131","35 - 39","660","Male",2006
"1360","4141","35 - 39","1615","Male",2006
"1361","4151","35 - 39","2380","Male",2006
"1362","4152","35 - 39","1290","Male",2006
"1363","4161","35 - 39","575","Male",2006
"1364","4162","35 - 39","570","Male",2006
"1365","4171","35 - 39","3020","Male",2006
"1366","4181","35 - 39","1920","Male",2006
"1367","4182","35 - 39","665","Male",2006
"1368","5111","35 - 39","1420","Male",2006
"1369","5121","35 - 39","2740","Male",2006
"1370","5131","35 - 39","1315","Male",2006
"1371","5141","35 - 39","560","Male",2006
"1372","5151","35 - 39","4475","Male",2006
"1373","5161","35 - 39","930","Male",2006
"1374","5171","35 - 39","390","Male",2006
"1375","5181","35 - 39","660","Male",2006
"1376","5191","35 - 39","695","Male",2006
"1377","6111","35 - 39","2315","Male",2006
"1378","6112","35 - 39","2880","Male",2006
"1379","6113","35 - 39","1430","Male",2006
"1380","6121","35 - 39","2000","Male",2006
"1381","6122","35 - 39","2620","Male",2006
"1382","6211","35 - 39","1425","Male",2006
"1383","6212","35 - 39","2905","Male",2006
"1384","6221","35 - 39","1400","Male",2006
"1385","6222","35 - 39","1195","Male",2006
"1386","6223","35 - 39","1300","Male",2006
"1387","6224","35 - 39","2180","Male",2006
"1388","6225","35 - 39","1915","Male",2006
"1389","6311","35 - 39","1275","Male",2006
"1390","6312","35 - 39","1105","Male",2006
"1391","6313","35 - 39","2665","Male",2006
"1392","6314","35 - 39","610","Male",2006
"1393","6321","35 - 39","1880","Male",2006
"1394","6322","35 - 39","2680","Male",2006
"1395","6323","35 - 39","1845","Male",2006
"1396","6324","35 - 39","505","Male",2006
"1397","6411","35 - 39","2300","Male",2006
"1398","6412","35 - 39","3220","Male",2006
"1399","6421","35 - 39","3005","Male",2006
"1400","6422","35 - 39","2915","Male",2006
"1401","6431","35 - 39","2420","Male",2006
"1402","6432","35 - 39","2075","Male",2006
"1403","6511","35 - 39","2145","Male",2006
"1404","6512","35 - 39","2900","Male",2006
"1405","6521","35 - 39","1830","Male",2006
"1406","6522","35 - 39","1305","Male",2006
"1407","6523","35 - 39","1535","Male",2006
"1408","6524","35 - 39","1275","Male",2006
"1409","6531","35 - 39","3135","Male",2006
"1410","6532","35 - 39","1420","Male",2006
"1411","6533","35 - 39","1955","Male",2006
"1412","7111","35 - 39","565","Male",2006
"1413","7121","35 - 39","605","Male",2006
"1414","7131","35 - 39","1400","Male",2006
"1415","7141","35 - 39","1495","Male",2006
"1416","7142","35 - 39","2430","Male",2006
"1417","7143","35 - 39","3720","Male",2006
"1418","7151","35 - 39","1130","Male",2006
"1419","7152","35 - 39","395","Male",2006
"1420","8111","35 - 39","580","Male",2006
"1421","8121","35 - 39","715","Male",2006
"1422","8131","35 - 39","1250","Male",2006
"1423","8141","35 - 39","1320","Male",2006
"1424","8151","35 - 39","390","Male",2006
"1425","8152","35 - 39","150","Male",2006
"1426","9111","35 - 39","130","Male",2006
"1427","9121","35 - 39","165","Male",2006
"1428","9122","35 - 39","180","Male",2006
"1429","9123","35 - 39","1060","Male",2006
"1430","9131","35 - 39","290","Male",2006
"1431","9141","35 - 39","940","Male",2006
"1432","9151","35 - 39","205","Male",2006
"1433","9161","35 - 39","215","Male",2006
"1434","9171","35 - 39","25","Male",2006
"1435","10011","35 - 39","40","Male",2006
"1436","10012","35 - 39","55","Male",2006
"1437","10013","35 - 39","120","Male",2006
"1438","10014","35 - 39","310","Male",2006
"1439","11111","35 - 39","385","Male",2006
"1440","11112","35 - 39","440","Male",2006
"1441","11121","35 - 39","305","Male",2006
"1442","11131","35 - 39","55","Male",2006
"1443","11132","35 - 39","430","Male",2006
"1444","11133","35 - 39","20","Male",2006
"1445","11141","35 - 39","510","Male",2006
"1446","11211","35 - 39","425","Male",2006
"1447","12111","35 - 39","855","Male",2006
"1448","12112","35 - 39","3170","Male",2006
"1449","12113","35 - 39","1410","Male",2006
"1450","12114","35 - 39","1010","Male",2006
"1451","12115","35 - 39","845","Male",2006
"1452","12121","35 - 39","1115","Male",2006
"1453","12131","35 - 39","550","Male",2006
"1454","12132","35 - 39","1620","Male",2006
"1455","12141","35 - 39","525","Male",2006
"1456","12151","35 - 39","680","Male",2006
"1457","12152","35 - 39","545","Male",2006
"1458","13111","35 - 39","4530","Male",2006
"1459","13112","35 - 39","1960","Male",2006
"1460","13113","35 - 39","2550","Male",2006
"1461","13114","35 - 39","3990","Male",2006
"1462","14111","35 - 39","1345","Male",2006
"1463","14112","35 - 39","1600","Male",2006
"1464","14113","35 - 39","1550","Male",2006
"1465","14114","35 - 39","1270","Male",2006
"1466","14121","35 - 39","4795","Male",2006
"1467","14122","35 - 39","3370","Male",2006
"1468","15111","35 - 39","895","Male",2006
"1469","15121","35 - 39","1205","Male",2006
"1470","15131","35 - 39","975","Male",2006
"1471","15141","35 - 39","865","Male",2006
"1472","15151","35 - 39","3540","Male",2006
"1473","15161","35 - 39","4630","Male",2006
"1474","15171","35 - 39","5230","Male",2006
"1475","16111","35 - 39","3455","Male",2006
"1476","16112","35 - 39","2485","Male",2006
"1477","16121","35 - 39","2005","Male",2006
"1478","16122","35 - 39","3575","Male",2006
"1479","16211","35 - 39","1940","Male",2006
"1480","16212","35 - 39","2035","Male",2006
"1481","16213","35 - 39","4055","Male",2006
"1482","16221","35 - 39","3410","Male",2006
"1483","16222","35 - 39","2530","Male",2006
"1484","16223","35 - 39","475","Male",2006
"1485","16231","35 - 39","1330","Male",2006
"1486","16311","35 - 39","4835","Male",2006
"1487","16321","35 - 39","1525","Male",2006
"1488","16331","35 - 39","630","Male",2006
"1489","16341","35 - 39","1990","Male",2006
"1490","16342","35 - 39","3685","Male",2006
"1491","16343","35 - 39","845","Male",2006
"1492","17011","35 - 39","200","Male",2006
"1493","17012","35 - 39","170","Male",2006
"1494","18011","35 - 39","525","Male",2006
"1495","1111","40 - 44","775","Male",2006
"1496","1121","40 - 44","1285","Male",2006
"1497","1131","40 - 44","870","Male",2006
"1498","1141","40 - 44","320","Male",2006
"1499","1151","40 - 44","1890","Male",2006
"1500","1161","40 - 44","715","Male",2006
"1501","1171","40 - 44","850","Male",2006
"1502","1181","40 - 44","720","Male",2006
"1503","2111","40 - 44","1230","Male",2006
"1504","2121","40 - 44","1090","Male",2006
"1505","2131","40 - 44","2085","Male",2006
"1506","2141","40 - 44","2465","Male",2006
"1507","2151","40 - 44","2915","Male",2006
"1508","2161","40 - 44","1035","Male",2006
"1509","3111","40 - 44","1980","Male",2006
"1510","3121","40 - 44","2560","Male",2006
"1511","3122","40 - 44","1595","Male",2006
"1512","3123","40 - 44","2040","Male",2006
"1513","3124","40 - 44","1050","Male",2006
"1514","3125","40 - 44","1185","Male",2006
"1515","3126","40 - 44","2030","Male",2006
"1516","3131","40 - 44","3810","Male",2006
"1517","3132","40 - 44","3645","Male",2006
"1518","3133","40 - 44","3345","Male",2006
"1519","3134","40 - 44","1265","Male",2006
"1520","3141","40 - 44","465","Male",2006
"1521","3142","40 - 44","600","Male",2006
"1522","4111","40 - 44","595","Male",2006
"1523","4121","40 - 44","445","Male",2006
"1524","4122","40 - 44","465","Male",2006
"1525","4131","40 - 44","1025","Male",2006
"1526","4141","40 - 44","2415","Male",2006
"1527","4151","40 - 44","3030","Male",2006
"1528","4152","40 - 44","1875","Male",2006
"1529","4161","40 - 44","880","Male",2006
"1530","4162","40 - 44","750","Male",2006
"1531","4171","40 - 44","3620","Male",2006
"1532","4181","40 - 44","2530","Male",2006
"1533","4182","40 - 44","885","Male",2006
"1534","5111","40 - 44","1970","Male",2006
"1535","5121","40 - 44","3660","Male",2006
"1536","5131","40 - 44","1595","Male",2006
"1537","5141","40 - 44","730","Male",2006
"1538","5151","40 - 44","5335","Male",2006
"1539","5161","40 - 44","1180","Male",2006
"1540","5171","40 - 44","500","Male",2006
"1541","5181","40 - 44","890","Male",2006
"1542","5191","40 - 44","910","Male",2006
"1543","6111","40 - 44","3350","Male",2006
"1544","6112","40 - 44","3710","Male",2006
"1545","6113","40 - 44","1815","Male",2006
"1546","6121","40 - 44","2490","Male",2006
"1547","6122","40 - 44","2790","Male",2006
"1548","6211","40 - 44","1510","Male",2006
"1549","6212","40 - 44","2865","Male",2006
"1550","6221","40 - 44","1385","Male",2006
"1551","6222","40 - 44","1515","Male",2006
"1552","6223","40 - 44","1220","Male",2006
"1553","6224","40 - 44","1815","Male",2006
"1554","6225","40 - 44","1730","Male",2006
"1555","6311","40 - 44","1280","Male",2006
"1556","6312","40 - 44","1165","Male",2006
"1557","6313","40 - 44","2710","Male",2006
"1558","6314","40 - 44","640","Male",2006
"1559","6321","40 - 44","1615","Male",2006
"1560","6322","40 - 44","2485","Male",2006
"1561","6323","40 - 44","2070","Male",2006
"1562","6324","40 - 44","545","Male",2006
"1563","6411","40 - 44","2100","Male",2006
"1564","6412","40 - 44","3015","Male",2006
"1565","6421","40 - 44","2985","Male",2006
"1566","6422","40 - 44","3095","Male",2006
"1567","6431","40 - 44","2450","Male",2006
"1568","6432","40 - 44","1955","Male",2006
"1569","6511","40 - 44","2180","Male",2006
"1570","6512","40 - 44","2685","Male",2006
"1571","6521","40 - 44","2110","Male",2006
"1572","6522","40 - 44","1480","Male",2006
"1573","6523","40 - 44","2150","Male",2006
"1574","6524","40 - 44","1675","Male",2006
"1575","6531","40 - 44","3405","Male",2006
"1576","6532","40 - 44","1530","Male",2006
"1577","6533","40 - 44","2155","Male",2006
"1578","7111","40 - 44","865","Male",2006
"1579","7121","40 - 44","895","Male",2006
"1580","7131","40 - 44","1555","Male",2006
"1581","7141","40 - 44","1770","Male",2006
"1582","7142","40 - 44","2955","Male",2006
"1583","7143","40 - 44","4880","Male",2006
"1584","7151","40 - 44","1595","Male",2006
"1585","7152","40 - 44","610","Male",2006
"1586","8111","40 - 44","845","Male",2006
"1587","8121","40 - 44","1015","Male",2006
"1588","8131","40 - 44","1685","Male",2006
"1589","8141","40 - 44","1810","Male",2006
"1590","8151","40 - 44","575","Male",2006
"1591","8152","40 - 44","175","Male",2006
"1592","9111","40 - 44","150","Male",2006
"1593","9121","40 - 44","230","Male",2006
"1594","9122","40 - 44","255","Male",2006
"1595","9123","40 - 44","1550","Male",2006
"1596","9131","40 - 44","370","Male",2006
"1597","9141","40 - 44","1170","Male",2006
"1598","9151","40 - 44","270","Male",2006
"1599","9161","40 - 44","255","Male",2006
"1600","9171","40 - 44","25","Male",2006
"1601","10011","40 - 44","70","Male",2006
"1602","10012","40 - 44","60","Male",2006
"1603","10013","40 - 44","130","Male",2006
"1604","10014","40 - 44","485","Male",2006
"1605","11111","40 - 44","545","Male",2006
"1606","11112","40 - 44","695","Male",2006
"1607","11121","40 - 44","440","Male",2006
"1608","11131","40 - 44","110","Male",2006
"1609","11132","40 - 44","650","Male",2006
"1610","11133","40 - 44","35","Male",2006
"1611","11141","40 - 44","690","Male",2006
"1612","11211","40 - 44","630","Male",2006
"1613","12111","40 - 44","1135","Male",2006
"1614","12112","40 - 44","3590","Male",2006
"1615","12113","40 - 44","1890","Male",2006
"1616","12114","40 - 44","1425","Male",2006
"1617","12115","40 - 44","1105","Male",2006
"1618","12121","40 - 44","1475","Male",2006
"1619","12131","40 - 44","720","Male",2006
"1620","12132","40 - 44","2090","Male",2006
"1621","12141","40 - 44","720","Male",2006
"1622","12151","40 - 44","950","Male",2006
"1623","12152","40 - 44","760","Male",2006
"1624","13111","40 - 44","5885","Male",2006
"1625","13112","40 - 44","2460","Male",2006
"1626","13113","40 - 44","3160","Male",2006
"1627","13114","40 - 44","4405","Male",2006
"1628","14111","40 - 44","2010","Male",2006
"1629","14112","40 - 44","2000","Male",2006
"1630","14113","40 - 44","2105","Male",2006
"1631","14114","40 - 44","1765","Male",2006
"1632","14121","40 - 44","6050","Male",2006
"1633","14122","40 - 44","4865","Male",2006
"1634","15111","40 - 44","1255","Male",2006
"1635","15121","40 - 44","1750","Male",2006
"1636","15131","40 - 44","1380","Male",2006
"1637","15141","40 - 44","1325","Male",2006
"1638","15151","40 - 44","4560","Male",2006
"1639","15161","40 - 44","5525","Male",2006
"1640","15171","40 - 44","7090","Male",2006
"1641","16111","40 - 44","4165","Male",2006
"1642","16112","40 - 44","3315","Male",2006
"1643","16121","40 - 44","2640","Male",2006
"1644","16122","40 - 44","4440","Male",2006
"1645","16211","40 - 44","2430","Male",2006
"1646","16212","40 - 44","2495","Male",2006
"1647","16213","40 - 44","4925","Male",2006
"1648","16221","40 - 44","4290","Male",2006
"1649","16222","40 - 44","3135","Male",2006
"1650","16223","40 - 44","595","Male",2006
"1651","16231","40 - 44","1785","Male",2006
"1652","16311","40 - 44","5760","Male",2006
"1653","16321","40 - 44","2130","Male",2006
"1654","16331","40 - 44","895","Male",2006
"1655","16341","40 - 44","2635","Male",2006
"1656","16342","40 - 44","4420","Male",2006
"1657","16343","40 - 44","1145","Male",2006
"1658","17011","40 - 44","175","Male",2006
"1659","17012","40 - 44","130","Male",2006
"1660","18011","40 - 44","445","Male",2006
"1661","1111","45 - 49","985","Male",2006
"1662","1121","45 - 49","1370","Male",2006
"1663","1131","45 - 49","1015","Male",2006
"1664","1141","45 - 49","405","Male",2006
"1665","1151","45 - 49","2355","Male",2006
"1666","1161","45 - 49","880","Male",2006
"1667","1171","45 - 49","1015","Male",2006
"1668","1181","45 - 49","965","Male",2006
"1669","2111","45 - 49","1590","Male",2006
"1670","2121","45 - 49","1235","Male",2006
"1671","2131","45 - 49","2400","Male",2006
"1672","2141","45 - 49","3095","Male",2006
"1673","2151","45 - 49","3410","Male",2006
"1674","2161","45 - 49","1185","Male",2006
"1675","3111","45 - 49","2160","Male",2006
"1676","3121","45 - 49","3025","Male",2006
"1677","3122","45 - 49","1725","Male",2006
"1678","3123","45 - 49","2425","Male",2006
"1679","3124","45 - 49","1200","Male",2006
"1680","3125","45 - 49","1170","Male",2006
"1681","3126","45 - 49","2325","Male",2006
"1682","3131","45 - 49","3420","Male",2006
"1683","3132","45 - 49","3900","Male",2006
"1684","3133","45 - 49","3680","Male",2006
"1685","3134","45 - 49","1355","Male",2006
"1686","3141","45 - 49","610","Male",2006
"1687","3142","45 - 49","735","Male",2006
"1688","4111","45 - 49","750","Male",2006
"1689","4121","45 - 49","585","Male",2006
"1690","4122","45 - 49","575","Male",2006
"1691","4131","45 - 49","1115","Male",2006
"1692","4141","45 - 49","2980","Male",2006
"1693","4151","45 - 49","3445","Male",2006
"1694","4152","45 - 49","2125","Male",2006
"1695","4161","45 - 49","1050","Male",2006
"1696","4162","45 - 49","870","Male",2006
"1697","4171","45 - 49","3770","Male",2006
"1698","4181","45 - 49","2700","Male",2006
"1699","4182","45 - 49","950","Male",2006
"1700","5111","45 - 49","2105","Male",2006
"1701","5121","45 - 49","3865","Male",2006
"1702","5131","45 - 49","1870","Male",2006
"1703","5141","45 - 49","745","Male",2006
"1704","5151","45 - 49","5570","Male",2006
"1705","5161","45 - 49","1295","Male",2006
"1706","5171","45 - 49","565","Male",2006
"1707","5181","45 - 49","900","Male",2006
"1708","5191","45 - 49","960","Male",2006
"1709","6111","45 - 49","3475","Male",2006
"1710","6112","45 - 49","3615","Male",2006
"1711","6113","45 - 49","1935","Male",2006
"1712","6121","45 - 49","2580","Male",2006
"1713","6122","45 - 49","2680","Male",2006
"1714","6211","45 - 49","1365","Male",2006
"1715","6212","45 - 49","2535","Male",2006
"1716","6221","45 - 49","1150","Male",2006
"1717","6222","45 - 49","1460","Male",2006
"1718","6223","45 - 49","1075","Male",2006
"1719","6224","45 - 49","1520","Male",2006
"1720","6225","45 - 49","1655","Male",2006
"1721","6311","45 - 49","1215","Male",2006
"1722","6312","45 - 49","1270","Male",2006
"1723","6313","45 - 49","2615","Male",2006
"1724","6314","45 - 49","590","Male",2006
"1725","6321","45 - 49","1360","Male",2006
"1726","6322","45 - 49","2040","Male",2006
"1727","6323","45 - 49","1875","Male",2006
"1728","6324","45 - 49","485","Male",2006
"1729","6411","45 - 49","1890","Male",2006
"1730","6412","45 - 49","2645","Male",2006
"1731","6421","45 - 49","2935","Male",2006
"1732","6422","45 - 49","2750","Male",2006
"1733","6431","45 - 49","2125","Male",2006
"1734","6432","45 - 49","1850","Male",2006
"1735","6511","45 - 49","1985","Male",2006
"1736","6512","45 - 49","2230","Male",2006
"1737","6521","45 - 49","2105","Male",2006
"1738","6522","45 - 49","1485","Male",2006
"1739","6523","45 - 49","2585","Male",2006
"1740","6524","45 - 49","1855","Male",2006
"1741","6531","45 - 49","3160","Male",2006
"1742","6532","45 - 49","1640","Male",2006
"1743","6533","45 - 49","2040","Male",2006
"1744","7111","45 - 49","860","Male",2006
"1745","7121","45 - 49","905","Male",2006
"1746","7131","45 - 49","1550","Male",2006
"1747","7141","45 - 49","1800","Male",2006
"1748","7142","45 - 49","2850","Male",2006
"1749","7143","45 - 49","4895","Male",2006
"1750","7151","45 - 49","1500","Male",2006
"1751","7152","45 - 49","695","Male",2006
"1752","8111","45 - 49","980","Male",2006
"1753","8121","45 - 49","1135","Male",2006
"1754","8131","45 - 49","1845","Male",2006
"1755","8141","45 - 49","1985","Male",2006
"1756","8151","45 - 49","590","Male",2006
"1757","8152","45 - 49","140","Male",2006
"1758","9111","45 - 49","220","Male",2006
"1759","9121","45 - 49","260","Male",2006
"1760","9122","45 - 49","355","Male",2006
"1761","9123","45 - 49","1630","Male",2006
"1762","9131","45 - 49","365","Male",2006
"1763","9141","45 - 49","1115","Male",2006
"1764","9151","45 - 49","305","Male",2006
"1765","9161","45 - 49","225","Male",2006
"1766","9171","45 - 49","10","Male",2006
"1767","10011","45 - 49","100","Male",2006
"1768","10012","45 - 49","85","Male",2006
"1769","10013","45 - 49","165","Male",2006
"1770","10014","45 - 49","500","Male",2006
"1771","11111","45 - 49","660","Male",2006
"1772","11112","45 - 49","785","Male",2006
"1773","11121","45 - 49","530","Male",2006
"1774","11131","45 - 49","140","Male",2006
"1775","11132","45 - 49","790","Male",2006
"1776","11133","45 - 49","40","Male",2006
"1777","11141","45 - 49","795","Male",2006
"1778","11211","45 - 49","605","Male",2006
"1779","12111","45 - 49","1240","Male",2006
"1780","12112","45 - 49","3565","Male",2006
"1781","12113","45 - 49","2075","Male",2006
"1782","12114","45 - 49","1415","Male",2006
"1783","12115","45 - 49","1110","Male",2006
"1784","12121","45 - 49","1845","Male",2006
"1785","12131","45 - 49","720","Male",2006
"1786","12132","45 - 49","2110","Male",2006
"1787","12141","45 - 49","750","Male",2006
"1788","12151","45 - 49","1000","Male",2006
"1789","12152","45 - 49","890","Male",2006
"1790","13111","45 - 49","5655","Male",2006
"1791","13112","45 - 49","2500","Male",2006
"1792","13113","45 - 49","3545","Male",2006
"1793","13114","45 - 49","4130","Male",2006
"1794","14111","45 - 49","2240","Male",2006
"1795","14112","45 - 49","2010","Male",2006
"1796","14113","45 - 49","2455","Male",2006
"1797","14114","45 - 49","1760","Male",2006
"1798","14121","45 - 49","5910","Male",2006
"1799","14122","45 - 49","5355","Male",2006
"1800","15111","45 - 49","1590","Male",2006
"1801","15121","45 - 49","1905","Male",2006
"1802","15131","45 - 49","1695","Male",2006
"1803","15141","45 - 49","1260","Male",2006
"1804","15151","45 - 49","4475","Male",2006
"1805","15161","45 - 49","5365","Male",2006
"1806","15171","45 - 49","6700","Male",2006
"1807","16111","45 - 49","4300","Male",2006
"1808","16112","45 - 49","3535","Male",2006
"1809","16121","45 - 49","2570","Male",2006
"1810","16122","45 - 49","4565","Male",2006
"1811","16211","45 - 49","2540","Male",2006
"1812","16212","45 - 49","2845","Male",2006
"1813","16213","45 - 49","4970","Male",2006
"1814","16221","45 - 49","4250","Male",2006
"1815","16222","45 - 49","3400","Male",2006
"1816","16223","45 - 49","670","Male",2006
"1817","16231","45 - 49","2225","Male",2006
"1818","16311","45 - 49","5335","Male",2006
"1819","16321","45 - 49","2400","Male",2006
"1820","16331","45 - 49","995","Male",2006
"1821","16341","45 - 49","2740","Male",2006
"1822","16342","45 - 49","4135","Male",2006
"1823","16343","45 - 49","1045","Male",2006
"1824","17011","45 - 49","150","Male",2006
"1825","17012","45 - 49","115","Male",2006
"1826","18011","45 - 49","335","Male",2006
"1827","1111","50 - 54","970","Male",2006
"1828","1121","50 - 54","1415","Male",2006
"1829","1131","50 - 54","975","Male",2006
"1830","1141","50 - 54","445","Male",2006
"1831","1151","50 - 54","2460","Male",2006
