"","ca.age.pry.census_id","ca.age.pry.Age","ca.age.pry.Count","ca.age.pry.Sex","ca.age.pry.Year"
"1","1","Total","16414230","Male",2011
"2","10","Total","250565","Male",2011
"3","11","Total","67600","Male",2011
"4","12","Total","445590","Male",2011
"5","13","Total","366440","Male",2011
"6","24","Total","3875865","Male",2011
"7","35","Total","6263135","Male",2011
"8","46","Total","594550","Male",2011
"9","47","Total","511555","Male",2011
"10","48","Total","1827815","Male",2011
"11","59","Total","2156605","Male",2011
"12","60","Total","17055","Male",2011
"13","61","Total","21060","Male",2011
"14","62","Total","16395","Male",2011
"15","1","/0-4years;Males","961150","Male",2011
"16","10","/0-4years;Males","12615","Male",2011
"17","11","/0-4years;Males","3680","Male",2011
"18","12","/0-4years;Males","22565","Male",2011
"19","13","/0-4years;Males","18570","Male",2011
"20","24","/0-4years;Males","225525","Male",2011
"21","35","/0-4years;Males","360590","Male",2011
"22","46","/0-4years;Males","39280","Male",2011
"23","47","/0-4years;Males","35065","Male",2011
"24","48","/0-4years;Males","125665","Male",2011
"25","59","/0-4years;Males","112890","Male",2011
"26","60","/0-4years;Males","1020","Male",2011
"27","61","/0-4years;Males","1655","Male",2011
"28","62","/0-4years;Males","2020","Male",2011
"29","1","/5-9years;Males","925960","Male",2011
"30","10","/5-9years;Males","12840","Male",2011
"31","11","/5-9years;Males","3700","Male",2011
"32","12","/5-9years;Males","22660","Male",2011
"33","13","/5-9years;Males","18600","Male",2011
"34","24","/5-9years;Males","203675","Male",2011
"35","35","/5-9years;Males","365285","Male",2011
"36","46","/5-9years;Males","38380","Male",2011
"37","47","/5-9years;Males","32480","Male",2011
"38","48","/5-9years;Males","112005","Male",2011
"39","59","/5-9years;Males","112205","Male",2011
"40","60","/5-9years;Males","970","Male",2011
"41","61","/5-9years;Males","1430","Male",2011
"42","62","/5-9years;Males","1720","Male",2011
"43","1","/10-14years;Males","983990","Male",2011
"44","10","/10-14years;Males","13800","Male",2011
"45","11","/10-14years;Males","4320","Male",2011
"46","12","/10-14years;Males","25555","Male",2011
"47","13","/10-14years;Males","20775","Male",2011
"48","24","/10-14years;Males","213540","Male",2011
"49","35","/10-14years;Males","391630","Male",2011
"50","46","/10-14years;Males","40960","Male",2011
"51","47","/10-14years;Males","33465","Male",2011
"52","48","/10-14years;Males","113410","Male",2011
"53","59","/10-14years;Males","122465","Male",2011
"54","60","/10-14years;Males","1020","Male",2011
"55","61","/10-14years;Males","1450","Male",2011
"56","62","/10-14years;Males","1600","Male",2011
"57","1","/15-19years;Males","1115845","Male",2011
"58","10","/15-19years;Males","15175","Male",2011
"59","11","/15-19years;Males","4930","Male",2011
"60","12","/15-19years;Males","29235","Male",2011
"61","13","/15-19years;Males","23580","Male",2011
"62","24","/15-19years;Males","249960","Male",2011
"63","35","/15-19years;Males","443680","Male",2011
"64","46","/15-19years;Males","44175","Male",2011
"65","47","/15-19years;Males","36870","Male",2011
"66","48","/15-19years;Males","122065","Male",2011
"67","59","/15-19years;Males","141670","Male",2011
"68","60","/15-19years;Males","1135","Male",2011
"69","61","/15-19years;Males","1765","Male",2011
"70","62","/15-19years;Males","1595","Male",2011
"71","1","/20-24years;Males","1108780","Male",2011
"72","10","/20-24years;Males","15075","Male",2011
"73","11","/20-24years;Males","4325","Male",2011
"74","12","/20-24years;Males","30060","Male",2011
"75","13","/20-24years;Males","22735","Male",2011
"76","24","/20-24years;Males","246845","Male",2011
"77","35","/20-24years;Males","432495","Male",2011
"78","46","/20-24years;Males","41935","Male",2011
"79","47","/20-24years;Males","37135","Male",2011
"80","48","/20-24years;Males","131510","Male",2011
"81","59","/20-24years;Males","142290","Male",2011
"82","60","/20-24years;Males","1160","Male",2011
"83","61","/20-24years;Males","1685","Male",2011
"84","62","/20-24years;Males","1530","Male",2011
"85","1","/25-29years;Males","1077280","Male",2011
"86","10","/25-29years;Males","13605","Male",2011
"87","11","/25-29years;Males","3540","Male",2011
"88","12","/25-29years;Males","25405","Male",2011
"89","13","/25-29years;Males","20535","Male",2011
"90","24","/25-29years;Males","245700","Male",2011
"91","35","/25-29years;Males","400045","Male",2011
"92","46","/25-29years;Males","38900","Male",2011
"93","47","/25-29years;Males","35510","Male",2011
"94","48","/25-29years;Males","146325","Male",2011
"95","59","/25-29years;Males","143475","Male",2011
"96","60","/25-29years;Males","1180","Male",2011
"97","61","/25-29years;Males","1765","Male",2011
"98","62","/25-29years;Males","1290","Male",2011
"99","1","/30-34years;Males","1058810","Male",2011
"100","10","/30-34years;Males","13840","Male",2011
"101","11","/30-34years;Males","3560","Male",2011
"102","12","/30-34years;Males","24470","Male",2011
"103","13","/30-34years;Males","21160","Male",2011
"104","24","/30-34years;Males","264985","Male",2011
"105","35","/30-34years;Males","383340","Male",2011
"106","46","/30-34years;Males","36995","Male",2011
"107","47","/30-34years;Males","32750","Male",2011
"108","48","/30-34years;Males","138600","Male",2011
"109","59","/30-34years;Males","135225","Male",2011
"110","60","/30-34years;Males","1075","Male",2011
"111","61","/30-34years;Males","1625","Male",2011
"112","62","/30-34years;Males","1190","Male",2011
"113","1","/35-39years;Males","1064200","Male",2011
"114","10","/35-39years;Males","15890","Male",2011
"115","11","/35-39years;Males","4015","Male",2011
"116","12","/35-39years;Males","26835","Male",2011
"117","13","/35-39years;Males","23380","Male",2011
"118","24","/35-39years;Males","249615","Male",2011
"119","35","/35-39years;Males","405845","Male",2011
"120","46","/35-39years;Males","37480","Male",2011
"121","47","/35-39years;Males","30270","Male",2011
"122","48","/35-39years;Males","131805","Male",2011
"123","59","/35-39years;Males","135455","Male",2011
"124","60","/35-39years;Males","1155","Male",2011
"125","61","/35-39years;Males","1445","Male",2011
"126","62","/35-39years;Males","1000","Male",2011
"127","1","/40-44years;Males","1141720","Male",2011
"128","10","/40-44years;Males","18385","Male",2011
"129","11","/40-44years;Males","4530","Male",2011
"130","12","/40-44years;Males","29895","Male",2011
"131","13","/40-44years;Males","25010","Male",2011
"132","24","/40-44years;Males","261120","Male",2011
"133","35","/40-44years;Males","447920","Male",2011
"134","46","/40-44years;Males","38455","Male",2011
"135","47","/40-44years;Males","30550","Male",2011
"136","48","/40-44years;Males","130630","Male",2011
"137","59","/40-44years;Males","151435","Male",2011
"138","60","/40-44years;Males","1180","Male",2011
"139","61","/40-44years;Males","1535","Male",2011
"140","62","/40-44years;Males","1080","Male",2011
"141","1","/45-49years;Males","1318710","Male",2011
"142","10","/45-49years;Males","20545","Male",2011
"143","11","/45-49years;Males","5430","Male",2011
"144","12","/45-49years;Males","37005","Male",2011
"145","13","/45-49years;Males","30250","Male",2011
"146","24","/45-49years;Males","311320","Male",2011
"147","35","/45-49years;Males","517505","Male",2011
"148","46","/45-49years;Males","44690","Male",2011
"149","47","/45-49years;Males","36815","Male",2011
"150","48","/45-49years;Males","140575","Male",2011
"151","59","/45-49years;Males","170575","Male",2011
"152","60","/45-49years;Males","1370","Male",2011
"153","61","/45-49years;Males","1695","Male",2011
"154","62","/45-49years;Males","925","Male",2011
"155","1","/50-54years;Males","1309030","Male",2011
"156","10","/50-54years;Males","21070","Male",2011
"157","11","/50-54years;Males","5320","Male",2011
"158","12","/50-54years;Males","37465","Male",2011
"159","13","/50-54years;Males","30675","Male",2011
"160","24","/50-54years;Males","320700","Male",2011
"161","35","/50-54years;Males","492560","Male",2011
"162","46","/50-54years;Males","44945","Male",2011
"163","47","/50-54years;Males","38855","Male",2011
"164","48","/50-54years;Males","141370","Male",2011
"165","59","/50-54years;Males","172065","Male",2011
"166","60","/50-54years;Males","1600","Male",2011
"167","61","/50-54years;Males","1615","Male",2011
"168","62","/50-54years;Males","795","Male",2011
"169","1","/55-59years;Males","1147300","Male",2011
"170","10","/55-59years;Males","20950","Male",2011
"171","11","/55-59years;Males","5140","Male",2011
"172","12","/55-59years;Males","34200","Male",2011
"173","13","/55-59years;Males","28945","Male",2011
"174","24","/55-59years;Males","285290","Male",2011
"175","35","/55-59years;Males","418760","Male",2011
"176","46","/55-59years;Males","39350","Male",2011
"177","47","/55-59years;Males","35185","Male",2011
"178","48","/55-59years;Males","118750","Male",2011
"179","59","/55-59years;Males","157455","Male",2011
"180","60","/55-59years;Males","1435","Male",2011
"181","61","/55-59years;Males","1255","Male",2011
"182","62","/55-59years;Males","590","Male",2011
"183","1","/60-64years;Males","1002685","Male",2011
"184","10","/60-64years;Males","19235","Male",2011
"185","11","/60-64years;Males","4970","Male",2011
"186","12","/60-64years;Males","32310","Male",2011
"187","13","/60-64years;Males","26940","Male",2011
"188","24","/60-64years;Males","250675","Male",2011
"189","35","/60-64years;Males","370370","Male",2011
"190","46","/60-64years;Males","33725","Male",2011
"191","47","/60-64years;Males","28300","Male",2011
"192","48","/60-64years;Males","90975","Male",2011
"193","59","/60-64years;Males","142645","Male",2011
"194","60","/60-64years;Males","1120","Male",2011
"195","61","/60-64years;Males","915","Male",2011
"196","62","/60-64years;Males","500","Male",2011
"197","1","/65-69years;Males","738010","Male",2011
"198","10","/65-69years;Males","14095","Male",2011
"199","11","/65-69years;Males","3495","Male",2011
"200","12","/65-69years;Males","23840","Male",2011
"201","13","/65-69years;Males","19410","Male",2011
"202","24","/65-69years;Males","194305","Male",2011
"203","35","/65-69years;Males","270875","Male",2011
"204","46","/65-69years;Males","24400","Male",2011
"205","47","/65-69years;Males","20445","Male",2011
"206","48","/65-69years;Males","61790","Male",2011
"207","59","/65-69years;Males","103790","Male",2011
"208","60","/65-69years;Males","735","Male",2011
"209","61","/65-69years;Males","555","Male",2011
"210","62","/65-69years;Males","270","Male",2011
"211","1","/70-74years;Males","543435","Male",2011
"212","10","/70-74years;Males","9775","Male",2011
"213","11","/70-74years;Males","2610","Male",2011
"214","12","/70-74years;Males","17300","Male",2011
"215","13","/70-74years;Males","14060","Male",2011
"216","24","/70-74years;Males","135830","Male",2011
"217","35","/70-74years;Males","206345","Male",2011
"218","46","/70-74years;Males","18035","Male",2011
"219","47","/70-74years;Males","16050","Male",2011
"220","48","/70-74years;Males","45220","Male",2011
"221","59","/70-74years;Males","77355","Male",2011
"222","60","/70-74years;Males","420","Male",2011
"223","61","/70-74years;Males","275","Male",2011
"224","62","/70-74years;Males","150","Male",2011
"225","1","/75-79years;Males","417945","Male",2011
"226","10","/75-79years;Males","6750","Male",2011
"227","11","/75-79years;Males","1930","Male",2011
"228","12","/75-79years;Males","12460","Male",2011
"229","13","/75-79years;Males","10020","Male",2011
"230","24","/75-79years;Males","101675","Male",2011
"231","35","/75-79years;Males","161340","Male",2011
"232","46","/75-79years;Males","14100","Male",2011
"233","47","/75-79years;Males","13200","Male",2011
"234","48","/75-79years;Males","35210","Male",2011
"235","59","/75-79years;Males","60720","Male",2011
"236","60","/75-79years;Males","240","Male",2011
"237","61","/75-79years;Males","200","Male",2011
"238","62","/75-79years;Males","100","Male",2011
"239","1","/80-84years;Males","291085","Male",2011
"240","10","/80-84years;Males","4110","Male",2011
"241","11","/80-84years;Males","1215","Male",2011
"242","12","/80-84years;Males","8045","Male",2011
"243","13","/80-84years;Males","6535","Male",2011
"244","24","/80-84years;Males","69170","Male",2011
"245","35","/80-84years;Males","113620","Male",2011
"246","46","/80-84years;Males","10395","Male",2011
"247","47","/80-84years;Males","10165","Male",2011
"248","48","/80-84years;Males","24810","Male",2011
"249","59","/80-84years;Males","42745","Male",2011
"250","60","/80-84years;Males","150","Male",2011
"251","61","/80-84years;Males","110","Male",2011
"252","62","/80-84years;Males","25","Male",2011
"253","1","/85-;Males","208300","Male",2011
"254","10","/85-;Males","2800","Male",2011
"255","11","/85-;Males","890","Male",2011
"256","12","/85-;Males","6280","Male",2011
"257","13","/85-;Males","5240","Male",2011
"258","24","/85-;Males","45945","Male",2011
"259","35","/85-;Males","80920","Male",2011
"260","46","/85-;Males","8345","Male",2011
"261","47","/85-;Males","8435","Male",2011
"262","48","/85-;Males","17095","Male",2011
"263","59","/85-;Males","32155","Male",2011
"264","60","/85-;Males","90","Male",2011
"265","61","/85-;Males","80","Male",2011
"266","62","/85-;Males","20","Male",2011
"267","1","Total","17062455","Female",2011
"268","10","Total","263970","Female",2011
"269","11","Total","72605","Female",2011
"270","12","Total","476140","Female",2011
"271","13","Total","384735","Female",2011
"272","24","Total","4027140","Female",2011
"273","35","Total","6588685","Female",2011
"274","46","Total","613715","Female",2011
"275","47","Total","521825","Female",2011
"276","48","Total","1817440","Female",2011
"277","59","Total","2243455","Female",2011
"278","60","Total","16840","Female",2011
"279","61","Total","20400","Female",2011
"280","62","Total","15510","Female",2011
"281","1","/0-4years;Females","915950","Female",2011
"282","10","/0-4years;Females","11875","Female",2011
"283","11","/0-4years;Females","3590","Female",2011
"284","12","/0-4years;Females","21415","Female",2011
"285","13","/0-4years;Females","17955","Female",2011
"286","24","/0-4years;Females","215315","Female",2011
"287","35","/0-4years;Females","343670","Female",2011
"288","46","/0-4years;Females","37905","Female",2011
"289","47","/0-4years;Females","33695","Female",2011
"290","48","/0-4years;Females","119215","Female",2011
"291","59","/0-4years;Females","106780","Female",2011
"292","60","/0-4years;Females","955","Female",2011
"293","61","/0-4years;Females","1630","Female",2011
"294","62","/0-4years;Females","1950","Female",2011
"295","1","/5-9years;Females","883930","Female",2011
"296","10","/5-9years;Females","12260","Female",2011
"297","11","/5-9years;Females","3690","Female",2011
"298","12","/5-9years;Females","21765","Female",2011
"299","13","/5-9years;Females","18055","Female",2011
"300","24","/5-9years;Females","195900","Female",2011
"301","35","/5-9years;Females","347470","Female",2011
"302","46","/5-9years;Females","36240","Female",2011
"303","47","/5-9years;Females","30870","Female",2011
"304","48","/5-9years;Females","106990","Female",2011
"305","59","/5-9years;Females","106715","Female",2011
"306","60","/5-9years;Females","930","Female",2011
"307","61","/5-9years;Females","1425","Female",2011
"308","62","/5-9years;Females","1620","Female",2011
"309","1","/10-14years;Females","936365","Female",2011
"310","10","/10-14years;Females","13235","Female",2011
"311","11","/10-14years;Females","4080","Female",2011
"312","12","/10-14years;Females","24260","Female",2011
"313","13","/10-14years;Females","19615","Female",2011
"314","24","/10-14years;Females","204660","Female",2011
"315","35","/10-14years;Females","372125","Female",2011
"316","46","/10-14years;Females","38395","Female",2011
"317","47","/10-14years;Females","32285","Female",2011
"318","48","/10-14years;Females","107505","Female",2011
"319","59","/10-14years;Females","116315","Female",2011
"320","60","/10-14years;Females","960","Female",2011
"321","61","/10-14years;Females","1415","Female",2011
"322","62","/10-14years;Females","1515","Female",2011
"323","1","/15-19years;Females","1062295","Female",2011
"324","10","/15-19years;Females","14410","Female",2011
"325","11","/15-19years;Females","4720","Female",2011
"326","12","/15-19years;Females","28205","Female",2011
"327","13","/15-19years;Females","22260","Female",2011
"328","24","/15-19years;Females","242020","Female",2011
"329","35","/15-19years;Females","419950","Female",2011
"330","46","/15-19years;Females","42035","Female",2011
"331","47","/15-19years;Females","34885","Female",2011
"332","48","/15-19years;Females","116140","Female",2011
"333","59","/15-19years;Females","133500","Female",2011
"334","60","/15-19years;Females","1070","Female",2011
"335","61","/15-19years;Females","1625","Female",2011
"336","62","/15-19years;Females","1465","Female",2011
"337","1","/20-24years;Females","1078670","Female",2011
"338","10","/20-24years;Females","14975","Female",2011
"339","11","/20-24years;Females","4440","Female",2011
"340","12","/20-24years;Females","29560","Female",2011
"341","13","/20-24years;Females","21850","Female",2011
"342","24","/20-24years;Females","242340","Female",2011
"343","35","/20-24years;Females","420415","Female",2011
"344","46","/20-24years;Females","40990","Female",2011
"345","47","/20-24years;Females","35475","Female",2011
"346","48","/20-24years;Females","126965","Female",2011
"347","59","/20-24years;Females","137535","Female",2011
"348","60","/20-24years;Females","1065","Female",2011
"349","61","/20-24years;Females","1650","Female",2011
"350","62","/20-24years;Females","1400","Female",2011
"351","1","/25-29years;Females","1092310","Female",2011
"352","10","/25-29years;Females","14705","Female",2011
"353","11","/25-29years;Females","3760","Female",2011
"354","12","/25-29years;Females","26515","Female",2011
"355","13","/25-29years;Females","21190","Female",2011
"356","24","/25-29years;Females","244970","Female",2011
"357","35","/25-29years;Females","415070","Female",2011
"358","46","/25-29years;Females","39285","Female",2011
"359","47","/25-29years;Females","34885","Female",2011
"360","48","/25-29years;Females","142405","Female",2011
"361","59","/25-29years;Females","145300","Female",2011
"362","60","/25-29years;Females","1195","Female",2011
"363","61","/25-29years;Females","1675","Female",2011
"364","62","/25-29years;Females","1340","Female",2011
"365","1","/30-34years;Females","1104090","Female",2011
"366","10","/30-34years;Females","15435","Female",2011
"367","11","/30-34years;Females","4025","Female",2011
"368","12","/30-34years;Females","27070","Female",2011
"369","13","/30-34years;Females","22535","Female",2011
"370","24","/30-34years;Females","266465","Female",2011
"371","35","/30-34years;Females","417030","Female",2011
"372","46","/30-34years;Females","38265","Female",2011
"373","47","/30-34years;Females","32590","Female",2011
"374","48","/30-34years;Females","135795","Female",2011
"375","59","/30-34years;Females","140755","Female",2011
"376","60","/30-34years;Females","1225","Female",2011
"377","61","/30-34years;Females","1680","Female",2011
"378","62","/30-34years;Females","1225","Female",2011
"379","1","/35-39years;Females","1109735","Female",2011
"380","10","/35-39years;Females","17480","Female",2011
"381","11","/35-39years;Females","4420","Female",2011
"382","12","/35-39years;Females","29545","Female",2011
"383","13","/35-39years;Females","24735","Female",2011
"384","24","/35-39years;Females","248620","Female",2011
"385","35","/35-39years;Females","438490","Female",2011
"386","46","/35-39years;Females","38100","Female",2011
"387","47","/35-39years;Females","30880","Female",2011
"388","48","/35-39years;Females","128325","Female",2011
"389","59","/35-39years;Females","145415","Female",2011
"390","60","/35-39years;Females","1270","Female",2011
"391","61","/35-39years;Females","1540","Female",2011
"392","62","/35-39years;Females","925","Female",2011
"393","1","/40-44years;Females","1183155","Female",2011
"394","10","/40-44years;Females","19630","Female",2011
"395","11","/40-44years;Females","4955","Female",2011
"396","12","/40-44years;Females","32220","Female",2011
"397","13","/40-44years;Females","26265","Female",2011
"398","24","/40-44years;Females","259690","Female",2011
"399","35","/40-44years;Females","476155","Female",2011
"400","46","/40-44years;Females","39315","Female",2011
"401","47","/40-44years;Females","30925","Female",2011
"402","48","/40-44years;Females","127885","Female",2011
"403","59","/40-44years;Females","162330","Female",2011
"404","60","/40-44years;Females","1265","Female",2011
"405","61","/40-44years;Females","1500","Female",2011
"406","62","/40-44years;Females","1015","Female",2011
"407","1","/45-49years;Females","1356420","Female",2011
"408","10","/45-49years;Females","21680","Female",2011
"409","11","/45-49years;Females","5800","Female",2011
"410","12","/45-49years;Females","39265","Female",2011
"411","13","/45-49years;Females","31650","Female",2011
"412","24","/45-49years;Females","312255","Female",2011
"413","35","/45-49years;Females","538370","Female",2011
"414","46","/45-49years;Females","45395","Female",2011
"415","47","/45-49years;Females","37810","Female",2011
"416","48","/45-49years;Females","140055","Female",2011
"417","59","/45-49years;Females","180025","Female",2011
"418","60","/45-49years;Females","1545","Female",2011
"419","61","/45-49years;Females","1685","Female",2011
"420","62","/45-49years;Females","885","Female",2011
"421","1","/50-54years;Females","1349935","Female",2011
"422","10","/50-54years;Females","22110","Female",2011
"423","11","/50-54years;Females","5830","Female",2011
"424","12","/50-54years;Females","40000","Female",2011
"425","13","/50-54years;Females","32120","Female",2011
"426","24","/50-54years;Females","328000","Female",2011
"427","35","/50-54years;Females","513575","Female",2011
"428","46","/50-54years;Females","45025","Female",2011
"429","47","/50-54years;Females","38625","Female",2011
"430","48","/50-54years;Females","138340","Female",2011
"431","59","/50-54years;Females","182550","Female",2011
"432","60","/50-54years;Females","1575","Female",2011
"433","61","/50-54years;Females","1490","Female",2011
"434","62","/50-54years;Females","705","Female",2011
"435","1","/55-59years;Females","1193335","Female",2011
"436","10","/55-59years;Females","21695","Female",2011
"437","11","/55-59years;Females","5405","Female",2011
"438","12","/55-59years;Females","36760","Female",2011
