"","hr.age.pry.HR_code","hr.age.pry.Age","hr.age.pry.Count","hr.age.pry.Sex","hr.age.pry.Year"
"2264","3527","Total","64135","Female",2006
"2265","3530","Total","286720","Female",2006
"2266","3531","Total","43335","Female",2006
"2267","3533","Total","79855","Female",2006
"2268","3534","Total","54290","Female",2006
"2269","3535","Total","87440","Female",2006
"2270","3536","Total","225595","Female",2006
"2271","3537","Total","258875","Female",2006
"2272","3538","Total","79745","Female",2006
"2273","3539","Total","30070","Female",2006
"2274","3540","Total","55735","Female",2006
"2275","3541","Total","94415","Female",2006
"2276","3542","Total","65395","Female",2006
"2277","3543","Total","83430","Female",2006
"2278","3544","Total","217685","Female",2006
"2279","3546","Total","220560","Female",2006
"2280","3547","Total","62725","Female",2006
"2281","3549","Total","39150","Female",2006
"2282","3551","Total","419130","Female",2006
"2283","3552","Total","52295","Female",2006
"2284","3553","Total","589015","Female",2006
"2285","3554","Total","37895","Female",2006
"2286","3555","Total","68835","Female",2006
"2287","3556","Total","40355","Female",2006
"2288","3557","Total","49940","Female",2006
"2289","3558","Total","96990","Female",2006
"2290","3560","Total","243655","Female",2006
"2291","3561","Total","98390","Female",2006
"2292","3562","Total","81545","Female",2006
"2293","3563","Total","17120","Female",2006
"2294","3565","Total","242570","Female",2006
"2295","3566","Total","129155","Female",2006
"2296","3568","Total","199470","Female",2006
"2297","3570","Total","455025","Female",2006
"2298","3595","Total","1297910","Female",2006
"2299","4601","Total","334825","Female",2006
"2300","4602","Total","80370","Female",2006
"2301","4603","Total","59220","Female",2006
"2302","4604","Total","34710","Female",2006
"2303","4605","Total","78890","Female",2006
"2304","4701","Total","25775","Female",2006
"2305","4702","Total","27275","Female",2006
"2306","4703","Total","20960","Female",2006
"2307","4704","Total","122995","Female",2006
"2308","4705","Total","28035","Female",2006
"2309","4706","Total","146105","Female",2006
"2310","4707","Total","20660","Female",2006
"2311","4708","Total","21235","Female",2006
"2312","4709","Total","38470","Female",2006
"2313","4710","Total","33445","Female",2006
"2314","4711","Total","10045","Female",2006
"2315","4712","Total","5475","Female",2006
"2316","4713","Total","1675","Female",2006
"2317","4831","Total","130970","Female",2006
"2318","4832","Total","604775","Female",2006
"2319","4833","Total","204765","Female",2006
"2320","4834","Total","523025","Female",2006
"2321","4835","Total","182360","Female",2006
"2322","5911","Total","37755","Female",2006
"2323","5912","Total","38740","Female",2006
"2324","5913","Total","163595","Female",2006
"2325","5914","Total","102410","Female",2006
"2326","5921","Total","129520","Female",2006
"2327","5922","Total","276695","Female",2006
"2328","5923","Total","320360","Female",2006
"2329","5931","Total","90765","Female",2006
"2330","5932","Total","301570","Female",2006
"2331","5933","Total","133515","Female",2006
"2332","5941","Total","180325","Female",2006
"2333","5942","Total","125110","Female",2006
"2334","5943","Total","56910","Female",2006
"2335","5951","Total","35945","Female",2006
"2336","5952","Total","69235","Female",2006
"2337","5953","Total","30685","Female",2006
"2338","6001","Total","15030","Female",2006
"2339","6101","Total","20205","Female",2006
"2340","6201","Total","14360","Female",2006
"2341","1011","0 - 4","6730","Female",2006
"2342","1012","0 - 4","1885","Female",2006
"2343","1013","0 - 4","1640","Female",2006
"2344","1014","0 - 4","910","Female",2006
"2345","1100","0 - 4","3305","Female",2006
"2346","1211","0 - 4","1060","Female",2006
"2347","1212","0 - 4","1275","Female",2006
"2348","1223","0 - 4","1865","Female",2006
"2349","1234","0 - 4","1765","Female",2006
"2350","1235","0 - 4","680","Female",2006
"2351","1246","0 - 4","1045","Female",2006
"2352","1247","0 - 4","1010","Female",2006
"2353","1258","0 - 4","2610","Female",2006
"2354","1269","0 - 4","9350","Female",2006
"2355","1301","0 - 4","4440","Female",2006
"2356","1302","0 - 4","4250","Female",2006
"2357","1303","0 - 4","4150","Female",2006
"2358","1304","0 - 4","1080","Female",2006
"2359","1305","0 - 4","505","Female",2006
"2360","1306","0 - 4","1435","Female",2006
"2361","1307","0 - 4","995","Female",2006
"2362","2401","0 - 4","4210","Female",2006
"2363","2402","0 - 4","6225","Female",2006
"2364","2403","0 - 4","13920","Female",2006
"2365","2404","0 - 4","10500","Female",2006
"2366","2405","0 - 4","7065","Female",2006
"2367","2406","0 - 4","46395","Female",2006
"2368","2407","0 - 4","8815","Female",2006
"2369","2408","0 - 4","3665","Female",2006
"2370","2409","0 - 4","2510","Female",2006
"2371","2410","0 - 4","455","Female",2006
"2372","2411","0 - 4","1655","Female",2006
"2373","2412","0 - 4","9770","Female",2006
"2374","2413","0 - 4","9360","Female",2006
"2375","2414","0 - 4","10305","Female",2006
"2376","2415","0 - 4","12950","Female",2006
"2377","2416","0 - 4","34350","Female",2006
"2378","2417","0 - 4","655","Female",2006
"2379","2418","0 - 4","795","Female",2006
"2380","3526","0 - 4","2400","Female",2006
"2381","3527","0 - 4","3490","Female",2006
"2382","3530","0 - 4","15660","Female",2006
"2383","3531","0 - 4","2510","Female",2006
"2384","3533","0 - 4","3390","Female",2006
"2385","3534","0 - 4","2550","Female",2006
"2386","3535","0 - 4","3575","Female",2006
"2387","3536","0 - 4","13555","Female",2006
"2388","3537","0 - 4","13160","Female",2006
"2389","3538","0 - 4","3635","Female",2006
"2390","3539","0 - 4","1540","Female",2006
"2391","3540","0 - 4","2875","Female",2006
"2392","3541","0 - 4","4205","Female",2006
"2393","3542","0 - 4","3065","Female",2006
"2394","3543","0 - 4","3735","Female",2006
"2395","3544","0 - 4","10915","Female",2006
"2396","3546","0 - 4","10055","Female",2006
"2397","3547","0 - 4","2585","Female",2006
"2398","3549","0 - 4","2430","Female",2006
"2399","3551","0 - 4","21865","Female",2006
"2400","3552","0 - 4","2875","Female",2006
"2401","3553","0 - 4","36775","Female",2006
"2402","3554","0 - 4","2110","Female",2006
"2403","3555","0 - 4","2715","Female",2006
"2404","3556","0 - 4","1915","Female",2006
"2405","3557","0 - 4","2470","Female",2006
"2406","3558","0 - 4","4525","Female",2006
"2407","3560","0 - 4","12355","Female",2006
"2408","3561","0 - 4","4480","Female",2006
"2409","3562","0 - 4","3855","Female",2006
"2410","3563","0 - 4","700","Female",2006
"2411","3565","0 - 4","14360","Female",2006
"2412","3566","0 - 4","7460","Female",2006
"2413","3568","0 - 4","11275","Female",2006
"2414","3570","0 - 4","25985","Female",2006
"2415","3595","0 - 4","65885","Female",2006
"2416","4601","0 - 4","16830","Female",2006
"2417","4602","0 - 4","4270","Female",2006
"2418","4603","0 - 4","3160","Female",2006
"2419","4604","0 - 4","3490","Female",2006
"2420","4605","0 - 4","5655","Female",2006
"2421","4701","0 - 4","1405","Female",2006
"2422","4702","0 - 4","1400","Female",2006
"2423","4703","0 - 4","1050","Female",2006
"2424","4704","0 - 4","6625","Female",2006
"2425","4705","0 - 4","1325","Female",2006
"2426","4706","0 - 4","7855","Female",2006
"2427","4707","0 - 4","1040","Female",2006
"2428","4708","0 - 4","1110","Female",2006
"2429","4709","0 - 4","2525","Female",2006
"2430","4710","0 - 4","2520","Female",2006
"2431","4711","0 - 4","1160","Female",2006
"2432","4712","0 - 4","545","Female",2006
"2433","4713","0 - 4","210","Female",2006
"2434","4831","0 - 4","8170","Female",2006
"2435","4832","0 - 4","36210","Female",2006
"2436","4833","0 - 4","12375","Female",2006
"2437","4834","0 - 4","28885","Female",2006
"2438","4835","0 - 4","13140","Female",2006
"2439","5911","0 - 4","1775","Female",2006
"2440","5912","0 - 4","1550","Female",2006
"2441","5913","0 - 4","6645","Female",2006
"2442","5914","0 - 4","4545","Female",2006
"2443","5921","0 - 4","7585","Female",2006
"2444","5922","0 - 4","13500","Female",2006
"2445","5923","0 - 4","17765","Female",2006
"2446","5931","0 - 4","3860","Female",2006
"2447","5932","0 - 4","12185","Female",2006
"2448","5933","0 - 4","5875","Female",2006
"2449","5941","0 - 4","7015","Female",2006
"2450","5942","0 - 4","5010","Female",2006
"2451","5943","0 - 4","2515","Female",2006
"2452","5951","0 - 4","2135","Female",2006
"2453","5952","0 - 4","3975","Female",2006
"2454","5953","0 - 4","2250","Female",2006
"2455","6001","0 - 4","850","Female",2006
"2456","6101","0 - 4","1605","Female",2006
"2457","6201","0 - 4","1675","Female",2006
"2458","1011","5 - 9","7250","Female",2006
"2459","1012","5 - 9","2365","Female",2006
"2460","1013","5 - 9","1865","Female",2006
"2461","1014","5 - 9","1140","Female",2006
"2462","1100","5 - 9","3825","Female",2006
"2463","1211","5 - 9","1285","Female",2006
"2464","1212","5 - 9","1575","Female",2006
"2465","1223","5 - 9","2175","Female",2006
"2466","1234","5 - 9","1975","Female",2006
"2467","1235","5 - 9","765","Female",2006
"2468","1246","5 - 9","1200","Female",2006
"2469","1247","5 - 9","1195","Female",2006
"2470","1258","5 - 9","3105","Female",2006
"2471","1269","5 - 9","10260","Female",2006
"2472","1301","5 - 9","4720","Female",2006
"2473","1302","5 - 9","4650","Female",2006
"2474","1303","5 - 9","4645","Female",2006
"2475","1304","5 - 9","1200","Female",2006
"2476","1305","5 - 9","615","Female",2006
"2477","1306","5 - 9","1750","Female",2006
"2478","1307","5 - 9","1240","Female",2006
"2479","2401","5 - 9","4550","Female",2006
"2480","2402","5 - 9","6620","Female",2006
"2481","2403","5 - 9","14520","Female",2006
"2482","2404","5 - 9","11705","Female",2006
"2483","2405","5 - 9","7785","Female",2006
"2484","2406","5 - 9","44985","Female",2006
"2485","2407","5 - 9","9510","Female",2006
"2486","2408","5 - 9","4045","Female",2006
"2487","2409","5 - 9","2715","Female",2006
"2488","2410","5 - 9","480","Female",2006
"2489","2411","5 - 9","2030","Female",2006
"2490","2412","5 - 9","10245","Female",2006
"2491","2413","5 - 9","10320","Female",2006
"2492","2414","5 - 9","11925","Female",2006
"2493","2415","5 - 9","14815","Female",2006
"2494","2416","5 - 9","37240","Female",2006
"2495","2417","5 - 9","620","Female",2006
"2496","2418","5 - 9","755","Female",2006
"2497","3526","5 - 9","2670","Female",2006
"2498","3527","5 - 9","3755","Female",2006
"2499","3530","5 - 9","18560","Female",2006
"2500","3531","5 - 9","2665","Female",2006
"2501","3533","5 - 9","3970","Female",2006
"2502","3534","5 - 9","3100","Female",2006
"2503","3535","5 - 9","4175","Female",2006
"2504","3536","5 - 9","13990","Female",2006
"2505","3537","5 - 9","14270","Female",2006
"2506","3538","5 - 9","4000","Female",2006
"2507","3539","5 - 9","1740","Female",2006
"2508","3540","5 - 9","3190","Female",2006
"2509","3541","5 - 9","4665","Female",2006
"2510","3542","5 - 9","3385","Female",2006
"2511","3543","5 - 9","4415","Female",2006
"2512","3544","5 - 9","11690","Female",2006
"2513","3546","5 - 9","11540","Female",2006
"2514","3547","5 - 9","3080","Female",2006
"2515","3549","5 - 9","2695","Female",2006
"2516","3551","5 - 9","22775","Female",2006
"2517","3552","5 - 9","3210","Female",2006
"2518","3553","5 - 9","39245","Female",2006
"2519","3554","5 - 9","2270","Female",2006
"2520","3555","5 - 9","3220","Female",2006
"2521","3556","5 - 9","2180","Female",2006
"2522","3557","5 - 9","2715","Female",2006
"2523","3558","5 - 9","5295","Female",2006
"2524","3560","5 - 9","14245","Female",2006
"2525","3561","5 - 9","5130","Female",2006
"2526","3562","5 - 9","4470","Female",2006
"2527","3563","5 - 9","875","Female",2006
"2528","3565","5 - 9","14815","Female",2006
"2529","3566","5 - 9","8090","Female",2006
"2530","3568","5 - 9","11980","Female",2006
"2531","3570","5 - 9","28520","Female",2006
"2532","3595","5 - 9","64940","Female",2006
"2533","4601","5 - 9","18000","Female",2006
"2534","4602","5 - 9","4735","Female",2006
"2535","4603","5 - 9","3840","Female",2006
"2536","4604","5 - 9","3430","Female",2006
"2537","4605","5 - 9","5985","Female",2006
"2538","4701","5 - 9","1585","Female",2006
"2539","4702","5 - 9","1440","Female",2006
"2540","4703","5 - 9","1190","Female",2006
"2541","4704","5 - 9","7000","Female",2006
"2542","4705","5 - 9","1490","Female",2006
"2543","4706","5 - 9","8315","Female",2006
"2544","4707","5 - 9","1285","Female",2006
"2545","4708","5 - 9","1335","Female",2006
"2546","4709","5 - 9","2650","Female",2006
"2547","4710","5 - 9","2440","Female",2006
"2548","4711","5 - 9","1090","Female",2006
"2549","4712","5 - 9","540","Female",2006
"2550","4713","5 - 9","175","Female",2006
"2551","4831","5 - 9","8490","Female",2006
"2552","4832","5 - 9","35530","Female",2006
"2553","4833","5 - 9","12885","Female",2006
"2554","4834","5 - 9","29265","Female",2006
"2555","4835","5 - 9","13380","Female",2006
"2556","5911","5 - 9","1960","Female",2006
"2557","5912","5 - 9","1820","Female",2006
"2558","5913","5 - 9","7840","Female",2006
"2559","5914","5 - 9","5245","Female",2006
"2560","5921","5 - 9","8140","Female",2006
"2561","5922","5 - 9","14125","Female",2006
"2562","5923","5 - 9","19280","Female",2006
"2563","5931","5 - 9","4285","Female",2006
"2564","5932","5 - 9","11980","Female",2006
"2565","5933","5 - 9","6525","Female",2006
"2566","5941","5 - 9","7790","Female",2006
"2567","5942","5 - 9","5940","Female",2006
"2568","5943","5 - 9","3025","Female",2006
"2569","5951","5 - 9","2395","Female",2006
"2570","5952","5 - 9","4390","Female",2006
"2571","5953","5 - 9","2155","Female",2006
"2572","6001","5 - 9","885","Female",2006
"2573","6101","5 - 9","1530","Female",2006
"2574","6201","5 - 9","1635","Female",2006
"2575","1011","10 - 14","8190","Female",2006
"2576","1012","10 - 14","2545","Female",2006
"2577","1013","10 - 14","2240","Female",2006
"2578","1014","10 - 14","1275","Female",2006
"2579","1100","10 - 14","4550","Female",2006
"2580","1211","10 - 14","1535","Female",2006
"2581","1212","10 - 14","1890","Female",2006
"2582","1223","10 - 14","2615","Female",2006
"2583","1234","10 - 14","2435","Female",2006
"2584","1235","10 - 14","930","Female",2006
"2585","1246","10 - 14","1380","Female",2006
"2586","1247","10 - 14","1385","Female",2006
"2587","1258","10 - 14","3870","Female",2006
"2588","1269","10 - 14","11685","Female",2006
"2589","1301","10 - 14","5440","Female",2006
"2590","1302","10 - 14","5535","Female",2006
"2591","1303","10 - 14","5150","Female",2006
"2592","1304","10 - 14","1430","Female",2006
"2593","1305","10 - 14","790","Female",2006
"2594","1306","10 - 14","2190","Female",2006
"2595","1307","10 - 14","1360","Female",2006
"2596","2401","10 - 14","5665","Female",2006
"2597","2402","10 - 14","8260","Female",2006
"2598","2403","10 - 14","18025","Female",2006
"2599","2404","10 - 14","14430","Female",2006
"2600","2405","10 - 14","9340","Female",2006
"2601","2406","10 - 14","48800","Female",2006
"2602","2407","10 - 14","11775","Female",2006
"2603","2408","10 - 14","4960","Female",2006
"2604","2409","10 - 14","3220","Female",2006
"2605","2410","10 - 14","515","Female",2006
"2606","2411","10 - 14","2770","Female",2006
"2607","2412","10 - 14","12220","Female",2006
"2608","2413","10 - 14","12520","Female",2006
"2609","2414","10 - 14","15910","Female",2006
"2610","2415","10 - 14","18510","Female",2006
"2611","2416","10 - 14","46210","Female",2006
"2612","2417","10 - 14","655","Female",2006
"2613","2418","10 - 14","740","Female",2006
"2614","3526","10 - 14","3400","Female",2006
"2615","3527","10 - 14","4300","Female",2006
"2616","3530","10 - 14","21940","Female",2006
"2617","3531","10 - 14","3165","Female",2006
"2618","3533","10 - 14","5005","Female",2006
"2619","3534","10 - 14","3770","Female",2006
"2620","3535","10 - 14","5390","Female",2006
"2621","3536","10 - 14","15265","Female",2006
"2622","3537","10 - 14","16310","Female",2006
"2623","3538","10 - 14","5000","Female",2006
"2624","3539","10 - 14","2135","Female",2006
"2625","3540","10 - 14","3750","Female",2006
"2626","3541","10 - 14","5630","Female",2006
"2627","3542","10 - 14","4095","Female",2006
"2628","3543","10 - 14","5260","Female",2006
"2629","3544","10 - 14","13685","Female",2006
"2630","3546","10 - 14","13650","Female",2006
"2631","3547","10 - 14","3760","Female",2006
"2632","3549","10 - 14","2945","Female",2006
"2633","3551","10 - 14","25485","Female",2006
"2634","3552","10 - 14","3590","Female",2006
"2635","3553","10 - 14","42585","Female",2006
"2636","3554","10 - 14","2540","Female",2006
"2637","3555","10 - 14","4120","Female",2006
"2638","3556","10 - 14","2675","Female",2006
"2639","3557","10 - 14","3160","Female",2006
"2640","3558","10 - 14","6815","Female",2006
"2641","3560","10 - 14","16855","Female",2006
"2642","3561","10 - 14","6200","Female",2006
"2643","3562","10 - 14","5385","Female",2006
"2644","3563","10 - 14","950","Female",2006
"2645","3565","10 - 14","16140","Female",2006
"2646","3566","10 - 14","8955","Female",2006
"2647","3568","10 - 14","13145","Female",2006
"2648","3570","10 - 14","31995","Female",2006
"2649","3595","10 - 14","68290","Female",2006
"2650","4601","10 - 14","20610","Female",2006
"2651","4602","10 - 14","5465","Female",2006
"2652","4603","10 - 14","4710","Female",2006
"2653","4604","10 - 14","3695","Female",2006
"2654","4605","10 - 14","6595","Female",2006
"2655","4701","10 - 14","1780","Female",2006
"2656","4702","10 - 14","1675","Female",2006
"2657","4703","10 - 14","1360","Female",2006
"2658","4704","10 - 14","8040","Female",2006
"2659","4705","10 - 14","1730","Female",2006
"2660","4706","10 - 14","9475","Female",2006
"2661","4707","10 - 14","1355","Female",2006
"2662","4708","10 - 14","1485","Female",2006
"2663","4709","10 - 14","3045","Female",2006
"2664","4710","10 - 14","2640","Female",2006
"2665","4711","10 - 14","1175","Female",2006
"2666","4712","10 - 14","630","Female",2006
"2667","4713","10 - 14","155","Female",2006
"2668","4831","10 - 14","8970","Female",2006
"2669","4832","10 - 14","38175","Female",2006
"2670","4833","10 - 14","14825","Female",2006
"2671","4834","10 - 14","33480","Female",2006
"2672","4835","10 - 14","14530","Female",2006
"2673","5911","10 - 14","2285","Female",2006
"2674","5912","10 - 14","2365","Female",2006
"2675","5913","10 - 14","9580","Female",2006
"2676","5914","10 - 14","6400","Female",2006
"2677","5921","10 - 14","9070","Female",2006
"2678","5922","10 - 14","16865","Female",2006
"2679","5923","10 - 14","21695","Female",2006
"2680","5931","10 - 14","4970","Female",2006
"2681","5932","10 - 14","12630","Female",2006
"2682","5933","10 - 14","8130","Female",2006
"2683","5941","10 - 14","8840","Female",2006
"2684","5942","10 - 14","7255","Female",2006
"2685","5943","10 - 14","3750","Female",2006
"2686","5951","10 - 14","2840","Female",2006
"2687","5952","10 - 14","4945","Female",2006
"2688","5953","10 - 14","2445","Female",2006
"2689","6001","10 - 14","1060","Female",2006
"2690","6101","10 - 14","1755","Female",2006
"2691","6201","10 - 14","1625","Female",2006
"2692","1011","15 - 19","9715","Female",2006
"2693","1012","15 - 19","2975","Female",2006
"2694","1013","15 - 19","2605","Female",2006
"2695","1014","15 - 19","1415","Female",2006
"2696","1100","15 - 19","4935","Female",2006
"2697","1211","15 - 19","1720","Female",2006
"2698","1212","15 - 19","1970","Female",2006
"2699","1223","15 - 19","2795","Female",2006
"2700","1234","15 - 19","2425","Female",2006
"2701","1235","15 - 19","1020","Female",2006
"2702","1246","15 - 19","1525","Female",2006
"2703","1247","15 - 19","1710","Female",2006
"2704","1258","15 - 19","4410","Female",2006
"2705","1269","15 - 19","12740","Female",2006
"2706","1301","15 - 19","5900","Female",2006
"2707","1302","15 - 19","5610","Female",2006
"2708","1303","15 - 19","5215","Female",2006
"2709","1304","15 - 19","1660","Female",2006
"2710","1305","15 - 19","945","Female",2006
"2711","1306","15 - 19","2410","Female",2006
"2712","1307","15 - 19","1475","Female",2006
"2713","2401","15 - 19","6335","Female",2006
"2714","2402","15 - 19","8980","Female",2006
"2715","2403","15 - 19","18730","Female",2006
"2716","2404","15 - 19","14605","Female",2006
"2717","2405","15 - 19","9630","Female",2006
"2718","2406","15 - 19","49825","Female",2006
"2719","2407","15 - 19","11425","Female",2006
"2720","2408","15 - 19","4975","Female",2006
"2721","2409","15 - 19","3145","Female",2006
"2722","2410","15 - 19","500","Female",2006
"2723","2411","15 - 19","2935","Female",2006
"2724","2412","15 - 19","12510","Female",2006
"2725","2413","15 - 19","11860","Female",2006
"2726","2414","15 - 19","14975","Female",2006
"2727","2415","15 - 19","16760","Female",2006
"2728","2416","15 - 19","44345","Female",2006
"2729","2417","15 - 19","550","Female",2006
"2730","2418","15 - 19","615","Female",2006
"2731","3526","15 - 19","3855","Female",2006
"2732","3527","15 - 19","4345","Female",2006
"2733","3530","15 - 19","21285","Female",2006
"2734","3531","15 - 19","3120","Female",2006
"2735","3533","15 - 19","5550","Female",2006
"2736","3534","15 - 19","3970","Female",2006
"2737","3535","15 - 19","5615","Female",2006
"2738","3536","15 - 19","14430","Female",2006
"2739","3537","15 - 19","17090","Female",2006
"2740","3538","15 - 19","5215","Female",2006
"2741","3539","15 - 19","2080","Female",2006
"2742","3540","15 - 19","3815","Female",2006
"2743","3541","15 - 19","5975","Female",2006
"2744","3542","15 - 19","4575","Female",2006
"2745","3543","15 - 19","5490","Female",2006
"2746","3544","15 - 19","14760","Female",2006
"2747","3546","15 - 19","14085","Female",2006
"2748","3547","15 - 19","3955","Female",2006
"2749","3549","15 - 19","2875","Female",2006
"2750","3551","15 - 19","26945","Female",2006
"2751","3552","15 - 19","3595","Female",2006
"2752","3553","15 - 19","40595","Female",2006
"2753","3554","15 - 19","2700","Female",2006
"2754","3555","15 - 19","4590","Female",2006
"2755","3556","15 - 19","2860","Female",2006
"2756","3557","15 - 19","3225","Female",2006
"2757","3558","15 - 19","6845","Female",2006
"2758","3560","15 - 19","16635","Female",2006
"2759","3561","15 - 19","6410","Female",2006
"2760","3562","15 - 19","5430","Female",2006
"2761","3563","15 - 19","1130","Female",2006
"2762","3565","15 - 19","16515","Female",2006
"2763","3566","15 - 19","9070","Female",2006
"2764","3568","15 - 19","13130","Female",2006
"2765","3570","15 - 19","32690","Female",2006
"2766","3595","15 - 19","71230","Female",2006
"2767","4601","15 - 19","21970","Female",2006
"2768","4602","15 - 19","5765","Female",2006
"2769","4603","15 - 19","4210","Female",2006
"2770","4604","15 - 19","3330","Female",2006
"2771","4605","15 - 19","6215","Female",2006
"2772","4701","15 - 19","1805","Female",2006
"2773","4702","15 - 19","1875","Female",2006
"2774","4703","15 - 19","1410","Female",2006
"2775","4704","15 - 19","8855","Female",2006
"2776","4705","15 - 19","1825","Female",2006
"2777","4706","15 - 19","10650","Female",2006
"2778","4707","15 - 19","1575","Female",2006
"2779","4708","15 - 19","1560","Female",2006
"2780","4709","15 - 19","3040","Female",2006
"2781","4710","15 - 19","2790","Female",2006
"2782","4711","15 - 19","1050","Female",2006
"2783","4712","15 - 19","650","Female",2006
"2784","4713","15 - 19","145","Female",2006
"2785","4831","15 - 19","9650","Female",2006
"2786","4832","15 - 19","40665","Female",2006
"2787","4833","15 - 19","15340","Female",2006
"2788","4834","15 - 19","36580","Female",2006
"2789","4835","15 - 19","14225","Female",2006
"2790","5911","15 - 19","2475","Female",2006
"2791","5912","15 - 19","2355","Female",2006
"2792","5913","15 - 19","9845","Female",2006
"2793","5914","15 - 19","7005","Female",2006
"2794","5921","15 - 19","9040","Female",2006
"2795","5922","15 - 19","17765","Female",2006
"2796","5923","15 - 19","22190","Female",2006
"2797","5931","15 - 19","5845","Female",2006
"2798","5932","15 - 19","14865","Female",2006
"2799","5933","15 - 19","8755","Female",2006
"2800","5941","15 - 19","10260","Female",2006
"2801","5942","15 - 19","8060","Female",2006
"2802","5943","15 - 19","3785","Female",2006
"2803","5951","15 - 19","2900","Female",2006
"2804","5952","15 - 19","5210","Female",2006
"2805","5953","15 - 19","2380","Female",2006
"2806","6001","15 - 19","1055","Female",2006
"2807","6101","15 - 19","1780","Female",2006
"2808","6201","15 - 19","1510","Female",2006
"2809","1011","20 - 24","10325","Female",2006
"2810","1012","20 - 24","2215","Female",2006
"2811","1013","20 - 24","2120","Female",2006
"2812","1014","20 - 24","1205","Female",2006
"2813","1100","20 - 24","4375","Female",2006
"2814","1211","20 - 24","1245","Female",2006
"2815","1212","20 - 24","1605","Female",2006
"2816","1223","20 - 24","2255","Female",2006
"2817","1234","20 - 24","1905","Female",2006
"2818","1235","20 - 24","725","Female",2006
"2819","1246","20 - 24","1325","Female",2006
"2820","1247","20 - 24","1240","Female",2006
"2821","1258","20 - 24","3670","Female",2006
"2822","1269","20 - 24","14735","Female",2006
"2823","1301","20 - 24","6240","Female",2006
"2824","1302","20 - 24","5070","Female",2006
"2825","1303","20 - 24","5755","Female",2006
"2826","1304","20 - 24","1430","Female",2006
"2827","1305","20 - 24","660","Female",2006
"2828","1306","20 - 24","1905","Female",2006
"2829","1307","20 - 24","1235","Female",2006
"2830","2401","20 - 24","5595","Female",2006
"2831","2402","20 - 24","8015","Female",2006
"2832","2403","20 - 24","22230","Female",2006
"2833","2404","20 - 24","13910","Female",2006
"2834","2405","20 - 24","9800","Female",2006
"2835","2406","20 - 24","69285","Female",2006
"2836","2407","20 - 24","10265","Female",2006
"2837","2408","20 - 24","3985","Female",2006
"2838","2409","20 - 24","2615","Female",2006
"2839","2410","20 - 24","430","Female",2006
"2840","2411","20 - 24","2155","Female",2006
"2841","2412","20 - 24","11340","Female",2006
"2842","2413","20 - 24","10765","Female",2006
"2843","2414","20 - 24","11060","Female",2006
"2844","2415","20 - 24","12925","Female",2006
"2845","2416","20 - 24","38190","Female",2006
"2846","2417","20 - 24","460","Female",2006
"2847","2418","20 - 24","595","Female",2006
"2848","3526","20 - 24","3370","Female",2006
"2849","3527","20 - 24","3935","Female",2006
"2850","3530","20 - 24","17280","Female",2006
"2851","3531","20 - 24","2420","Female",2006
"2852","3533","20 - 24","4320","Female",2006
"2853","3534","20 - 24","3090","Female",2006
"2854","3535","20 - 24","4125","Female",2006
"2855","3536","20 - 24","12160","Female",2006
"2856","3537","20 - 24","17050","Female",2006
"2857","3538","20 - 24","4285","Female",2006
"2858","3539","20 - 24","1745","Female",2006
"2859","3540","20 - 24","3465","Female",2006
"2860","3541","20 - 24","6440","Female",2006
"2861","3542","20 - 24","3930","Female",2006
"2862","3543","20 - 24","3990","Female",2006
"2863","3544","20 - 24","16265","Female",2006
"2864","3546","20 - 24","13140","Female",2006
"2865","3547","20 - 24","3665","Female",2006
"2866","3549","20 - 24","2355","Female",2006
"2867","3551","20 - 24","29350","Female",2006
"2868","3552","20 - 24","3085","Female",2006
"2869","3553","20 - 24","39270","Female",2006
"2870","3554","20 - 24","2400","Female",2006
"2871","3555","20 - 24","4715","Female",2006
"2872","3556","20 - 24","2275","Female",2006
"2873","3557","20 - 24","2630","Female",2006
"2874","3558","20 - 24","4835","Female",2006
"2875","3560","20 - 24","13395","Female",2006
"2876","3561","20 - 24","5990","Female",2006
"2877","3562","20 - 24","5140","Female",2006
"2878","3563","20 - 24","840","Female",2006
"2879","3565","20 - 24","17545","Female",2006
"2880","3566","20 - 24","8465","Female",2006
"2881","3568","20 - 24","13215","Female",2006
"2882","3570","20 - 24","28440","Female",2006
"2883","3595","20 - 24","87985","Female",2006
"2884","4601","20 - 24","23865","Female",2006
"2885","4602","20 - 24","4660","Female",2006
"2886","4603","20 - 24","2895","Female",2006
"2887","4604","20 - 24","2535","Female",2006
"2888","4605","20 - 24","4715","Female",2006
"2889","4701","20 - 24","1360","Female",2006
"2890","4702","20 - 24","1495","Female",2006
"2891","4703","20 - 24","1060","Female",2006
"2892","4704","20 - 24","8885","Female",2006
"2893","4705","20 - 24","1190","Female",2006
"2894","4706","20 - 24","11805","Female",2006
"2895","4707","20 - 24","885","Female",2006
"2896","4708","20 - 24","1020","Female",2006
"2897","4709","20 - 24","2325","Female",2006
"2898","4710","20 - 24","2390","Female",2006
"2899","4711","20 - 24","785","Female",2006
"2900","4712","20 - 24","410","Female",2006
"2901","4713","20 - 24","165","Female",2006
"2902","4831","20 - 24","9645","Female",2006
"2903","4832","20 - 24","44465","Female",2006
"2904","4833","20 - 24","13520","Female",2006
"2905","4834","20 - 24","42155","Female",2006
"2906","4835","20 - 24","13300","Female",2006
"2907","5911","20 - 24","1870","Female",2006
"2908","5912","20 - 24","1690","Female",2006
"2909","5913","20 - 24","8445","Female",2006
